Provinsi,NamaKab/Kota,KodeKab/Kota,Status bekerja,Jumlah IndividuUsia 5 - 14 tahun,Jumlah IndividuUsia 15 - 59 tahun,Jumlah IndividuUsia 60 tahun ke atas
DI YOGYAKARTA,KOTA YOGYAKARTA,3471,Bekerja,60,"34,811","5,278"
DI YOGYAKARTA,KOTA YOGYAKARTA,3471,Tidak Bekerja,"14,334","18,874","7,025"
JAWA TIMUR,PACITAN,3501,Bekerja,"1,003","79,425","26,807"
JAWA TIMUR,PACITAN,3501,Tidak Bekerja,"21,030","17,738","12,361"
JAWA TIMUR,PONOROGO,3502,Bekerja,400,"139,175","39,809"
JAWA TIMUR,PONOROGO,3502,Tidak Bekerja,"40,945","67,518","33,039"
JAWA TIMUR,TRENGGALEK,3503,Bekerja,415,"111,113","29,185"
JAWA TIMUR,TRENGGALEK,3503,Tidak Bekerja,"34,866","51,191","22,728"
JAWA TIMUR,TULUNGAGUNG,3504,Bekerja,286,"116,546","28,159"
JAWA TIMUR,TULUNGAGUNG,3504,Tidak Bekerja,"41,052","62,452","33,402"
JAWA TIMUR,BLITAR,3505,Bekerja,393,"119,603","29,631"
JAWA TIMUR,BLITAR,3505,Tidak Bekerja,"48,379","80,879","37,229"
JAWA TIMUR,KEDIRI,3506,Bekerja,468,"173,386","33,573"
JAWA TIMUR,KEDIRI,3506,Tidak Bekerja,"78,168","122,839","49,509"
JAWA TIMUR,MALANG,3507,Bekerja,792,"257,136","51,907"
JAWA TIMUR,MALANG,3507,Tidak Bekerja,"103,867","166,304","61,517"
JAWA TIMUR,LUMAJANG,3508,Bekerja,540,"173,378","35,940"
JAWA TIMUR,LUMAJANG,3508,Tidak Bekerja,"61,480","102,199","31,539"
JAWA TIMUR,JEMBER,3509,Bekerja,687,"307,714","74,514"
JAWA TIMUR,JEMBER,3509,Tidak Bekerja,"146,869","260,504","65,433"
JAWA TIMUR,BANYUWANGI,3510,Bekerja,596,"189,884","51,742"
JAWA TIMUR,BANYUWANGI,3510,Tidak Bekerja,"75,985","115,050","51,500"
JAWA TIMUR,BONDOWOSO,3511,Bekerja,812,"170,296","46,563"
JAWA TIMUR,BONDOWOSO,3511,Tidak Bekerja,"63,953","97,439","22,503"
JAWA TIMUR,SITUBONDO,3512,Bekerja,203,"103,592","34,152"
JAWA TIMUR,SITUBONDO,3512,Tidak Bekerja,"36,595","64,810","17,686"
JAWA TIMUR,PROBOLINGGO,3513,Bekerja,733,"225,693","45,110"
JAWA TIMUR,PROBOLINGGO,3513,Tidak Bekerja,"90,347","147,466","32,666"
JAWA TIMUR,PASURUAN,3514,Bekerja,487,"222,530","33,537"
JAWA TIMUR,PASURUAN,3514,Tidak Bekerja,"96,692","192,852","41,004"
JAWA TIMUR,SIDOARJO,3515,Bekerja,101,"138,539","18,003"
JAWA TIMUR,SIDOARJO,3515,Tidak Bekerja,"62,474","122,035","35,890"
JAWA TIMUR,MOJOKERTO,3516,Bekerja,145,"100,484","14,518"
JAWA TIMUR,MOJOKERTO,3516,Tidak Bekerja,"47,037","78,365","23,807"
JAWA TIMUR,JOMBANG,3517,Bekerja,378,"176,569","28,160"
JAWA TIMUR,JOMBANG,3517,Tidak Bekerja,"81,805","131,261","43,798"
JAWA TIMUR,NGANJUK,3518,Bekerja,399,"169,170","30,468"
JAWA TIMUR,NGANJUK,3518,Tidak Bekerja,"72,553","127,388","42,486"
JAWA TIMUR,MADIUN,3519,Bekerja,110,"70,521","19,204"
JAWA TIMUR,MADIUN,3519,Tidak Bekerja,"28,104","49,121","27,010"
JAWA TIMUR,MAGETAN,3520,Bekerja,279,"79,881","22,714"
JAWA TIMUR,MAGETAN,3520,Tidak Bekerja,"25,273","32,789","21,544"
JAWA TIMUR,NGAWI,3521,Bekerja,459,"145,935","33,920"
JAWA TIMUR,NGAWI,3521,Tidak Bekerja,"52,826","80,780","33,718"
JAWA TIMUR,BOJONEGORO,3522,Bekerja,542,"211,890","38,760"
JAWA TIMUR,BOJONEGORO,3522,Tidak Bekerja,"76,892","129,742","43,796"
JAWA TIMUR,TUBAN,3523,Bekerja,350,"159,258","24,823"
JAWA TIMUR,TUBAN,3523,Tidak Bekerja,"62,969","115,104","34,543"
JAWA TIMUR,LAMONGAN,3524,Bekerja,255,"164,984","29,883"
JAWA TIMUR,LAMONGAN,3524,Tidak Bekerja,"63,090","105,541","32,078"
JAWA TIMUR,GRESIK,3525,Bekerja,104,"128,178","16,537"
JAWA TIMUR,GRESIK,3525,Tidak Bekerja,"56,983","102,319","26,349"
JAWA TIMUR,BANGKALAN,3526,Bekerja,"1,793","207,988","40,482"
JAWA TIMUR,BANGKALAN,3526,Tidak Bekerja,"71,194","107,238","18,328"
JAWA TIMUR,SAMPANG,3527,Bekerja,"2,349","250,675","37,106"
JAWA TIMUR,SAMPANG,3527,Tidak Bekerja,"93,149","100,657","15,015"
JAWA TIMUR,PAMEKASAN,3528,Bekerja,"1,150","205,800","30,355"
JAWA TIMUR,PAMEKASAN,3528,Tidak Bekerja,"69,475","99,521","18,074"
JAWA TIMUR,SUMENEP,3529,Bekerja,601,"247,079","60,223"
JAWA TIMUR,SUMENEP,3529,Tidak Bekerja,"71,395","107,481","23,955"
JAWA TIMUR,KOTA KEDIRI,3571,Bekerja,44,"25,261","3,928"
JAWA TIMUR,KOTA KEDIRI,3571,Tidak Bekerja,"11,066","16,748","6,317"
JAWA TIMUR,KOTA BLITAR,3572,Bekerja,28,"9,579","1,748"
JAWA TIMUR,KOTA BLITAR,3572,Tidak Bekerja,"4,253","5,353","2,328"
JAWA TIMUR,KOTA MALANG,3573,Bekerja,83,"41,396","5,682"
JAWA TIMUR,KOTA MALANG,3573,Tidak Bekerja,"18,885","29,334","10,343"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Bekerja,68,"23,004","3,303"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Tidak Bekerja,"10,547","16,498","4,189"
JAWA TIMUR,KOTA PASURUAN,3575,Bekerja,75,"19,371","2,413"
JAWA TIMUR,KOTA PASURUAN,3575,Tidak Bekerja,"8,975","14,027","3,673"
JAWA TIMUR,KOTA MOJOKERTO,3576,Bekerja,13,"9,178","1,286"
JAWA TIMUR,KOTA MOJOKERTO,3576,Tidak Bekerja,"3,833","5,788","1,844"
JAWA TIMUR,KOTA MADIUN,3577,Bekerja,9,"8,682","1,727"
JAWA TIMUR,KOTA MADIUN,3577,Tidak Bekerja,"3,815","6,087","2,464"
JAWA TIMUR,KOTA SURABAYA,3578,Bekerja,250,"182,213","19,962"
JAWA TIMUR,KOTA SURABAYA,3578,Tidak Bekerja,"86,201","163,027","39,245"
JAWA TIMUR,KOTA BATU,3579,Bekerja,88,"17,135","3,238"
JAWA TIMUR,KOTA BATU,3579,Tidak Bekerja,"6,515","7,250","3,210"
BANTEN,PANDEGLANG,3601,Bekerja,524,"144,923","11,717"
BANTEN,PANDEGLANG,3601,Tidak Bekerja,"122,337","165,381","13,081"
BANTEN,LEBAK,3602,Bekerja,365,"128,714","12,549"
BANTEN,LEBAK,3602,Tidak Bekerja,"101,511","149,416","12,856"
BANTEN,TANGERANG,3603,Bekerja,378,"256,821","21,592"
BANTEN,TANGERANG,3603,Tidak Bekerja,"154,686","352,185","51,081"
BANTEN,SERANG,3604,Bekerja,145,"69,527","7,819"
BANTEN,SERANG,3604,Tidak Bekerja,"69,521","113,987","15,143"
BANTEN,KOTA TANGERANG,3671,Bekerja,112,"84,268","5,135"
BANTEN,KOTA TANGERANG,3671,Tidak Bekerja,"50,027","93,552","15,784"
BANTEN,KOTA CILEGON,3672,Bekerja,69,"17,031","1,371"
BANTEN,KOTA CILEGON,3672,Tidak Bekerja,"12,140","22,102","3,716"
BANTEN,KOTA SERANG,3673,Bekerja,129,"26,971","1,759"
BANTEN,KOTA SERANG,3673,Tidak Bekerja,"23,466","38,486","3,430"
BANTEN,KOTA TANGERANG SELATAN,3674,Bekerja,19,"39,562","3,566"
BANTEN,KOTA TANGERANG SELATAN,3674,Tidak Bekerja,"19,478","45,680","10,338"
BALI,JEMBRANA,5101,Bekerja,292,"24,925","3,819"
BALI,JEMBRANA,5101,Tidak Bekerja,"10,738","11,228","4,650"
BALI,TABANAN,5102,Bekerja,430,"57,863","10,038"
BALI,TABANAN,5102,Tidak Bekerja,"16,662","14,010","8,929"
BALI,BADUNG,5103,Bekerja,272,"24,248","4,826"
BALI,BADUNG,5103,Tidak Bekerja,"9,769","7,078","4,495"
BALI,GIANYAR,5104,Bekerja,324,"42,419","7,679"
BALI,GIANYAR,5104,Tidak Bekerja,"17,046","10,989","6,914"
BALI,KLUNGKUNG,5105,Bekerja,382,"17,396","4,798"
BALI,KLUNGKUNG,5105,Tidak Bekerja,"6,482","4,626","2,733"
BALI,BANGLI,5106,Bekerja,"1,136","32,762","5,604"
BALI,BANGLI,5106,Tidak Bekerja,"11,051","6,087","3,082"
BALI,KARANG ASEM,5107,Bekerja,"2,592","63,021","11,704"
BALI,KARANG ASEM,5107,Tidak Bekerja,"26,756","17,915","7,977"
BALI,BULELENG,5108,Bekerja,"2,049","95,812","13,727"
BALI,BULELENG,5108,Tidak Bekerja,"44,889","37,304","13,398"
BALI,KOTA DENPASAR,5171,Bekerja,61,"8,895",812
BALI,KOTA DENPASAR,5171,Tidak Bekerja,"4,956","3,641","1,146"
NUSA TENGGARA BARAT,LOMBOK BARAT,5201,Bekerja,313,"110,876","12,967"
NUSA TENGGARA BARAT,LOMBOK BARAT,5201,Tidak Bekerja,"71,590","106,033","17,911"
NUSA TENGGARA BARAT,LOMBOK TENGAH,5202,Bekerja,992,"150,772","17,860"
NUSA TENGGARA BARAT,LOMBOK TENGAH,5202,Tidak Bekerja,"100,979","159,597","32,424"
NUSA TENGGARA BARAT,LOMBOK TIMUR,5203,Bekerja,"1,259","207,107","23,651"
NUSA TENGGARA BARAT,LOMBOK TIMUR,5203,Tidak Bekerja,"151,226","221,631","39,680"
NUSA TENGGARA BARAT,SUMBAWA,5204,Bekerja,924,"53,465","6,653"
NUSA TENGGARA BARAT,SUMBAWA,5204,Tidak Bekerja,"33,723","41,389","8,979"
NUSA TENGGARA BARAT,DOMPU,5205,Bekerja,812,"33,681","3,800"
NUSA TENGGARA BARAT,DOMPU,5205,Tidak Bekerja,"26,930","33,325","4,732"
NUSA TENGGARA BARAT,BIMA,5206,Bekerja,"1,697","69,566","9,213"
NUSA TENGGARA BARAT,BIMA,5206,Tidak Bekerja,"52,922","62,159","12,364"
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Bekerja,133,"16,096","1,854"
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Tidak Bekerja,"12,004","17,167","3,230"
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Bekerja,744,"46,604","4,472"
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Tidak Bekerja,"25,770","32,907","5,189"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Bekerja,71,"44,883","3,699"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Tidak Bekerja,"27,877","42,996","7,487"
NUSA TENGGARA BARAT,KOTA BIMA,5272,Bekerja,257,"18,048","1,584"
NUSA TENGGARA BARAT,KOTA BIMA,5272,Tidak Bekerja,"12,647","18,303","3,018"
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Bekerja,"1,643","29,683","3,108"
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Tidak Bekerja,"23,335","15,473","2,888"
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Bekerja,"3,617","49,352","5,937"
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Tidak Bekerja,"32,245","17,562","3,128"
NUSA TENGGARA TIMUR,KUPANG,5303,Bekerja,"4,243","61,038","7,620"
NUSA TENGGARA TIMUR,KUPANG,5303,Tidak Bekerja,"45,818","35,942","5,034"
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Bekerja,"7,750","112,807","20,175"
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Tidak Bekerja,"78,454","53,327","8,440"
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Bekerja,"2,457","51,579","10,578"
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Tidak Bekerja,"32,530","16,229","3,214"
NUSA TENGGARA TIMUR,BELU,5306,Bekerja,973,"29,791","5,112"
NUSA TENGGARA TIMUR,BELU,5306,Tidak Bekerja,"25,148","19,473","2,389"
NUSA TENGGARA TIMUR,ALOR,5307,Bekerja,"2,798","49,091","6,798"
NUSA TENGGARA TIMUR,ALOR,5307,Tidak Bekerja,"29,165","16,219","3,368"
NUSA TENGGARA TIMUR,LEMBATA,5308,Bekerja,544,"21,558","5,533"
NUSA TENGGARA TIMUR,LEMBATA,5308,Tidak Bekerja,"16,245","12,223","4,606"
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Bekerja,"1,471","36,141","7,335"
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Tidak Bekerja,"26,677","17,298","5,160"
NUSA TENGGARA TIMUR,SIKKA,5310,Bekerja,"1,073","57,964","11,297"
NUSA TENGGARA TIMUR,SIKKA,5310,Tidak Bekerja,"37,514","27,228","7,041"
NUSA TENGGARA TIMUR,ENDE,5311,Bekerja,"1,041","50,025","8,403"
NUSA TENGGARA TIMUR,ENDE,5311,Tidak Bekerja,"30,559","17,740","5,005"
NUSA TENGGARA TIMUR,NGADA,5312,Bekerja,"1,373","23,287","2,782"
NUSA TENGGARA TIMUR,NGADA,5312,Tidak Bekerja,"14,162","7,871","2,764"
NUSA TENGGARA TIMUR,MANGGARAI,5313,Bekerja,"2,671","71,930","6,774"
NUSA TENGGARA TIMUR,MANGGARAI,5313,Tidak Bekerja,"50,714","24,333","5,383"
NUSA TENGGARA TIMUR,ROTE NDAO,5314,Bekerja,289,"25,957","4,828"
NUSA TENGGARA TIMUR,ROTE NDAO,5314,Tidak Bekerja,"21,555","14,863","3,295"
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,Bekerja,"1,697","56,430","5,406"
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,Tidak Bekerja,"44,955","27,769","4,241"
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,Bekerja,"2,373","20,740","2,441"
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,Tidak Bekerja,"12,168","4,748","1,123"
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,Bekerja,"9,969","108,556","10,153"
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,Tidak Bekerja,"69,385","27,786","3,407"
NUSA TENGGARA TIMUR,NAGEKEO,5318,Bekerja,843,"22,496","3,028"
NUSA TENGGARA TIMUR,NAGEKEO,5318,Tidak Bekerja,"14,858","8,212","3,075"
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,Bekerja,"1,636","85,212","7,472"
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,Tidak Bekerja,"50,086","22,685","4,872"
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,Bekerja,540,"20,585","4,145"
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,Tidak Bekerja,"16,704","12,570","2,109"
NUSA TENGGARA TIMUR,MALAKA,5321,Bekerja,946,"38,252","6,613"
NUSA TENGGARA TIMUR,MALAKA,5321,Tidak Bekerja,"28,458","17,889","1,831"
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,Bekerja,228,"23,699","1,695"
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,Tidak Bekerja,"24,394","28,190","2,772"
KALIMANTAN BARAT,SAMBAS,6101,Bekerja,434,"63,680","9,084"
KALIMANTAN BARAT,SAMBAS,6101,Tidak Bekerja,"34,047","30,295","9,367"
KALIMANTAN BARAT,BENGKAYANG,6102,Bekerja,250,"32,357","2,638"
KALIMANTAN BARAT,BENGKAYANG,6102,Tidak Bekerja,"20,652","16,065","2,338"
KALIMANTAN BARAT,LANDAK,6103,Bekerja,"1,073","94,009","8,387"
KALIMANTAN BARAT,LANDAK,6103,Tidak Bekerja,"43,828","35,297","5,447"
KALIMANTAN BARAT,MEMPAWAH,6104,Bekerja,118,"36,424","3,992"
KALIMANTAN BARAT,MEMPAWAH,6104,Tidak Bekerja,"23,744","32,527","5,843"
KALIMANTAN BARAT,SANGGAU,6105,Bekerja,359,"54,610","5,288"
KALIMANTAN BARAT,SANGGAU,6105,Tidak Bekerja,"23,447","22,701","5,020"
KALIMANTAN BARAT,KETAPANG,6106,Bekerja,224,"52,179","4,986"
KALIMANTAN BARAT,KETAPANG,6106,Tidak Bekerja,"27,653","38,924","7,861"
KALIMANTAN BARAT,SINTANG,6107,Bekerja,"1,101","78,494","8,470"
KALIMANTAN BARAT,SINTANG,6107,Tidak Bekerja,"33,792","21,885","4,322"
KALIMANTAN BARAT,KAPUAS HULU,6108,Bekerja,747,"51,562","5,331"
KALIMANTAN BARAT,KAPUAS HULU,6108,Tidak Bekerja,"21,391","15,854","3,565"
KALIMANTAN BARAT,SEKADAU,6109,Bekerja,284,"20,549","1,240"
KALIMANTAN BARAT,SEKADAU,6109,Tidak Bekerja,"10,902","6,841","1,038"
KALIMANTAN BARAT,MELAWI,6110,Bekerja,193,"28,780","2,871"
KALIMANTAN BARAT,MELAWI,6110,Tidak Bekerja,"13,035","11,876","2,408"
KALIMANTAN BARAT,KAYONG UTARA,6111,Bekerja,81,"13,837","1,374"
KALIMANTAN BARAT,KAYONG UTARA,6111,Tidak Bekerja,"9,779","10,461","1,683"
KALIMANTAN BARAT,KUBU RAYA,6112,Bekerja,"1,152","71,549","7,832"
KALIMANTAN BARAT,KUBU RAYA,6112,Tidak Bekerja,"44,486","61,836","8,807"
KALIMANTAN BARAT,KOTA PONTIANAK,6171,Bekerja,70,"28,442","2,219"
KALIMANTAN BARAT,KOTA PONTIANAK,6171,Tidak Bekerja,"19,429","33,141","6,427"
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,Bekerja,117,"20,651","1,773"
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,Tidak Bekerja,"13,794","15,012","3,033"
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,Bekerja,49,"10,397","1,485"
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,Tidak Bekerja,"5,998","9,892","3,586"
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,Bekerja,224,"35,111","3,324"
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,Tidak Bekerja,"21,749","29,778","5,740"
KALIMANTAN TENGAH,KAPUAS,6203,Bekerja,373,"45,014","4,289"
KALIMANTAN TENGAH,KAPUAS,6203,Tidak Bekerja,"25,403","28,125","3,758"
KALIMANTAN TENGAH,BARITO SELATAN,6204,Bekerja,82,"8,907","1,170"
KALIMANTAN TENGAH,BARITO SELATAN,6204,Tidak Bekerja,"5,253","6,283","1,609"
KALIMANTAN TENGAH,BARITO UTARA,6205,Bekerja,132,"9,889","1,387"
KALIMANTAN TENGAH,BARITO UTARA,6205,Tidak Bekerja,"4,439","4,623","1,595"
KALIMANTAN TENGAH,SUKAMARA,6206,Bekerja,12,"2,911",345
KALIMANTAN TENGAH,SUKAMARA,6206,Tidak Bekerja,"1,768","2,512",858
KALIMANTAN TENGAH,LAMANDAU,6207,Bekerja,21,"3,875",768
KALIMANTAN TENGAH,LAMANDAU,6207,Tidak Bekerja,"1,959","2,423","1,132"
KALIMANTAN TENGAH,SERUYAN,6208,Bekerja,18,"6,760",836
KALIMANTAN TENGAH,SERUYAN,6208,Tidak Bekerja,"4,154","7,203","2,010"
KALIMANTAN TENGAH,KATINGAN,6209,Bekerja,84,"10,732","1,524"
KALIMANTAN TENGAH,KATINGAN,6209,Tidak Bekerja,"6,297","8,951","2,700"
KALIMANTAN TENGAH,PULANG PISAU,6210,Bekerja,203,"15,821","2,777"
KALIMANTAN TENGAH,PULANG PISAU,6210,Tidak Bekerja,"8,337","8,799","2,357"
KALIMANTAN TENGAH,GUNUNG MAS,6211,Bekerja,71,"2,947",176
KALIMANTAN TENGAH,GUNUNG MAS,6211,Tidak Bekerja,"2,185","1,186",189
KALIMANTAN TENGAH,BARITO TIMUR,6212,Bekerja,233,"7,475","1,073"
KALIMANTAN TENGAH,BARITO TIMUR,6212,Tidak Bekerja,"3,234","2,641","1,183"
KALIMANTAN TENGAH,MURUNG RAYA,6213,Bekerja,154,"9,630",616
KALIMANTAN TENGAH,MURUNG RAYA,6213,Tidak Bekerja,"7,378","5,610",681
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,Bekerja,79,"11,866","1,081"
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,Tidak Bekerja,"8,186","9,965","1,401"
KALIMANTAN SELATAN,TANAH LAUT,6301,Bekerja,89,"18,642","2,157"
KALIMANTAN SELATAN,TANAH LAUT,6301,Tidak Bekerja,"12,680","17,256","3,841"
KALIMANTAN SELATAN,KOTA BARU,6302,Bekerja,196,"17,555","1,672"
KALIMANTAN SELATAN,KOTA BARU,6302,Tidak Bekerja,"13,810","17,619","2,479"
KALIMANTAN SELATAN,BANJAR,6303,Bekerja,272,"33,821","3,426"
KALIMANTAN SELATAN,BANJAR,6303,Tidak Bekerja,"19,066","23,625","3,960"
KALIMANTAN SELATAN,BARITO KUALA,6304,Bekerja,99,"24,333","2,119"
KALIMANTAN SELATAN,BARITO KUALA,6304,Tidak Bekerja,"15,966","20,269","2,354"
KALIMANTAN SELATAN,TAPIN,6305,Bekerja,54,"9,462",962
KALIMANTAN SELATAN,TAPIN,6305,Tidak Bekerja,"5,052","5,394",998
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,Bekerja,159,"25,949","3,462"
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,Tidak Bekerja,"12,661","15,435","4,507"
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,Bekerja,118,"31,735","4,162"
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,Tidak Bekerja,"14,773","18,112","5,394"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,Bekerja,268,"33,438","3,775"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,Tidak Bekerja,"16,184","21,444","5,161"
KALIMANTAN SELATAN,TABALONG,6309,Bekerja,201,"26,872","3,062"
KALIMANTAN SELATAN,TABALONG,6309,Tidak Bekerja,"10,678","12,062","3,928"
KALIMANTAN SELATAN,TANAH BUMBU,6310,Bekerja,110,"17,798","2,343"
KALIMANTAN SELATAN,TANAH BUMBU,6310,Tidak Bekerja,"11,734","16,952","4,938"
KALIMANTAN SELATAN,BALANGAN,6311,Bekerja,80,"11,580",899
KALIMANTAN SELATAN,BALANGAN,6311,Tidak Bekerja,"6,165","4,872",912
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,Bekerja,151,"42,401","3,745"
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,Tidak Bekerja,"25,709","44,095","8,405"
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,Bekerja,35,"12,533","1,170"
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,Tidak Bekerja,"7,621","11,734","2,116"
KALIMANTAN TIMUR,PASER,6401,Bekerja,49,"24,122","2,656"
KALIMANTAN TIMUR,PASER,6401,Tidak Bekerja,"15,860","24,618","3,618"
KALIMANTAN TIMUR,KUTAI BARAT,6402,Bekerja,95,"13,525","1,938"
KALIMANTAN TIMUR,KUTAI BARAT,6402,Tidak Bekerja,"8,242","10,608","1,952"
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,Bekerja,133,"38,689","6,268"
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,Tidak Bekerja,"24,813","40,894","9,454"
KALIMANTAN TIMUR,KUTAI TIMUR,6404,Bekerja,113,"25,674","2,817"
KALIMANTAN TIMUR,KUTAI TIMUR,6404,Tidak Bekerja,"17,732","26,990","3,387"
KALIMANTAN TIMUR,BERAU,6405,Bekerja,32,"8,790","1,180"
KALIMANTAN TIMUR,BERAU,6405,Tidak Bekerja,"6,536","8,989","2,079"
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,Bekerja,58,"13,039","1,634"
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,Tidak Bekerja,"9,903","14,142","2,124"
KALIMANTAN TIMUR,MAHAKAM HULU,6411,Bekerja,41,"3,709",574
KALIMANTAN TIMUR,MAHAKAM HULU,6411,Tidak Bekerja,"1,777","2,058",489
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,Bekerja,65,"29,680","2,322"
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,Tidak Bekerja,"20,194","32,685","6,018"
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,Bekerja,159,"35,783","3,202"
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,Tidak Bekerja,"21,719","31,954","5,942"
KALIMANTAN TIMUR,KOTA BONTANG,6474,Bekerja,56,"9,375",474
KALIMANTAN TIMUR,KOTA BONTANG,6474,Tidak Bekerja,"7,930","12,605",970
KALIMANTAN UTARA,MALINAU,6501,Bekerja,73,"7,918",990
KALIMANTAN UTARA,MALINAU,6501,Tidak Bekerja,"4,637","4,209",831
KALIMANTAN UTARA,BULUNGAN,6502,Bekerja,89,"7,284","1,121"
KALIMANTAN UTARA,BULUNGAN,6502,Tidak Bekerja,"4,785","5,298","1,388"
KALIMANTAN UTARA,TANA TIDUNG,6503,Bekerja,7,857,101
KALIMANTAN UTARA,TANA TIDUNG,6503,Tidak Bekerja,759,975,159
KALIMANTAN UTARA,NUNUKAN,6504,Bekerja,333,"18,743","1,291"
KALIMANTAN UTARA,NUNUKAN,6504,Tidak Bekerja,"14,717","17,717","1,617"
KALIMANTAN UTARA,KOTA TARAKAN,6571,Bekerja,52,"13,475",971
KALIMANTAN UTARA,KOTA TARAKAN,6571,Tidak Bekerja,"11,053","15,859","2,272"
SULAWESI UTARA,BOLAANG MONGONDOW,7101,Bekerja,187,"31,123","3,310"
SULAWESI UTARA,BOLAANG MONGONDOW,7101,Tidak Bekerja,"23,066","32,926","5,185"
SULAWESI UTARA,MINAHASA,7102,Bekerja,82,"24,259","2,457"
SULAWESI UTARA,MINAHASA,7102,Tidak Bekerja,"19,376","30,482","4,650"
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,Bekerja,88,"13,720","1,574"
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,Tidak Bekerja,"8,158","12,686","2,274"
SULAWESI UTARA,KEPULAUAN TALAUD,7104,Bekerja,218,"13,031","1,666"
SULAWESI UTARA,KEPULAUAN TALAUD,7104,Tidak Bekerja,"7,554","7,292","1,201"
SULAWESI UTARA,MINAHASA SELATAN,7105,Bekerja,142,"28,731","3,239"
SULAWESI UTARA,MINAHASA SELATAN,7105,Tidak Bekerja,"21,060","32,176","5,519"
SULAWESI UTARA,MINAHASA UTARA,7106,Bekerja,65,"19,626","1,895"
SULAWESI UTARA,MINAHASA UTARA,7106,Tidak Bekerja,"14,959","23,699","3,063"
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,Bekerja,45,"7,694",795
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,Tidak Bekerja,"6,967","9,172","1,392"
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,Bekerja,24,"3,177",358
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,Tidak Bekerja,"2,256","3,331",796
SULAWESI UTARA,MINAHASA TENGGARA,7109,Bekerja,128,"10,868","1,606"
SULAWESI UTARA,MINAHASA TENGGARA,7109,Tidak Bekerja,"8,398","10,222","2,378"
