Provinsi,NamaKab/Kota,KodeKab/Kota,Status bekerja,Jumlah IndividuUsia 5 - 14 tahun,Jumlah IndividuUsia 15 - 59 tahun,Jumlah IndividuUsia 60 tahun ke atas
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,Bekerja,37,"5,938",487
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,Tidak Bekerja,"6,595","7,557",649
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,Bekerja,28,"6,318",690
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,Tidak Bekerja,"4,568","6,223","1,101"
SULAWESI UTARA,KOTA MANADO,7171,Bekerja,48,"19,935","1,830"
SULAWESI UTARA,KOTA MANADO,7171,Tidak Bekerja,"16,765","27,661","4,522"
SULAWESI UTARA,KOTA BITUNG,7172,Bekerja,30,"13,953","1,376"
SULAWESI UTARA,KOTA BITUNG,7172,Tidak Bekerja,"11,654","18,320","3,138"
SULAWESI UTARA,KOTA TOMOHON,7173,Bekerja,33,"8,714","1,369"
SULAWESI UTARA,KOTA TOMOHON,7173,Tidak Bekerja,"5,698","9,253","2,534"
SULAWESI UTARA,KOTAMOBAGU,7174,Bekerja,33,"10,244",975
SULAWESI UTARA,KOTAMOBAGU,7174,Tidak Bekerja,"6,990","10,860","1,655"
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,Bekerja,450,"16,985","2,272"
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,Tidak Bekerja,"11,122","10,205","1,926"
SULAWESI TENGAH,BANGGAI,7202,Bekerja,431,"42,745","5,310"
SULAWESI TENGAH,BANGGAI,7202,Tidak Bekerja,"28,864","34,446","7,261"
SULAWESI TENGAH,MOROWALI,7203,Bekerja,65,"10,374","1,164"
SULAWESI TENGAH,MOROWALI,7203,Tidak Bekerja,"8,661","12,765","2,407"
SULAWESI TENGAH,POSO,7204,Bekerja,395,"38,246","4,714"
SULAWESI TENGAH,POSO,7204,Tidak Bekerja,"21,297","20,410","4,437"
SULAWESI TENGAH,DONGGALA,7205,Bekerja,925,"43,775","3,910"
SULAWESI TENGAH,DONGGALA,7205,Tidak Bekerja,"36,647","37,683","4,762"
SULAWESI TENGAH,TOLI-TOLI,7206,Bekerja,296,"22,608","2,067"
SULAWESI TENGAH,TOLI-TOLI,7206,Tidak Bekerja,"21,947","23,675","3,347"
SULAWESI TENGAH,BUOL,7207,Bekerja,97,"16,116","1,472"
SULAWESI TENGAH,BUOL,7207,Tidak Bekerja,"17,323","18,349","2,131"
SULAWESI TENGAH,PARIGI MOUTONG,7208,Bekerja,"1,311","61,853","4,901"
SULAWESI TENGAH,PARIGI MOUTONG,7208,Tidak Bekerja,"47,120","50,037","6,175"
SULAWESI TENGAH,TOJO UNA-UNA,7209,Bekerja,322,"21,345","1,973"
SULAWESI TENGAH,TOJO UNA-UNA,7209,Tidak Bekerja,"16,866","15,718","1,882"
SULAWESI TENGAH,SIGI,7210,Bekerja,719,"35,679","3,032"
SULAWESI TENGAH,SIGI,7210,Tidak Bekerja,"21,710","20,338","2,384"
SULAWESI TENGAH,BANGGAI LAUT,7211,Bekerja,81,"4,750",532
SULAWESI TENGAH,BANGGAI LAUT,7211,Tidak Bekerja,"4,191","4,879",724
SULAWESI TENGAH,MOROWALI UTARA,7212,Bekerja,190,"14,296","1,725"
SULAWESI TENGAH,MOROWALI UTARA,7212,Tidak Bekerja,"9,254","8,238","2,062"
SULAWESI TENGAH,KOTA PALU,7271,Bekerja,102,"18,162","1,596"
SULAWESI TENGAH,KOTA PALU,7271,Tidak Bekerja,"14,328","15,813","2,121"
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,Bekerja,169,"14,427","2,550"
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,Tidak Bekerja,"11,207","13,312","3,680"
SULAWESI SELATAN,BULUKUMBA,7302,Bekerja,401,"36,227","5,946"
SULAWESI SELATAN,BULUKUMBA,7302,Tidak Bekerja,"26,606","39,646","10,902"
SULAWESI SELATAN,BANTAENG,7303,Bekerja,534,"21,730","2,561"
SULAWESI SELATAN,BANTAENG,7303,Tidak Bekerja,"13,307","17,698","3,374"
SULAWESI SELATAN,JENEPONTO,7304,Bekerja,"2,180","67,257","7,943"
SULAWESI SELATAN,JENEPONTO,7304,Tidak Bekerja,"40,261","60,000","10,258"
SULAWESI SELATAN,TAKALAR,7305,Bekerja,549,"37,834","2,920"
SULAWESI SELATAN,TAKALAR,7305,Tidak Bekerja,"29,729","49,337","9,524"
SULAWESI SELATAN,GOWA,7306,Bekerja,"1,043","83,594","10,381"
SULAWESI SELATAN,GOWA,7306,Tidak Bekerja,"58,551","83,051","17,657"
SULAWESI SELATAN,SINJAI,7307,Bekerja,891,"27,909","3,746"
SULAWESI SELATAN,SINJAI,7307,Tidak Bekerja,"18,160","20,238","5,972"
SULAWESI SELATAN,MAROS,7308,Bekerja,631,"34,638","3,702"
SULAWESI SELATAN,MAROS,7308,Tidak Bekerja,"28,354","42,144","8,569"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Bekerja,431,"34,628","3,344"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Tidak Bekerja,"30,679","47,304","8,408"
SULAWESI SELATAN,BARRU,7310,Bekerja,91,"13,147","2,182"
SULAWESI SELATAN,BARRU,7310,Tidak Bekerja,"13,090","22,106","6,228"
SULAWESI SELATAN,BONE,7311,Bekerja,"2,370","102,132","16,330"
SULAWESI SELATAN,BONE,7311,Tidak Bekerja,"63,230","82,608","25,655"
SULAWESI SELATAN,SOPPENG,7312,Bekerja,187,"21,550","4,462"
SULAWESI SELATAN,SOPPENG,7312,Tidak Bekerja,"14,177","23,429","8,140"
SULAWESI SELATAN,WAJO,7313,Bekerja,334,"31,955","3,837"
SULAWESI SELATAN,WAJO,7313,Tidak Bekerja,"22,555","37,671","8,538"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Bekerja,148,"20,842","2,668"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Tidak Bekerja,"17,704","28,343","7,379"
SULAWESI SELATAN,PINRANG,7315,Bekerja,402,"23,948","3,300"
SULAWESI SELATAN,PINRANG,7315,Tidak Bekerja,"21,301","26,941","7,169"
SULAWESI SELATAN,ENREKANG,7316,Bekerja,"1,475","30,501","5,023"
SULAWESI SELATAN,ENREKANG,7316,Tidak Bekerja,"20,725","15,603","4,266"
SULAWESI SELATAN,LUWU,7317,Bekerja,"1,082","41,856","4,968"
SULAWESI SELATAN,LUWU,7317,Tidak Bekerja,"38,635","41,599","6,597"
SULAWESI SELATAN,TANA TORAJA,7318,Bekerja,"3,873","46,977","6,638"
SULAWESI SELATAN,TANA TORAJA,7318,Tidak Bekerja,"26,001","12,623","3,772"
SULAWESI SELATAN,LUWU UTARA,7322,Bekerja,"1,444","46,835","5,354"
SULAWESI SELATAN,LUWU UTARA,7322,Tidak Bekerja,"30,862","30,313","6,055"
SULAWESI SELATAN,LUWU TIMUR,7325,Bekerja,320,"23,330","2,814"
SULAWESI SELATAN,LUWU TIMUR,7325,Tidak Bekerja,"18,635","20,650","3,844"
SULAWESI SELATAN,TORAJA UTARA,7326,Bekerja,"3,203","39,957","6,387"
SULAWESI SELATAN,TORAJA UTARA,7326,Tidak Bekerja,"27,930","18,705","5,396"
SULAWESI SELATAN,KOTA MAKASSAR,7371,Bekerja,277,"54,807","4,168"
SULAWESI SELATAN,KOTA MAKASSAR,7371,Tidak Bekerja,"59,294","79,193","11,102"
SULAWESI SELATAN,KOTA PAREPARE,7372,Bekerja,94,"8,461",774
SULAWESI SELATAN,KOTA PAREPARE,7372,Tidak Bekerja,"7,657","9,495","1,776"
SULAWESI SELATAN,KOTA PALOPO,7373,Bekerja,40,"7,776",534
SULAWESI SELATAN,KOTA PALOPO,7373,Tidak Bekerja,"9,777","13,523","1,145"
SULAWESI TENGGARA,BUTON,7401,Bekerja,427,"14,172","2,121"
SULAWESI TENGGARA,BUTON,7401,Tidak Bekerja,"13,472","11,793","1,912"
SULAWESI TENGGARA,MUNA,7402,Bekerja,"1,383","34,084","5,350"
SULAWESI TENGGARA,MUNA,7402,Tidak Bekerja,"27,692","23,024","4,134"
SULAWESI TENGGARA,KONAWE,7403,Bekerja,606,"29,664","2,985"
SULAWESI TENGGARA,KONAWE,7403,Tidak Bekerja,"23,125","22,141","3,271"
SULAWESI TENGGARA,KOLAKA,7404,Bekerja,532,"17,963","1,955"
SULAWESI TENGGARA,KOLAKA,7404,Tidak Bekerja,"15,583","13,867","2,136"
SULAWESI TENGGARA,KONAWE SELATAN,7405,Bekerja,538,"32,621","3,666"
SULAWESI TENGGARA,KONAWE SELATAN,7405,Tidak Bekerja,"26,471","22,188","3,188"
SULAWESI TENGGARA,BOMBANA,7406,Bekerja,625,"23,136","2,224"
SULAWESI TENGGARA,BOMBANA,7406,Tidak Bekerja,"16,622","15,825","2,777"
SULAWESI TENGGARA,WAKATOBI,7407,Bekerja,396,"11,042","1,508"
SULAWESI TENGGARA,WAKATOBI,7407,Tidak Bekerja,"8,823","8,233","1,034"
SULAWESI TENGGARA,KOLAKA UTARA,7408,Bekerja,"1,603","30,099","2,078"
SULAWESI TENGGARA,KOLAKA UTARA,7408,Tidak Bekerja,"14,961","13,758","1,517"
SULAWESI TENGGARA,BUTON UTARA,7409,Bekerja,239,"9,645","1,308"
SULAWESI TENGGARA,BUTON UTARA,7409,Tidak Bekerja,"7,859","6,012",939
SULAWESI TENGGARA,KONAWE UTARA,7410,Bekerja,218,"8,984",484
SULAWESI TENGGARA,KONAWE UTARA,7410,Tidak Bekerja,"7,034","6,403",418
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Bekerja,726,"16,107","1,733"
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Tidak Bekerja,"9,103","6,789","1,243"
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Bekerja,174,"8,648",770
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Tidak Bekerja,"5,731","4,712",625
SULAWESI TENGGARA,MUNA BARAT,7413,Bekerja,705,"17,926","2,504"
SULAWESI TENGGARA,MUNA BARAT,7413,Tidak Bekerja,"11,391","9,136","1,554"
SULAWESI TENGGARA,BUTON TENGAH,7414,Bekerja,406,"13,180","2,650"
SULAWESI TENGGARA,BUTON TENGAH,7414,Tidak Bekerja,"14,673","14,687","3,056"
SULAWESI TENGGARA,BUTON SELATAN,7415,Bekerja,301,"12,147","1,877"
SULAWESI TENGGARA,BUTON SELATAN,7415,Tidak Bekerja,"13,650","12,499","2,139"
SULAWESI TENGGARA,KOTA KENDARI,7471,Bekerja,136,"22,398","1,196"
SULAWESI TENGGARA,KOTA KENDARI,7471,Tidak Bekerja,"20,289","27,644","1,784"
SULAWESI TENGGARA,KOTA BAUBAU,7472,Bekerja,208,"15,213","1,687"
SULAWESI TENGGARA,KOTA BAUBAU,7472,Tidak Bekerja,"14,099","16,726","2,259"
GORONTALO,BOALEMO,7501,Bekerja,95,"19,326","1,825"
GORONTALO,BOALEMO,7501,Tidak Bekerja,"15,022","19,088","2,506"
GORONTALO,GORONTALO,7502,Bekerja,344,"60,980","6,571"
GORONTALO,GORONTALO,7502,Tidak Bekerja,"42,373","59,678","8,248"
GORONTALO,POHUWATO,7503,Bekerja,88,"15,633","1,509"
GORONTALO,POHUWATO,7503,Tidak Bekerja,"12,850","16,204","1,646"
GORONTALO,BONE BOLANGO,7504,Bekerja,78,"16,750","1,868"
GORONTALO,BONE BOLANGO,7504,Tidak Bekerja,"15,034","20,031","2,941"
GORONTALO,GORONTALO UTARA,7505,Bekerja,162,"15,477","1,671"
GORONTALO,GORONTALO UTARA,7505,Tidak Bekerja,"13,020","15,451","1,969"
GORONTALO,KOTA GORONTALO,7571,Bekerja,63,"16,091","1,167"
GORONTALO,KOTA GORONTALO,7571,Tidak Bekerja,"13,584","17,529","2,581"
SULAWESI BARAT,MAJENE,7601,Bekerja,521,"26,010","2,531"
SULAWESI BARAT,MAJENE,7601,Tidak Bekerja,"23,592","22,697","3,368"
SULAWESI BARAT,POLEWALI MANDAR,7602,Bekerja,"1,366","66,036","7,687"
SULAWESI BARAT,POLEWALI MANDAR,7602,Tidak Bekerja,"46,113","40,871","7,321"
SULAWESI BARAT,MAMASA,7603,Bekerja,"1,328","37,539","4,660"
SULAWESI BARAT,MAMASA,7603,Tidak Bekerja,"22,040","14,679","2,144"
SULAWESI BARAT,MAMUJU,7604,Bekerja,403,"27,997","2,772"
SULAWESI BARAT,MAMUJU,7604,Tidak Bekerja,"22,175","17,335","2,076"
SULAWESI BARAT,MAMUJU UTARA,7605,Bekerja,337,"14,497","1,075"
SULAWESI BARAT,MAMUJU UTARA,7605,Tidak Bekerja,"12,070","10,927",913
SULAWESI BARAT,MAMUJU TENGAH,7606,Bekerja,353,"10,184","1,102"
SULAWESI BARAT,MAMUJU TENGAH,7606,Tidak Bekerja,"7,674","6,761",856
MALUKU,MALUKU TENGGARA BARAT,8101,Bekerja,273,"22,433","3,776"
MALUKU,MALUKU TENGGARA BARAT,8101,Tidak Bekerja,"16,741","9,799","1,605"
MALUKU,MALUKU TENGGARA,8102,Bekerja,424,"14,530","1,752"
MALUKU,MALUKU TENGGARA,8102,Tidak Bekerja,"12,723","7,644",951
MALUKU,MALUKU TENGAH,8103,Bekerja,287,"43,196","6,468"
MALUKU,MALUKU TENGAH,8103,Tidak Bekerja,"46,329","59,962","7,227"
MALUKU,BURU,8104,Bekerja,400,"13,726","1,041"
MALUKU,BURU,8104,Tidak Bekerja,"12,645","9,466",920
MALUKU,KEPULAUAN ARU,8105,Bekerja,251,"12,696","1,392"
MALUKU,KEPULAUAN ARU,8105,Tidak Bekerja,"11,205","6,684",734
MALUKU,SERAM BAGIAN BARAT,8106,Bekerja,357,"30,495","3,394"
MALUKU,SERAM BAGIAN BARAT,8106,Tidak Bekerja,"29,517","24,909","2,420"
MALUKU,SERAM BAGIAN TIMUR,8107,Bekerja,454,"12,654","1,092"
MALUKU,SERAM BAGIAN TIMUR,8107,Tidak Bekerja,"14,012","11,092","1,199"
MALUKU,MALUKU BARAT DAYA,8108,Bekerja,548,"18,692","3,007"
MALUKU,MALUKU BARAT DAYA,8108,Tidak Bekerja,"12,612","6,704","1,776"
MALUKU,BURU SELATAN,8109,Bekerja,257,"9,815",877
MALUKU,BURU SELATAN,8109,Tidak Bekerja,"8,814","6,740",532
MALUKU,KOTA AMBON,8171,Bekerja,93,"21,020","2,315"
MALUKU,KOTA AMBON,8171,Tidak Bekerja,"21,352","30,932","4,037"
MALUKU,KOTA TUAL,8172,Bekerja,43,"6,424",824
MALUKU,KOTA TUAL,8172,Tidak Bekerja,"6,866","6,921",646
MALUKU UTARA,HALMAHERA BARAT,8201,Bekerja,83,"12,022","1,361"
MALUKU UTARA,HALMAHERA BARAT,8201,Tidak Bekerja,"9,192","6,553",923
MALUKU UTARA,HALMAHERA TENGAH,8202,Bekerja,298,"6,321",654
MALUKU UTARA,HALMAHERA TENGAH,8202,Tidak Bekerja,"5,596","5,043",647
MALUKU UTARA,KEPULAUAN SULA,8203,Bekerja,80,"5,530",390
MALUKU UTARA,KEPULAUAN SULA,8203,Tidak Bekerja,"6,424","6,263",666
MALUKU UTARA,HALMAHERA SELATAN,8204,Bekerja,131,"14,641","1,522"
MALUKU UTARA,HALMAHERA SELATAN,8204,Tidak Bekerja,"14,929","13,870","1,385"
MALUKU UTARA,HALMAHERA UTARA,8205,Bekerja,86,"9,507",814
MALUKU UTARA,HALMAHERA UTARA,8205,Tidak Bekerja,"10,436","8,110",669
MALUKU UTARA,HALMAHERA TIMUR,8206,Bekerja,327,"10,249","1,240"
MALUKU UTARA,HALMAHERA TIMUR,8206,Tidak Bekerja,"6,535","6,630",922
MALUKU UTARA,PULAU MOROTAI,8207,Bekerja,77,"5,396",386
MALUKU UTARA,PULAU MOROTAI,8207,Tidak Bekerja,"5,734","4,253",440
MALUKU UTARA,PULAU TALIABU,8208,Bekerja,78,"3,518",347
MALUKU UTARA,PULAU TALIABU,8208,Tidak Bekerja,"3,177","2,595",390
MALUKU UTARA,KOTA TERNATE,8271,Bekerja,59,"5,009",492
MALUKU UTARA,KOTA TERNATE,8271,Tidak Bekerja,"4,069","3,945",755
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Bekerja,146,"10,085","1,001"
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Tidak Bekerja,"5,906","6,440","1,210"
PAPUA BARAT,FAKFAK,9101,Bekerja,21,"11,289","1,029"
PAPUA BARAT,FAKFAK,9101,Tidak Bekerja,"9,425","10,240",579
PAPUA BARAT,KAIMANA,9102,Bekerja,122,"8,334",362
PAPUA BARAT,KAIMANA,9102,Tidak Bekerja,"5,896","2,945",223
PAPUA BARAT,TELUK WONDAMA,9103,Bekerja,186,"4,436",303
PAPUA BARAT,TELUK WONDAMA,9103,Tidak Bekerja,"3,660","2,324",189
PAPUA BARAT,TELUK BINTUNI,9104,Bekerja,116,"7,682",347
PAPUA BARAT,TELUK BINTUNI,9104,Tidak Bekerja,"6,681","5,804",295
PAPUA BARAT,MANOKWARI,9105,Bekerja,581,"17,089","1,402"
PAPUA BARAT,MANOKWARI,9105,Tidak Bekerja,"9,886","8,939",774
PAPUA BARAT,SORONG SELATAN,9106,Bekerja,132,"7,745",409
PAPUA BARAT,SORONG SELATAN,9106,Tidak Bekerja,"5,417","2,208",99
PAPUA BARAT,SORONG,9107,Bekerja,62,"11,069","1,273"
PAPUA BARAT,SORONG,9107,Tidak Bekerja,"8,792","8,117",755
PAPUA BARAT,RAJA AMPAT,9108,Bekerja,49,"5,859",359
PAPUA BARAT,RAJA AMPAT,9108,Tidak Bekerja,"7,280","6,320",445
PAPUA BARAT,TAMBRAUW,9109,Bekerja,109,"4,459",261
PAPUA BARAT,TAMBRAUW,9109,Tidak Bekerja,"2,903","1,456",59
PAPUA BARAT,MAYBRAT,9110,Bekerja,302,"8,239",829
PAPUA BARAT,MAYBRAT,9110,Tidak Bekerja,"3,064","1,334",213
PAPUA BARAT,MANOKWARI SELATAN,9111,Bekerja,608,"8,401",398
PAPUA BARAT,MANOKWARI SELATAN,9111,Tidak Bekerja,"2,848","1,213",150
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Bekerja,445,"14,562",224
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Tidak Bekerja,"4,417","1,099",22
PAPUA BARAT,KOTA SORONG,9171,Bekerja,14,"10,307",764
PAPUA BARAT,KOTA SORONG,9171,Tidak Bekerja,"15,298","21,802","1,512"
PAPUA,MERAUKE,9401,Bekerja,225,"20,633","1,689"
PAPUA,MERAUKE,9401,Tidak Bekerja,"13,943","15,097","1,449"
PAPUA,JAYAWIJAYA,9402,Bekerja,637,"26,607",377
PAPUA,JAYAWIJAYA,9402,Tidak Bekerja,"4,346",295,7
PAPUA,JAYAPURA,9403,Bekerja,103,"13,695","1,490"
PAPUA,JAYAPURA,9403,Tidak Bekerja,"10,486","9,638",622
PAPUA,NABIRE,9404,Bekerja,69,"12,688","1,274"
PAPUA,NABIRE,9404,Tidak Bekerja,"6,680","9,564",591
PAPUA,KEPULAUAN YAPEN,9408,Bekerja,265,"13,185","1,027"
PAPUA,KEPULAUAN YAPEN,9408,Tidak Bekerja,"6,601","6,029",455
PAPUA,BIAK NUMFOR,9409,Bekerja,341,"20,163","1,983"
PAPUA,BIAK NUMFOR,9409,Tidak Bekerja,"13,905","14,181","1,248"
PAPUA,PANIAI,9410,Bekerja,"1,860","14,109",98
PAPUA,PANIAI,9410,Tidak Bekerja,"5,360",998,115
PAPUA,PUNCAK JAYA,9411,Bekerja,"2,059","16,431",96
PAPUA,PUNCAK JAYA,9411,Tidak Bekerja,"3,717",716,32
PAPUA,MIMIKA,9412,Bekerja,96,"17,631",829
PAPUA,MIMIKA,9412,Tidak Bekerja,"13,210","14,946",475
PAPUA,BOVEN DIGOEL,9413,Bekerja,"1,289","10,506",290
PAPUA,BOVEN DIGOEL,9413,Tidak Bekerja,"5,168","2,320",121
PAPUA,MAPPI,9414,Bekerja,"1,422","23,675",634
PAPUA,MAPPI,9414,Tidak Bekerja,"12,317","4,542",197
PAPUA,ASMAT,9415,Bekerja,800,"22,768",616
PAPUA,ASMAT,9415,Tidak Bekerja,"10,946","3,807",148
PAPUA,YAHUKIMO,9416,Bekerja,"1,878","22,737",265
PAPUA,YAHUKIMO,9416,Tidak Bekerja,"5,134",567,43
PAPUA,PEGUNUNGAN BINTANG,9417,Bekerja,"4,402","28,139",332
PAPUA,PEGUNUNGAN BINTANG,9417,Tidak Bekerja,"7,831",859,31
PAPUA,TOLIKARA,9418,Bekerja,850,"9,237",68
PAPUA,TOLIKARA,9418,Tidak Bekerja,"1,390",327,14
PAPUA,SARMI,9419,Bekerja,30,"3,703",177
PAPUA,SARMI,9419,Tidak Bekerja,"2,308","1,600",112
PAPUA,KEEROM,9420,Bekerja,36,"10,317",911
PAPUA,KEEROM,9420,Tidak Bekerja,"4,866","4,197",291
PAPUA,WAROPEN,9426,Bekerja,11,"1,420",161
PAPUA,WAROPEN,9426,Tidak Bekerja,"1,499","2,574",229
PAPUA,SUPIORI,9427,Bekerja,6,"2,660",286
PAPUA,SUPIORI,9427,Tidak Bekerja,"2,743","2,495",337
PAPUA,MAMBERAMO RAYA,9428,Bekerja,11,"1,504",51
PAPUA,MAMBERAMO RAYA,9428,Tidak Bekerja,"1,023",523,18
PAPUA,NDUGA,9429,Bekerja,0,0,0
PAPUA,NDUGA,9429,Tidak Bekerja,0,0,0
PAPUA,LANNY JAYA,9430,Bekerja,179,"11,737",121
PAPUA,LANNY JAYA,9430,Tidak Bekerja,"4,520",791,38
PAPUA,MAMBERAMO TENGAH,9431,Bekerja,265,"1,432",16
PAPUA,MAMBERAMO TENGAH,9431,Tidak Bekerja,319,33,0
PAPUA,YALIMO,9432,Bekerja,"4,171","15,489",303
PAPUA,YALIMO,9432,Tidak Bekerja,"3,224",5,0
PAPUA,PUNCAK,9433,Bekerja,720,"27,234",216
PAPUA,PUNCAK,9433,Tidak Bekerja,"2,402","1,908",128
PAPUA,DOGIYAI,9434,Bekerja,168,"7,600",140
PAPUA,DOGIYAI,9434,Tidak Bekerja,"2,254","1,366",10
PAPUA,INTAN JAYA,9435,Bekerja,13,433,0
PAPUA,INTAN JAYA,9435,Tidak Bekerja,122,15,0
PAPUA,DEIYAI,9436,Bekerja,"2,329","6,352",12
PAPUA,DEIYAI,9436,Tidak Bekerja,"1,411",266,0
PAPUA,KOTA JAYAPURA,9471,Bekerja,116,"17,260","1,600"
PAPUA,KOTA JAYAPURA,9471,Tidak Bekerja,"14,850","25,091","2,021"
