Provinsi,NamaKab/Kota,KodeKab/Kota,Jenis kelamin,Usia di bawah 15 tahun,Usia 15 - 44 tahun,Usia 45 - 59 tahun,Usia 60 tahun ke atas
KALIMANTAN TIMUR,BERAU,6405,P,17,71,38,50
KALIMANTAN TIMUR,BERAU,6405,L,29,135,79,66
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,P,28,134,38,41
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,L,46,145,57,65
KALIMANTAN TIMUR,MAHAKAM HULU,6411,P,23,60,37,39
KALIMANTAN TIMUR,MAHAKAM HULU,6411,L,21,85,58,42
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,P,85,308,171,119
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,L,119,437,184,148
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,P,78,292,158,124
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,L,97,426,203,129
KALIMANTAN TIMUR,KOTA BONTANG,6474,P,24,76,24,21
KALIMANTAN TIMUR,KOTA BONTANG,6474,L,42,101,36,17
KALIMANTAN UTARA,MALINAU,6501,P,28,55,33,38
KALIMANTAN UTARA,MALINAU,6501,L,12,94,51,35
KALIMANTAN UTARA,BULUNGAN,6502,P,18,73,41,37
KALIMANTAN UTARA,BULUNGAN,6502,L,21,92,40,34
KALIMANTAN UTARA,TANA TIDUNG,6503,P,3,8,3,3
KALIMANTAN UTARA,TANA TIDUNG,6503,L,6,13,4,4
KALIMANTAN UTARA,NUNUKAN,6504,P,47,113,48,45
KALIMANTAN UTARA,NUNUKAN,6504,L,60,198,66,66
KALIMANTAN UTARA,KOTA TARAKAN,6571,P,48,117,39,43
KALIMANTAN UTARA,KOTA TARAKAN,6571,L,62,170,54,31
SULAWESI UTARA,BOLAANG MONGONDOW,7101,P,97,273,136,183
SULAWESI UTARA,BOLAANG MONGONDOW,7101,L,113,414,192,193
SULAWESI UTARA,MINAHASA,7102,P,83,228,101,75
SULAWESI UTARA,MINAHASA,7102,L,85,349,158,89
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,P,38,149,61,109
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,L,47,192,92,84
SULAWESI UTARA,KEPULAUAN TALAUD,7104,P,43,116,36,56
SULAWESI UTARA,KEPULAUAN TALAUD,7104,L,51,166,62,51
SULAWESI UTARA,MINAHASA SELATAN,7105,P,67,234,127,144
SULAWESI UTARA,MINAHASA SELATAN,7105,L,114,385,208,157
SULAWESI UTARA,MINAHASA UTARA,7106,P,52,168,116,89
SULAWESI UTARA,MINAHASA UTARA,7106,L,73,237,145,95
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,P,22,69,50,71
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,L,42,103,52,71
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,P,10,36,31,36
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,L,18,61,32,20
SULAWESI UTARA,MINAHASA TENGGARA,7109,P,30,100,46,66
SULAWESI UTARA,MINAHASA TENGGARA,7109,L,37,112,55,58
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,P,24,56,25,45
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,L,32,90,30,38
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,P,25,58,22,42
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,L,26,85,33,39
SULAWESI UTARA,KOTA MANADO,7171,P,55,196,115,100
SULAWESI UTARA,KOTA MANADO,7171,L,84,247,168,84
SULAWESI UTARA,KOTA BITUNG,7172,P,73,190,103,100
SULAWESI UTARA,KOTA BITUNG,7172,L,101,265,123,113
SULAWESI UTARA,KOTA TOMOHON,7173,P,19,85,51,34
SULAWESI UTARA,KOTA TOMOHON,7173,L,37,121,64,69
SULAWESI UTARA,KOTAMOBAGU,7174,P,27,110,51,56
SULAWESI UTARA,KOTAMOBAGU,7174,L,28,158,87,47
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,P,46,146,85,191
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,L,63,199,111,167
SULAWESI TENGAH,BANGGAI,7202,P,89,330,165,343
SULAWESI TENGAH,BANGGAI,7202,L,152,476,241,317
SULAWESI TENGAH,MOROWALI,7203,P,25,89,54,99
SULAWESI TENGAH,MOROWALI,7203,L,48,150,55,73
SULAWESI TENGAH,POSO,7204,P,78,271,174,185
SULAWESI TENGAH,POSO,7204,L,110,378,182,145
SULAWESI TENGAH,DONGGALA,7205,P,84,290,130,158
SULAWESI TENGAH,DONGGALA,7205,L,145,400,162,200
SULAWESI TENGAH,TOLI-TOLI,7206,P,57,159,76,137
SULAWESI TENGAH,TOLI-TOLI,7206,L,63,237,104,134
SULAWESI TENGAH,BUOL,7207,P,55,183,77,113
SULAWESI TENGAH,BUOL,7207,L,91,259,108,136
SULAWESI TENGAH,PARIGI MOUTONG,7208,P,151,415,190,206
SULAWESI TENGAH,PARIGI MOUTONG,7208,L,200,551,260,209
SULAWESI TENGAH,TOJO UNA-UNA,7209,P,60,107,57,74
SULAWESI TENGAH,TOJO UNA-UNA,7209,L,91,169,68,69
SULAWESI TENGAH,SIGI,7210,P,76,248,146,127
SULAWESI TENGAH,SIGI,7210,L,97,296,144,121
SULAWESI TENGAH,BANGGAI LAUT,7211,P,14,48,31,37
SULAWESI TENGAH,BANGGAI LAUT,7211,L,20,68,31,46
SULAWESI TENGAH,MOROWALI UTARA,7212,P,43,98,65,79
SULAWESI TENGAH,MOROWALI UTARA,7212,L,51,155,63,70
SULAWESI TENGAH,KOTA PALU,7271,P,54,120,47,39
SULAWESI TENGAH,KOTA PALU,7271,L,71,197,62,44
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,P,48,149,125,208
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,L,62,218,145,164
SULAWESI SELATAN,BULUKUMBA,7302,P,91,419,330,533
SULAWESI SELATAN,BULUKUMBA,7302,L,108,572,324,406
SULAWESI SELATAN,BANTAENG,7303,P,44,187,121,214
SULAWESI SELATAN,BANTAENG,7303,L,60,276,163,140
SULAWESI SELATAN,JENEPONTO,7304,P,106,428,279,426
SULAWESI SELATAN,JENEPONTO,7304,L,147,552,310,327
SULAWESI SELATAN,TAKALAR,7305,P,73,324,151,218
SULAWESI SELATAN,TAKALAR,7305,L,140,424,189,152
SULAWESI SELATAN,GOWA,7306,P,202,607,325,512
SULAWESI SELATAN,GOWA,7306,L,239,925,451,469
SULAWESI SELATAN,SINJAI,7307,P,62,250,165,228
SULAWESI SELATAN,SINJAI,7307,L,70,371,196,198
SULAWESI SELATAN,MAROS,7308,P,103,339,182,264
SULAWESI SELATAN,MAROS,7308,L,121,423,227,204
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,P,97,306,195,227
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,L,117,450,203,159
SULAWESI SELATAN,BARRU,7310,P,36,168,89,170
SULAWESI SELATAN,BARRU,7310,L,54,217,125,135
SULAWESI SELATAN,BONE,7311,P,199,957,736,"1,186"
SULAWESI SELATAN,BONE,7311,L,296,"1,325",796,888
SULAWESI SELATAN,SOPPENG,7312,P,59,238,195,306
SULAWESI SELATAN,SOPPENG,7312,L,70,333,219,244
SULAWESI SELATAN,WAJO,7313,P,85,343,231,276
SULAWESI SELATAN,WAJO,7313,L,119,502,302,222
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,P,58,337,234,348
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,L,107,416,199,274
SULAWESI SELATAN,PINRANG,7315,P,62,311,206,294
SULAWESI SELATAN,PINRANG,7315,L,99,426,246,211
SULAWESI SELATAN,ENREKANG,7316,P,66,300,293,337
SULAWESI SELATAN,ENREKANG,7316,L,111,367,286,292
SULAWESI SELATAN,LUWU,7317,P,116,369,222,315
SULAWESI SELATAN,LUWU,7317,L,142,577,285,296
SULAWESI SELATAN,TANA TORAJA,7318,P,100,402,289,452
SULAWESI SELATAN,TANA TORAJA,7318,L,152,510,345,371
SULAWESI SELATAN,LUWU UTARA,7322,P,129,427,193,324
SULAWESI SELATAN,LUWU UTARA,7322,L,168,555,244,272
SULAWESI SELATAN,LUWU TIMUR,7325,P,58,201,101,129
SULAWESI SELATAN,LUWU TIMUR,7325,L,79,282,137,127
SULAWESI SELATAN,TORAJA UTARA,7326,P,97,352,185,287
SULAWESI SELATAN,TORAJA UTARA,7326,L,127,448,202,331
SULAWESI SELATAN,KOTA MAKASSAR,7371,P,139,460,238,225
SULAWESI SELATAN,KOTA MAKASSAR,7371,L,186,699,363,208
SULAWESI SELATAN,KOTA PAREPARE,7372,P,34,72,45,41
SULAWESI SELATAN,KOTA PAREPARE,7372,L,37,121,50,44
SULAWESI SELATAN,KOTA PALOPO,7373,P,46,91,33,45
SULAWESI SELATAN,KOTA PALOPO,7373,L,37,141,53,27
SULAWESI TENGGARA,BUTON,7401,P,44,133,65,132
SULAWESI TENGGARA,BUTON,7401,L,49,184,81,131
SULAWESI TENGGARA,MUNA,7402,P,96,301,155,299
SULAWESI TENGGARA,MUNA,7402,L,135,386,173,197
SULAWESI TENGGARA,KONAWE,7403,P,102,206,84,143
SULAWESI TENGGARA,KONAWE,7403,L,115,285,116,141
SULAWESI TENGGARA,KOLAKA,7404,P,47,129,49,70
SULAWESI TENGGARA,KOLAKA,7404,L,63,160,84,92
SULAWESI TENGGARA,KONAWE SELATAN,7405,P,84,268,105,160
SULAWESI TENGGARA,KONAWE SELATAN,7405,L,106,305,133,171
SULAWESI TENGGARA,BOMBANA,7406,P,48,137,102,178
SULAWESI TENGGARA,BOMBANA,7406,L,55,208,104,146
SULAWESI TENGGARA,WAKATOBI,7407,P,23,102,40,47
SULAWESI TENGGARA,WAKATOBI,7407,L,28,118,56,70
SULAWESI TENGGARA,KOLAKA UTARA,7408,P,42,172,64,78
SULAWESI TENGGARA,KOLAKA UTARA,7408,L,70,184,92,81
SULAWESI TENGGARA,BUTON UTARA,7409,P,32,80,33,59
SULAWESI TENGGARA,BUTON UTARA,7409,L,33,109,39,35
SULAWESI TENGGARA,KONAWE UTARA,7410,P,26,58,22,20
SULAWESI TENGGARA,KONAWE UTARA,7410,L,34,80,27,27
SULAWESI TENGGARA,KOLAKA TIMUR,7411,P,44,79,41,76
SULAWESI TENGGARA,KOLAKA TIMUR,7411,L,54,154,64,79
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,P,18,38,13,18
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,L,15,53,17,21
SULAWESI TENGGARA,MUNA BARAT,7413,P,53,137,72,152
SULAWESI TENGGARA,MUNA BARAT,7413,L,52,161,82,125
SULAWESI TENGGARA,BUTON TENGAH,7414,P,47,193,101,263
SULAWESI TENGGARA,BUTON TENGAH,7414,L,74,233,87,152
SULAWESI TENGGARA,BUTON SELATAN,7415,P,46,135,75,169
SULAWESI TENGGARA,BUTON SELATAN,7415,L,50,153,70,141
SULAWESI TENGGARA,KOTA KENDARI,7471,P,86,137,46,31
SULAWESI TENGGARA,KOTA KENDARI,7471,L,96,221,87,47
SULAWESI TENGGARA,KOTA BAUBAU,7472,P,57,128,79,121
SULAWESI TENGGARA,KOTA BAUBAU,7472,L,61,181,71,77
GORONTALO,BOALEMO,7501,P,60,154,94,124
GORONTALO,BOALEMO,7501,L,88,223,97,123
GORONTALO,GORONTALO,7502,P,156,399,245,303
GORONTALO,GORONTALO,7502,L,182,489,263,271
GORONTALO,POHUWATO,7503,P,34,115,67,79
GORONTALO,POHUWATO,7503,L,39,163,78,77
GORONTALO,BONE BOLANGO,7504,P,52,153,74,155
GORONTALO,BONE BOLANGO,7504,L,100,232,118,116
GORONTALO,GORONTALO UTARA,7505,P,52,122,61,89
GORONTALO,GORONTALO UTARA,7505,L,48,155,57,96
GORONTALO,KOTA GORONTALO,7571,P,49,147,57,77
GORONTALO,KOTA GORONTALO,7571,L,64,167,88,52
SULAWESI BARAT,MAJENE,7601,P,80,193,101,174
SULAWESI BARAT,MAJENE,7601,L,100,269,95,123
SULAWESI BARAT,POLEWALI MANDAR,7602,P,146,438,269,328
SULAWESI BARAT,POLEWALI MANDAR,7602,L,169,561,273,274
SULAWESI BARAT,MAMASA,7603,P,122,339,162,237
SULAWESI BARAT,MAMASA,7603,L,160,444,196,291
SULAWESI BARAT,MAMUJU,7604,P,90,223,107,158
SULAWESI BARAT,MAMUJU,7604,L,120,296,130,146
SULAWESI BARAT,MAMUJU UTARA,7605,P,33,99,43,42
SULAWESI BARAT,MAMUJU UTARA,7605,L,52,133,47,35
SULAWESI BARAT,MAMUJU TENGAH,7606,P,24,78,38,31
SULAWESI BARAT,MAMUJU TENGAH,7606,L,28,111,44,55
MALUKU,MALUKU TENGGARA BARAT,8101,P,101,171,65,139
MALUKU,MALUKU TENGGARA BARAT,8101,L,111,219,109,156
MALUKU,MALUKU TENGGARA,8102,P,45,102,36,60
MALUKU,MALUKU TENGGARA,8102,L,68,133,50,54
MALUKU,MALUKU TENGAH,8103,P,123,425,160,233
MALUKU,MALUKU TENGAH,8103,L,205,523,265,288
MALUKU,BURU,8104,P,29,77,28,47
MALUKU,BURU,8104,L,40,117,50,66
MALUKU,KEPULAUAN ARU,8105,P,29,60,12,20
MALUKU,KEPULAUAN ARU,8105,L,44,66,17,25
MALUKU,SERAM BAGIAN BARAT,8106,P,82,204,95,91
MALUKU,SERAM BAGIAN BARAT,8106,L,142,330,108,134
MALUKU,SERAM BAGIAN TIMUR,8107,P,39,95,51,58
MALUKU,SERAM BAGIAN TIMUR,8107,L,56,130,67,61
MALUKU,MALUKU BARAT DAYA,8108,P,58,111,62,118
MALUKU,MALUKU BARAT DAYA,8108,L,59,129,72,128
MALUKU,BURU SELATAN,8109,P,12,34,15,14
MALUKU,BURU SELATAN,8109,L,27,54,22,19
MALUKU,KOTA AMBON,8171,P,56,184,109,104
MALUKU,KOTA AMBON,8171,L,105,306,118,105
MALUKU,KOTA TUAL,8172,P,22,51,19,30
MALUKU,KOTA TUAL,8172,L,27,65,28,26
MALUKU UTARA,HALMAHERA BARAT,8201,P,42,97,33,59
MALUKU UTARA,HALMAHERA BARAT,8201,L,39,120,64,69
MALUKU UTARA,HALMAHERA TENGAH,8202,P,16,46,21,27
MALUKU UTARA,HALMAHERA TENGAH,8202,L,26,67,25,29
MALUKU UTARA,KEPULAUAN SULA,8203,P,26,53,44,48
MALUKU UTARA,KEPULAUAN SULA,8203,L,41,101,53,54
MALUKU UTARA,HALMAHERA SELATAN,8204,P,36,85,41,58
MALUKU UTARA,HALMAHERA SELATAN,8204,L,66,122,60,69
MALUKU UTARA,HALMAHERA UTARA,8205,P,20,38,13,16
MALUKU UTARA,HALMAHERA UTARA,8205,L,15,67,12,18
MALUKU UTARA,HALMAHERA TIMUR,8206,P,24,64,24,36
MALUKU UTARA,HALMAHERA TIMUR,8206,L,22,75,56,59
MALUKU UTARA,PULAU MOROTAI,8207,P,17,36,11,17
MALUKU UTARA,PULAU MOROTAI,8207,L,16,50,24,21
MALUKU UTARA,PULAU TALIABU,8208,P,13,40,11,30
MALUKU UTARA,PULAU TALIABU,8208,L,14,45,17,19
MALUKU UTARA,KOTA TERNATE,8271,P,12,65,30,26
MALUKU UTARA,KOTA TERNATE,8271,L,19,78,51,29
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,P,19,73,34,53
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,L,28,82,51,40
PAPUA BARAT,FAKFAK,9101,P,18,42,28,10
PAPUA BARAT,FAKFAK,9101,L,18,62,26,17
PAPUA BARAT,KAIMANA,9102,P,13,29,14,6
PAPUA BARAT,KAIMANA,9102,L,33,44,19,10
PAPUA BARAT,TELUK WONDAMA,9103,P,8,16,2,4
PAPUA BARAT,TELUK WONDAMA,9103,L,8,19,6,4
PAPUA BARAT,TELUK BINTUNI,9104,P,19,45,14,7
PAPUA BARAT,TELUK BINTUNI,9104,L,17,44,35,7
PAPUA BARAT,MANOKWARI,9105,P,13,60,33,30
PAPUA BARAT,MANOKWARI,9105,L,27,76,40,41
PAPUA BARAT,SORONG SELATAN,9106,P,14,16,8,4
PAPUA BARAT,SORONG SELATAN,9106,L,14,16,7,4
PAPUA BARAT,SORONG,9107,P,11,40,16,16
PAPUA BARAT,SORONG,9107,L,20,40,19,16
PAPUA BARAT,RAJA AMPAT,9108,P,22,38,8,10
PAPUA BARAT,RAJA AMPAT,9108,L,23,41,21,14
PAPUA BARAT,TAMBRAUW,9109,P,6,8,3,1
PAPUA BARAT,TAMBRAUW,9109,L,4,9,5,6
PAPUA BARAT,MAYBRAT,9110,P,5,20,4,11
PAPUA BARAT,MAYBRAT,9110,L,4,25,9,5
PAPUA BARAT,MANOKWARI SELATAN,9111,P,3,21,9,4
PAPUA BARAT,MANOKWARI SELATAN,9111,L,9,32,18,7
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,P,7,30,8,0
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,L,9,34,13,1
PAPUA BARAT,KOTA SORONG,9171,P,26,67,24,18
PAPUA BARAT,KOTA SORONG,9171,L,27,96,35,32
PAPUA,MERAUKE,9401,P,18,47,27,16
PAPUA,MERAUKE,9401,L,22,73,30,38
PAPUA,JAYAWIJAYA,9402,P,9,20,15,2
PAPUA,JAYAWIJAYA,9402,L,9,18,3,4
PAPUA,JAYAPURA,9403,P,16,74,27,22
PAPUA,JAYAPURA,9403,L,31,104,49,42
PAPUA,NABIRE,9404,P,4,31,6,11
PAPUA,NABIRE,9404,L,13,27,16,6
PAPUA,KEPULAUAN YAPEN,9408,P,8,26,18,15
PAPUA,KEPULAUAN YAPEN,9408,L,5,50,30,17
PAPUA,BIAK NUMFOR,9409,P,20,58,23,18
PAPUA,BIAK NUMFOR,9409,L,17,77,44,19
PAPUA,PANIAI,9410,P,6,5,2,0
PAPUA,PANIAI,9410,L,5,3,6,6
PAPUA,PUNCAK JAYA,9411,P,1,11,0,3
PAPUA,PUNCAK JAYA,9411,L,5,11,10,3
PAPUA,MIMIKA,9412,P,9,24,8,8
PAPUA,MIMIKA,9412,L,14,29,18,19
PAPUA,BOVEN DIGOEL,9413,P,6,13,4,3
PAPUA,BOVEN DIGOEL,9413,L,6,15,4,2
PAPUA,MAPPI,9414,P,4,22,3,0
PAPUA,MAPPI,9414,L,3,25,3,1
PAPUA,ASMAT,9415,P,15,28,11,3
PAPUA,ASMAT,9415,L,27,34,9,6
PAPUA,YAHUKIMO,9416,P,10,21,6,0
PAPUA,YAHUKIMO,9416,L,22,61,18,7
PAPUA,PEGUNUNGAN BINTANG,9417,P,5,13,7,3
PAPUA,PEGUNUNGAN BINTANG,9417,L,5,21,9,1
PAPUA,TOLIKARA,9418,P,1,4,0,0
PAPUA,TOLIKARA,9418,L,5,7,0,0
PAPUA,SARMI,9419,P,4,6,5,1
PAPUA,SARMI,9419,L,12,9,9,3
PAPUA,KEEROM,9420,P,7,29,23,20
PAPUA,KEEROM,9420,L,7,42,31,34
PAPUA,WAROPEN,9426,P,1,14,6,4
PAPUA,WAROPEN,9426,L,2,15,8,4
PAPUA,SUPIORI,9427,P,5,11,6,4
PAPUA,SUPIORI,9427,L,6,12,5,5
PAPUA,MAMBERAMO RAYA,9428,P,0,4,6,2
PAPUA,MAMBERAMO RAYA,9428,L,2,3,6,0
PAPUA,NDUGA,9429,P,0,0,0,0
PAPUA,NDUGA,9429,L,0,0,0,0
PAPUA,LANNY JAYA,9430,P,0,5,5,2
PAPUA,LANNY JAYA,9430,L,1,2,12,14
PAPUA,MAMBERAMO TENGAH,9431,P,0,0,0,0
PAPUA,MAMBERAMO TENGAH,9431,L,0,0,0,0
PAPUA,YALIMO,9432,P,0,0,0,0
PAPUA,YALIMO,9432,L,0,0,0,0
PAPUA,PUNCAK,9433,P,0,1,0,0
PAPUA,PUNCAK,9433,L,1,2,0,0
PAPUA,DOGIYAI,9434,P,1,5,0,0
PAPUA,DOGIYAI,9434,L,2,10,18,0
PAPUA,INTAN JAYA,9435,P,0,0,3,0
PAPUA,INTAN JAYA,9435,L,1,2,15,0
PAPUA,DEIYAI,9436,P,15,37,6,0
PAPUA,DEIYAI,9436,L,20,33,3,0
PAPUA,KOTA JAYAPURA,9471,P,26,83,31,40
PAPUA,KOTA JAYAPURA,9471,L,25,129,61,50
