Provinsi,NamaKab/Kota,KodeKab/Kota,Jumlah Rumah Tangga ,Status jamban
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,"2,817",Tidak ada
NUSA TENGGARA TIMUR,MALAKA,5321,"6,489",Jamban Sendiri
NUSA TENGGARA TIMUR,MALAKA,5321,"4,495",Jamban Bersama/Umum
NUSA TENGGARA TIMUR,MALAKA,5321,"11,371",Tidak ada
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,"12,807",Jamban Sendiri
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,"6,512",Jamban Bersama/Umum
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,240,Tidak ada
KALIMANTAN BARAT,SAMBAS,6101,"24,350",Jamban Sendiri
KALIMANTAN BARAT,SAMBAS,6101,"4,598",Jamban Bersama/Umum
KALIMANTAN BARAT,SAMBAS,6101,"12,152",Tidak ada
KALIMANTAN BARAT,BENGKAYANG,6102,"7,190",Jamban Sendiri
KALIMANTAN BARAT,BENGKAYANG,6102,801,Jamban Bersama/Umum
KALIMANTAN BARAT,BENGKAYANG,6102,"9,452",Tidak ada
KALIMANTAN BARAT,LANDAK,6103,"15,175",Jamban Sendiri
KALIMANTAN BARAT,LANDAK,6103,"2,783",Jamban Bersama/Umum
KALIMANTAN BARAT,LANDAK,6103,"28,293",Tidak ada
KALIMANTAN BARAT,MEMPAWAH,6104,"16,833",Jamban Sendiri
KALIMANTAN BARAT,MEMPAWAH,6104,"1,236",Jamban Bersama/Umum
KALIMANTAN BARAT,MEMPAWAH,6104,"7,968",Tidak ada
KALIMANTAN BARAT,SANGGAU,6105,"9,535",Jamban Sendiri
KALIMANTAN BARAT,SANGGAU,6105,"4,242",Jamban Bersama/Umum
KALIMANTAN BARAT,SANGGAU,6105,"17,213",Tidak ada
KALIMANTAN BARAT,KETAPANG,6106,"15,422",Jamban Sendiri
KALIMANTAN BARAT,KETAPANG,6106,"6,315",Jamban Bersama/Umum
KALIMANTAN BARAT,KETAPANG,6106,"18,163",Tidak ada
KALIMANTAN BARAT,SINTANG,6107,"15,222",Jamban Sendiri
KALIMANTAN BARAT,SINTANG,6107,"8,020",Jamban Bersama/Umum
KALIMANTAN BARAT,SINTANG,6107,"19,682",Tidak ada
KALIMANTAN BARAT,KAPUAS HULU,6108,"9,616",Jamban Sendiri
KALIMANTAN BARAT,KAPUAS HULU,6108,"4,472",Jamban Bersama/Umum
KALIMANTAN BARAT,KAPUAS HULU,6108,"12,473",Tidak ada
KALIMANTAN BARAT,SEKADAU,6109,"2,432",Jamban Sendiri
KALIMANTAN BARAT,SEKADAU,6109,878,Jamban Bersama/Umum
KALIMANTAN BARAT,SEKADAU,6109,"5,714",Tidak ada
KALIMANTAN BARAT,MELAWI,6110,"4,103",Jamban Sendiri
KALIMANTAN BARAT,MELAWI,6110,"6,956",Jamban Bersama/Umum
KALIMANTAN BARAT,MELAWI,6110,"6,203",Tidak ada
KALIMANTAN BARAT,KAYONG UTARA,6111,"4,182",Jamban Sendiri
KALIMANTAN BARAT,KAYONG UTARA,6111,233,Jamban Bersama/Umum
KALIMANTAN BARAT,KAYONG UTARA,6111,"4,191",Tidak ada
KALIMANTAN BARAT,KUBU RAYA,6112,"30,953",Jamban Sendiri
KALIMANTAN BARAT,KUBU RAYA,6112,"4,663",Jamban Bersama/Umum
KALIMANTAN BARAT,KUBU RAYA,6112,"15,157",Tidak ada
KALIMANTAN BARAT,KOTA PONTIANAK,6171,"18,673",Jamban Sendiri
KALIMANTAN BARAT,KOTA PONTIANAK,6171,"3,895",Jamban Bersama/Umum
KALIMANTAN BARAT,KOTA PONTIANAK,6171,883,Tidak ada
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,"9,034",Jamban Sendiri
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,"1,571",Jamban Bersama/Umum
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,"3,189",Tidak ada
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,"6,159",Jamban Sendiri
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,"2,540",Jamban Bersama/Umum
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,"1,143",Tidak ada
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,"10,737",Jamban Sendiri
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,"11,050",Jamban Bersama/Umum
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,"6,273",Tidak ada
KALIMANTAN TENGAH,KAPUAS,6203,"8,477",Jamban Sendiri
KALIMANTAN TENGAH,KAPUAS,6203,"15,484",Jamban Bersama/Umum
KALIMANTAN TENGAH,KAPUAS,6203,"6,637",Tidak ada
KALIMANTAN TENGAH,BARITO SELATAN,6204,"1,634",Jamban Sendiri
KALIMANTAN TENGAH,BARITO SELATAN,6204,"4,430",Jamban Bersama/Umum
KALIMANTAN TENGAH,BARITO SELATAN,6204,"1,048",Tidak ada
KALIMANTAN TENGAH,BARITO UTARA,6205,"2,616",Jamban Sendiri
KALIMANTAN TENGAH,BARITO UTARA,6205,"2,654",Jamban Bersama/Umum
KALIMANTAN TENGAH,BARITO UTARA,6205,"1,970",Tidak ada
KALIMANTAN TENGAH,SUKAMARA,6206,"1,167",Jamban Sendiri
KALIMANTAN TENGAH,SUKAMARA,6206,658,Jamban Bersama/Umum
KALIMANTAN TENGAH,SUKAMARA,6206,810,Tidak ada
KALIMANTAN TENGAH,LAMANDAU,6207,"1,263",Jamban Sendiri
KALIMANTAN TENGAH,LAMANDAU,6207,"1,144",Jamban Bersama/Umum
KALIMANTAN TENGAH,LAMANDAU,6207,718,Tidak ada
KALIMANTAN TENGAH,SERUYAN,6208,"3,058",Jamban Sendiri
KALIMANTAN TENGAH,SERUYAN,6208,"2,958",Jamban Bersama/Umum
KALIMANTAN TENGAH,SERUYAN,6208,739,Tidak ada
KALIMANTAN TENGAH,KATINGAN,6209,"3,357",Jamban Sendiri
KALIMANTAN TENGAH,KATINGAN,6209,"5,856",Jamban Bersama/Umum
KALIMANTAN TENGAH,KATINGAN,6209,15,Tidak ada
KALIMANTAN TENGAH,PULANG PISAU,6210,"5,485",Jamban Sendiri
KALIMANTAN TENGAH,PULANG PISAU,6210,"3,525",Jamban Bersama/Umum
KALIMANTAN TENGAH,PULANG PISAU,6210,"1,998",Tidak ada
KALIMANTAN TENGAH,GUNUNG MAS,6211,252,Jamban Sendiri
KALIMANTAN TENGAH,GUNUNG MAS,6211,752,Jamban Bersama/Umum
KALIMANTAN TENGAH,GUNUNG MAS,6211,439,Tidak ada
KALIMANTAN TENGAH,BARITO TIMUR,6212,"2,453",Jamban Sendiri
KALIMANTAN TENGAH,BARITO TIMUR,6212,"1,291",Jamban Bersama/Umum
KALIMANTAN TENGAH,BARITO TIMUR,6212,"1,374",Tidak ada
KALIMANTAN TENGAH,MURUNG RAYA,6213,659,Jamban Sendiri
KALIMANTAN TENGAH,MURUNG RAYA,6213,"2,793",Jamban Bersama/Umum
KALIMANTAN TENGAH,MURUNG RAYA,6213,"2,239",Tidak ada
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,"6,627",Jamban Sendiri
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,"2,140",Jamban Bersama/Umum
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,375,Tidak ada
KALIMANTAN SELATAN,TANAH LAUT,6301,"9,036",Jamban Sendiri
KALIMANTAN SELATAN,TANAH LAUT,6301,"5,655",Jamban Bersama/Umum
KALIMANTAN SELATAN,TANAH LAUT,6301,"2,907",Tidak ada
KALIMANTAN SELATAN,KOTA BARU,6302,"6,072",Jamban Sendiri
KALIMANTAN SELATAN,KOTA BARU,6302,"1,675",Jamban Bersama/Umum
KALIMANTAN SELATAN,KOTA BARU,6302,"6,986",Tidak ada
KALIMANTAN SELATAN,BANJAR,6303,"7,805",Jamban Sendiri
KALIMANTAN SELATAN,BANJAR,6303,"12,614",Jamban Bersama/Umum
KALIMANTAN SELATAN,BANJAR,6303,"3,644",Tidak ada
KALIMANTAN SELATAN,BARITO KUALA,6304,"7,020",Jamban Sendiri
KALIMANTAN SELATAN,BARITO KUALA,6304,"10,411",Jamban Bersama/Umum
KALIMANTAN SELATAN,BARITO KUALA,6304,740,Tidak ada
KALIMANTAN SELATAN,TAPIN,6305,"1,463",Jamban Sendiri
KALIMANTAN SELATAN,TAPIN,6305,"4,070",Jamban Bersama/Umum
KALIMANTAN SELATAN,TAPIN,6305,900,Tidak ada
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,"6,912",Jamban Sendiri
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,"11,376",Jamban Bersama/Umum
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,"3,223",Tidak ada
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,"11,589",Jamban Sendiri
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,"8,410",Jamban Bersama/Umum
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,"6,531",Tidak ada
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,"11,064",Jamban Sendiri
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,"12,666",Jamban Bersama/Umum
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,"2,270",Tidak ada
KALIMANTAN SELATAN,TABALONG,6309,"11,006",Jamban Sendiri
KALIMANTAN SELATAN,TABALONG,6309,"3,676",Jamban Bersama/Umum
KALIMANTAN SELATAN,TABALONG,6309,"4,568",Tidak ada
KALIMANTAN SELATAN,TANAH BUMBU,6310,"11,036",Jamban Sendiri
KALIMANTAN SELATAN,TANAH BUMBU,6310,"2,973",Jamban Bersama/Umum
KALIMANTAN SELATAN,TANAH BUMBU,6310,"2,748",Tidak ada
KALIMANTAN SELATAN,BALANGAN,6311,"3,177",Jamban Sendiri
KALIMANTAN SELATAN,BALANGAN,6311,"1,696",Jamban Bersama/Umum
KALIMANTAN SELATAN,BALANGAN,6311,"2,559",Tidak ada
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,"22,841",Jamban Sendiri
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,"13,756",Jamban Bersama/Umum
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,36,Tidak ada
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,"8,451",Jamban Sendiri
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,"1,910",Jamban Bersama/Umum
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,420,Tidak ada
KALIMANTAN TIMUR,PASER,6401,"16,284",Jamban Sendiri
KALIMANTAN TIMUR,PASER,6401,"1,436",Jamban Bersama/Umum
KALIMANTAN TIMUR,PASER,6401,"3,706",Tidak ada
KALIMANTAN TIMUR,KUTAI BARAT,6402,"4,680",Jamban Sendiri
KALIMANTAN TIMUR,KUTAI BARAT,6402,"2,914",Jamban Bersama/Umum
KALIMANTAN TIMUR,KUTAI BARAT,6402,"2,556",Tidak ada
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,"26,140",Jamban Sendiri
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,"6,347",Jamban Bersama/Umum
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,"3,332",Tidak ada
KALIMANTAN TIMUR,KUTAI TIMUR,6404,"14,402",Jamban Sendiri
KALIMANTAN TIMUR,KUTAI TIMUR,6404,"4,326",Jamban Bersama/Umum
KALIMANTAN TIMUR,KUTAI TIMUR,6404,"3,606",Tidak ada
KALIMANTAN TIMUR,BERAU,6405,"5,163",Jamban Sendiri
KALIMANTAN TIMUR,BERAU,6405,530,Jamban Bersama/Umum
KALIMANTAN TIMUR,BERAU,6405,"2,276",Tidak ada
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,"7,747",Jamban Sendiri
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,"1,226",Jamban Bersama/Umum
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,"1,530",Tidak ada
KALIMANTAN TIMUR,MAHAKAM HULU,6411,780,Jamban Sendiri
KALIMANTAN TIMUR,MAHAKAM HULU,6411,501,Jamban Bersama/Umum
KALIMANTAN TIMUR,MAHAKAM HULU,6411,832,Tidak ada
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,"21,563",Jamban Sendiri
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,"2,461",Jamban Bersama/Umum
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,669,Tidak ada
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,"22,758",Jamban Sendiri
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,"3,815",Jamban Bersama/Umum
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,741,Tidak ada
KALIMANTAN TIMUR,KOTA BONTANG,6474,"6,103",Jamban Sendiri
KALIMANTAN TIMUR,KOTA BONTANG,6474,995,Jamban Bersama/Umum
KALIMANTAN TIMUR,KOTA BONTANG,6474,342,Tidak ada
KALIMANTAN UTARA,MALINAU,6501,"2,806",Jamban Sendiri
KALIMANTAN UTARA,MALINAU,6501,253,Jamban Bersama/Umum
KALIMANTAN UTARA,MALINAU,6501,"1,595",Tidak ada
KALIMANTAN UTARA,BULUNGAN,6502,"3,575",Jamban Sendiri
KALIMANTAN UTARA,BULUNGAN,6502,709,Jamban Bersama/Umum
KALIMANTAN UTARA,BULUNGAN,6502,"1,111",Tidak ada
KALIMANTAN UTARA,TANA TIDUNG,6503,347,Jamban Sendiri
KALIMANTAN UTARA,TANA TIDUNG,6503,122,Jamban Bersama/Umum
KALIMANTAN UTARA,TANA TIDUNG,6503,224,Tidak ada
KALIMANTAN UTARA,NUNUKAN,6504,"5,935",Jamban Sendiri
KALIMANTAN UTARA,NUNUKAN,6504,"2,512",Jamban Bersama/Umum
KALIMANTAN UTARA,NUNUKAN,6504,"4,453",Tidak ada
KALIMANTAN UTARA,KOTA TARAKAN,6571,"8,405",Jamban Sendiri
KALIMANTAN UTARA,KOTA TARAKAN,6571,926,Jamban Bersama/Umum
KALIMANTAN UTARA,KOTA TARAKAN,6571,849,Tidak ada
SULAWESI UTARA,BOLAANG MONGONDOW,7101,"8,943",Jamban Sendiri
SULAWESI UTARA,BOLAANG MONGONDOW,7101,"3,256",Jamban Bersama/Umum
SULAWESI UTARA,BOLAANG MONGONDOW,7101,"13,593",Tidak ada
SULAWESI UTARA,MINAHASA,7102,"11,397",Jamban Sendiri
SULAWESI UTARA,MINAHASA,7102,"7,482",Jamban Bersama/Umum
SULAWESI UTARA,MINAHASA,7102,"1,656",Tidak ada
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,"4,007",Jamban Sendiri
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,"1,715",Jamban Bersama/Umum
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,"3,937",Tidak ada
SULAWESI UTARA,KEPULAUAN TALAUD,7104,"4,224",Jamban Sendiri
SULAWESI UTARA,KEPULAUAN TALAUD,7104,"1,701",Jamban Bersama/Umum
SULAWESI UTARA,KEPULAUAN TALAUD,7104,"1,283",Tidak ada
SULAWESI UTARA,MINAHASA SELATAN,7105,"14,907",Jamban Sendiri
SULAWESI UTARA,MINAHASA SELATAN,7105,"6,835",Jamban Bersama/Umum
SULAWESI UTARA,MINAHASA SELATAN,7105,"3,300",Tidak ada
SULAWESI UTARA,MINAHASA UTARA,7106,"9,929",Jamban Sendiri
SULAWESI UTARA,MINAHASA UTARA,7106,"2,261",Jamban Bersama/Umum
SULAWESI UTARA,MINAHASA UTARA,7106,"4,216",Tidak ada
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,"1,490",Jamban Sendiri
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,"2,194",Jamban Bersama/Umum
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,"3,410",Tidak ada
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,"1,659",Jamban Sendiri
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,579,Jamban Bersama/Umum
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,608,Tidak ada
SULAWESI UTARA,MINAHASA TENGGARA,7109,"5,226",Jamban Sendiri
SULAWESI UTARA,MINAHASA TENGGARA,7109,"2,293",Jamban Bersama/Umum
SULAWESI UTARA,MINAHASA TENGGARA,7109,"1,983",Tidak ada
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,773,Jamban Sendiri
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,803,Jamban Bersama/Umum
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,"3,558",Tidak ada
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,"1,351",Jamban Sendiri
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,725,Jamban Bersama/Umum
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,"2,956",Tidak ada
SULAWESI UTARA,KOTA MANADO,7171,"11,330",Jamban Sendiri
SULAWESI UTARA,KOTA MANADO,7171,"6,355",Jamban Bersama/Umum
SULAWESI UTARA,KOTA MANADO,7171,"1,626",Tidak ada
SULAWESI UTARA,KOTA BITUNG,7172,"9,146",Jamban Sendiri
SULAWESI UTARA,KOTA BITUNG,7172,"2,867",Jamban Bersama/Umum
SULAWESI UTARA,KOTA BITUNG,7172,"1,072",Tidak ada
SULAWESI UTARA,KOTA TOMOHON,7173,"4,701",Jamban Sendiri
SULAWESI UTARA,KOTA TOMOHON,7173,"2,926",Jamban Bersama/Umum
SULAWESI UTARA,KOTA TOMOHON,7173,47,Tidak ada
SULAWESI UTARA,KOTAMOBAGU,7174,"3,426",Jamban Sendiri
SULAWESI UTARA,KOTAMOBAGU,7174,955,Jamban Bersama/Umum
SULAWESI UTARA,KOTAMOBAGU,7174,"3,326",Tidak ada
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,"3,940",Jamban Sendiri
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,"2,242",Jamban Bersama/Umum
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,"6,009",Tidak ada
SULAWESI TENGAH,BANGGAI,7202,"13,476",Jamban Sendiri
SULAWESI TENGAH,BANGGAI,7202,"4,672",Jamban Bersama/Umum
SULAWESI TENGAH,BANGGAI,7202,"16,984",Tidak ada
SULAWESI TENGAH,MOROWALI,7203,"5,213",Jamban Sendiri
SULAWESI TENGAH,MOROWALI,7203,729,Jamban Bersama/Umum
SULAWESI TENGAH,MOROWALI,7203,"4,070",Tidak ada
SULAWESI TENGAH,POSO,7204,"15,265",Jamban Sendiri
SULAWESI TENGAH,POSO,7204,"3,784",Jamban Bersama/Umum
SULAWESI TENGAH,POSO,7204,"5,188",Tidak ada
SULAWESI TENGAH,DONGGALA,7205,"6,341",Jamban Sendiri
SULAWESI TENGAH,DONGGALA,7205,"3,107",Jamban Bersama/Umum
SULAWESI TENGAH,DONGGALA,7205,"22,848",Tidak ada
SULAWESI TENGAH,TOLI-TOLI,7206,"3,948",Jamban Sendiri
SULAWESI TENGAH,TOLI-TOLI,7206,"2,227",Jamban Bersama/Umum
SULAWESI TENGAH,TOLI-TOLI,7206,"13,074",Tidak ada
SULAWESI TENGAH,BUOL,7207,"4,231",Jamban Sendiri
SULAWESI TENGAH,BUOL,7207,"1,602",Jamban Bersama/Umum
SULAWESI TENGAH,BUOL,7207,"7,568",Tidak ada
SULAWESI TENGAH,PARIGI MOUTONG,7208,"8,645",Jamban Sendiri
SULAWESI TENGAH,PARIGI MOUTONG,7208,"4,464",Jamban Bersama/Umum
SULAWESI TENGAH,PARIGI MOUTONG,7208,"30,878",Tidak ada
SULAWESI TENGAH,TOJO UNA-UNA,7209,"3,140",Jamban Sendiri
SULAWESI TENGAH,TOJO UNA-UNA,7209,"1,795",Jamban Bersama/Umum
SULAWESI TENGAH,TOJO UNA-UNA,7209,"9,418",Tidak ada
SULAWESI TENGAH,SIGI,7210,"4,605",Jamban Sendiri
SULAWESI TENGAH,SIGI,7210,"3,159",Jamban Bersama/Umum
SULAWESI TENGAH,SIGI,7210,"14,319",Tidak ada
SULAWESI TENGAH,BANGGAI LAUT,7211,"1,122",Jamban Sendiri
SULAWESI TENGAH,BANGGAI LAUT,7211,"1,015",Jamban Bersama/Umum
SULAWESI TENGAH,BANGGAI LAUT,7211,"2,132",Tidak ada
SULAWESI TENGAH,MOROWALI UTARA,7212,"5,003",Jamban Sendiri
SULAWESI TENGAH,MOROWALI UTARA,7212,800,Jamban Bersama/Umum
SULAWESI TENGAH,MOROWALI UTARA,7212,"4,088",Tidak ada
SULAWESI TENGAH,KOTA PALU,7271,"7,078",Jamban Sendiri
SULAWESI TENGAH,KOTA PALU,7271,"4,168",Jamban Bersama/Umum
SULAWESI TENGAH,KOTA PALU,7271,"1,957",Tidak ada
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,"4,181",Jamban Sendiri
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,855,Jamban Bersama/Umum
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,"8,539",Tidak ada
SULAWESI SELATAN,BULUKUMBA,7302,"22,541",Jamban Sendiri
SULAWESI SELATAN,BULUKUMBA,7302,"3,158",Jamban Bersama/Umum
SULAWESI SELATAN,BULUKUMBA,7302,"9,834",Tidak ada
SULAWESI SELATAN,BANTAENG,7303,"5,723",Jamban Sendiri
SULAWESI SELATAN,BANTAENG,7303,"3,245",Jamban Bersama/Umum
SULAWESI SELATAN,BANTAENG,7303,"7,870",Tidak ada
SULAWESI SELATAN,JENEPONTO,7304,"16,591",Jamban Sendiri
SULAWESI SELATAN,JENEPONTO,7304,"7,055",Jamban Bersama/Umum
SULAWESI SELATAN,JENEPONTO,7304,"27,963",Tidak ada
SULAWESI SELATAN,TAKALAR,7305,"15,932",Jamban Sendiri
SULAWESI SELATAN,TAKALAR,7305,"6,830",Jamban Bersama/Umum
SULAWESI SELATAN,TAKALAR,7305,"11,376",Tidak ada
SULAWESI SELATAN,GOWA,7306,"47,632",Jamban Sendiri
SULAWESI SELATAN,GOWA,7306,"10,337",Jamban Bersama/Umum
SULAWESI SELATAN,GOWA,7306,"12,056",Tidak ada
SULAWESI SELATAN,SINJAI,7307,"12,115",Jamban Sendiri
SULAWESI SELATAN,SINJAI,7307,"1,746",Jamban Bersama/Umum
SULAWESI SELATAN,SINJAI,7307,"7,010",Tidak ada
SULAWESI SELATAN,MAROS,7308,"12,934",Jamban Sendiri
SULAWESI SELATAN,MAROS,7308,"4,726",Jamban Bersama/Umum
SULAWESI SELATAN,MAROS,7308,"12,828",Tidak ada
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,"9,629",Jamban Sendiri
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,"5,224",Jamban Bersama/Umum
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,"17,234",Tidak ada
SULAWESI SELATAN,BARRU,7310,"9,770",Jamban Sendiri
SULAWESI SELATAN,BARRU,7310,"1,840",Jamban Bersama/Umum
SULAWESI SELATAN,BARRU,7310,"4,915",Tidak ada
SULAWESI SELATAN,BONE,7311,"41,585",Jamban Sendiri
SULAWESI SELATAN,BONE,7311,"6,769",Jamban Bersama/Umum
SULAWESI SELATAN,BONE,7311,"31,801",Tidak ada
SULAWESI SELATAN,SOPPENG,7312,"15,318",Jamban Sendiri
SULAWESI SELATAN,SOPPENG,7312,"2,735",Jamban Bersama/Umum
SULAWESI SELATAN,SOPPENG,7312,"3,599",Tidak ada
SULAWESI SELATAN,WAJO,7313,"19,065",Jamban Sendiri
SULAWESI SELATAN,WAJO,7313,"3,087",Jamban Bersama/Umum
SULAWESI SELATAN,WAJO,7313,"7,732",Tidak ada
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,"10,909",Jamban Sendiri
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,"4,707",Jamban Bersama/Umum
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,"5,814",Tidak ada
SULAWESI SELATAN,PINRANG,7315,"14,383",Jamban Sendiri
SULAWESI SELATAN,PINRANG,7315,"1,084",Jamban Bersama/Umum
SULAWESI SELATAN,PINRANG,7315,"7,540",Tidak ada
SULAWESI SELATAN,ENREKANG,7316,"11,522",Jamban Sendiri
SULAWESI SELATAN,ENREKANG,7316,"2,699",Jamban Bersama/Umum
SULAWESI SELATAN,ENREKANG,7316,"5,598",Tidak ada
SULAWESI SELATAN,LUWU,7317,"10,468",Jamban Sendiri
SULAWESI SELATAN,LUWU,7317,"2,301",Jamban Bersama/Umum
SULAWESI SELATAN,LUWU,7317,"20,927",Tidak ada
SULAWESI SELATAN,TANA TORAJA,7318,"17,290",Jamban Sendiri
SULAWESI SELATAN,TANA TORAJA,7318,"2,234",Jamban Bersama/Umum
SULAWESI SELATAN,TANA TORAJA,7318,"4,733",Tidak ada
SULAWESI SELATAN,LUWU UTARA,7322,"16,196",Jamban Sendiri
SULAWESI SELATAN,LUWU UTARA,7322,"3,749",Jamban Bersama/Umum
SULAWESI SELATAN,LUWU UTARA,7322,"12,018",Tidak ada
SULAWESI SELATAN,LUWU TIMUR,7325,"10,025",Jamban Sendiri
SULAWESI SELATAN,LUWU TIMUR,7325,"2,777",Jamban Bersama/Umum
SULAWESI SELATAN,LUWU TIMUR,7325,"5,711",Tidak ada
SULAWESI SELATAN,TORAJA UTARA,7326,"16,156",Jamban Sendiri
SULAWESI SELATAN,TORAJA UTARA,7326,"3,923",Jamban Bersama/Umum
SULAWESI SELATAN,TORAJA UTARA,7326,"3,586",Tidak ada
SULAWESI SELATAN,KOTA MAKASSAR,7371,"30,330",Jamban Sendiri
SULAWESI SELATAN,KOTA MAKASSAR,7371,"17,347",Jamban Bersama/Umum
SULAWESI SELATAN,KOTA MAKASSAR,7371,"2,838",Tidak ada
SULAWESI SELATAN,KOTA PAREPARE,7372,"3,714",Jamban Sendiri
SULAWESI SELATAN,KOTA PAREPARE,7372,"2,413",Jamban Bersama/Umum
SULAWESI SELATAN,KOTA PAREPARE,7372,"1,008",Tidak ada
SULAWESI SELATAN,KOTA PALOPO,7373,"3,801",Jamban Sendiri
SULAWESI SELATAN,KOTA PALOPO,7373,"1,189",Jamban Bersama/Umum
SULAWESI SELATAN,KOTA PALOPO,7373,"2,285",Tidak ada
SULAWESI TENGGARA,BUTON,7401,"3,758",Jamban Sendiri
SULAWESI TENGGARA,BUTON,7401,"1,866",Jamban Bersama/Umum
SULAWESI TENGGARA,BUTON,7401,"4,842",Tidak ada
SULAWESI TENGGARA,MUNA,7402,"7,999",Jamban Sendiri
SULAWESI TENGGARA,MUNA,7402,"5,861",Jamban Bersama/Umum
SULAWESI TENGGARA,MUNA,7402,"11,587",Tidak ada
SULAWESI TENGGARA,KONAWE,7403,"10,495",Jamban Sendiri
SULAWESI TENGGARA,KONAWE,7403,"3,433",Jamban Bersama/Umum
SULAWESI TENGGARA,KONAWE,7403,"6,939",Tidak ada
SULAWESI TENGGARA,KOLAKA,7404,"6,034",Jamban Sendiri
SULAWESI TENGGARA,KOLAKA,7404,"1,044",Jamban Bersama/Umum
SULAWESI TENGGARA,KOLAKA,7404,"6,019",Tidak ada
SULAWESI TENGGARA,KONAWE SELATAN,7405,"11,990",Jamban Sendiri
SULAWESI TENGGARA,KONAWE SELATAN,7405,"1,947",Jamban Bersama/Umum
SULAWESI TENGGARA,KONAWE SELATAN,7405,"9,341",Tidak ada
SULAWESI TENGGARA,BOMBANA,7406,"5,778",Jamban Sendiri
SULAWESI TENGGARA,BOMBANA,7406,"1,462",Jamban Bersama/Umum
