Provinsi,NamaKab/Kota,KodeKab/Kota,Sumber air minum,Jumlah rumah tangga
JAMBI,MUARO JAMBI,1505,Air Kemasan,"2,724"
JAMBI,MUARO JAMBI,1505,Air Ledeng,565
JAMBI,MUARO JAMBI,1505,Sumber Terlindung,"5,650"
JAMBI,MUARO JAMBI,1505,Sumber Tidak Terlindung,"8,598"
JAMBI,TANJUNG JABUNG TIMUR,1506,Air Kemasan,"2,121"
JAMBI,TANJUNG JABUNG TIMUR,1506,Air Ledeng,18
JAMBI,TANJUNG JABUNG TIMUR,1506,Sumber Terlindung,458
JAMBI,TANJUNG JABUNG TIMUR,1506,Sumber Tidak Terlindung,"14,322"
JAMBI,TANJUNG JABUNG BARAT,1507,Air Kemasan,"1,503"
JAMBI,TANJUNG JABUNG BARAT,1507,Air Ledeng,188
JAMBI,TANJUNG JABUNG BARAT,1507,Sumber Terlindung,"2,752"
JAMBI,TANJUNG JABUNG BARAT,1507,Sumber Tidak Terlindung,"20,394"
JAMBI,TEBO,1508,Air Kemasan,402
JAMBI,TEBO,1508,Air Ledeng,546
JAMBI,TEBO,1508,Sumber Terlindung,"7,601"
JAMBI,TEBO,1508,Sumber Tidak Terlindung,"12,182"
JAMBI,BUNGO,1509,Air Kemasan,"1,004"
JAMBI,BUNGO,1509,Air Ledeng,449
JAMBI,BUNGO,1509,Sumber Terlindung,"8,069"
JAMBI,BUNGO,1509,Sumber Tidak Terlindung,"7,976"
JAMBI,KOTA JAMBI,1571,Air Kemasan,"7,057"
JAMBI,KOTA JAMBI,1571,Air Ledeng,"9,050"
JAMBI,KOTA JAMBI,1571,Sumber Terlindung,"10,910"
JAMBI,KOTA JAMBI,1571,Sumber Tidak Terlindung,"4,691"
JAMBI,KOTA SUNGAI PENUH,1572,Air Kemasan,690
JAMBI,KOTA SUNGAI PENUH,1572,Air Ledeng,"3,008"
JAMBI,KOTA SUNGAI PENUH,1572,Sumber Terlindung,819
JAMBI,KOTA SUNGAI PENUH,1572,Sumber Tidak Terlindung,948
JAMBI,TOTAL,"19,931",Air Kemasan,"24,214"
JAMBI,TOTAL,"19,931",Air Ledeng,"65,535"
JAMBI,TOTAL,"19,931",Sumber Terlindung,"120,323"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Air Kemasan,913
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Air Ledeng,"1,744"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Sumber Terlindung,"9,414"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Sumber Tidak Terlindung,"12,853"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Air Kemasan,"7,530"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Air Ledeng,"1,003"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Sumber Terlindung,"33,454"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Sumber Tidak Terlindung,"30,337"
SUMATERA SELATAN,MUARA ENIM,1603,Air Kemasan,"1,261"
SUMATERA SELATAN,MUARA ENIM,1603,Air Ledeng,"4,058"
SUMATERA SELATAN,MUARA ENIM,1603,Sumber Terlindung,"29,831"
SUMATERA SELATAN,MUARA ENIM,1603,Sumber Tidak Terlindung,"20,552"
SUMATERA SELATAN,LAHAT,1604,Air Kemasan,482
SUMATERA SELATAN,LAHAT,1604,Air Ledeng,"1,204"
SUMATERA SELATAN,LAHAT,1604,Sumber Terlindung,"19,293"
SUMATERA SELATAN,LAHAT,1604,Sumber Tidak Terlindung,"16,693"
SUMATERA SELATAN,MUSI RAWAS,1605,Air Kemasan,699
SUMATERA SELATAN,MUSI RAWAS,1605,Air Ledeng,890
SUMATERA SELATAN,MUSI RAWAS,1605,Sumber Terlindung,"20,310"
SUMATERA SELATAN,MUSI RAWAS,1605,Sumber Tidak Terlindung,"21,024"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Air Kemasan,"3,342"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Air Ledeng,"5,966"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Sumber Terlindung,"14,083"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Sumber Tidak Terlindung,"31,353"
SUMATERA SELATAN,BANYU ASIN,1607,Air Kemasan,"11,175"
SUMATERA SELATAN,BANYU ASIN,1607,Air Ledeng,"4,651"
SUMATERA SELATAN,BANYU ASIN,1607,Sumber Terlindung,"8,267"
SUMATERA SELATAN,BANYU ASIN,1607,Sumber Tidak Terlindung,"58,461"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Air Kemasan,198
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Air Ledeng,"1,485"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Sumber Terlindung,"14,886"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Sumber Tidak Terlindung,"25,182"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Air Kemasan,144
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Air Ledeng,266
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Sumber Terlindung,"21,932"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Sumber Tidak Terlindung,"11,884"
SUMATERA SELATAN,OGAN ILIR,1610,Air Kemasan,"5,189"
SUMATERA SELATAN,OGAN ILIR,1610,Air Ledeng,"2,079"
SUMATERA SELATAN,OGAN ILIR,1610,Sumber Terlindung,"14,938"
SUMATERA SELATAN,OGAN ILIR,1610,Sumber Tidak Terlindung,"23,961"
SUMATERA SELATAN,EMPAT LAWANG,1611,Air Kemasan,214
SUMATERA SELATAN,EMPAT LAWANG,1611,Air Ledeng,132
SUMATERA SELATAN,EMPAT LAWANG,1611,Sumber Terlindung,"4,184"
SUMATERA SELATAN,EMPAT LAWANG,1611,Sumber Tidak Terlindung,"17,841"
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Air Kemasan,778
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Air Ledeng,906
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Sumber Terlindung,"9,427"
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Sumber Tidak Terlindung,"6,657"
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Air Kemasan,396
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Air Ledeng,344
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Sumber Terlindung,"6,127"
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Sumber Tidak Terlindung,"11,423"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Air Kemasan,"12,357"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Air Ledeng,"58,186"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Sumber Terlindung,"6,685"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Sumber Tidak Terlindung,"13,112"
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Air Kemasan,553
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Air Ledeng,325
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Sumber Terlindung,"7,050"
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Sumber Tidak Terlindung,"2,922"
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Air Kemasan,22
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Air Ledeng,332
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Sumber Terlindung,"6,818"
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Sumber Tidak Terlindung,"2,238"
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Air Kemasan,297
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Air Ledeng,"1,156"
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Sumber Terlindung,"7,600"
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Sumber Tidak Terlindung,"2,811"
SUMATERA SELATAN,TOTAL,"45,550",Air Kemasan,"84,727"
SUMATERA SELATAN,TOTAL,"45,550",Air Ledeng,"234,299"
SUMATERA SELATAN,TOTAL,"45,550",Sumber Terlindung,"309,304"
BENGKULU,BENGKULU SELATAN,1701,Air Kemasan,115
BENGKULU,BENGKULU SELATAN,1701,Air Ledeng,259
BENGKULU,BENGKULU SELATAN,1701,Sumber Terlindung,"3,898"
BENGKULU,BENGKULU SELATAN,1701,Sumber Tidak Terlindung,"7,965"
BENGKULU,REJANG LEBONG,1702,Air Kemasan,65
BENGKULU,REJANG LEBONG,1702,Air Ledeng,"1,951"
BENGKULU,REJANG LEBONG,1702,Sumber Terlindung,"8,932"
BENGKULU,REJANG LEBONG,1702,Sumber Tidak Terlindung,"16,976"
BENGKULU,BENGKULU UTARA,1703,Air Kemasan,216
BENGKULU,BENGKULU UTARA,1703,Air Ledeng,"1,545"
BENGKULU,BENGKULU UTARA,1703,Sumber Terlindung,"3,942"
BENGKULU,BENGKULU UTARA,1703,Sumber Tidak Terlindung,"16,474"
BENGKULU,KAUR,1704,Air Kemasan,77
BENGKULU,KAUR,1704,Air Ledeng,313
BENGKULU,KAUR,1704,Sumber Terlindung,"3,630"
BENGKULU,KAUR,1704,Sumber Tidak Terlindung,"8,127"
BENGKULU,SELUMA,1705,Air Kemasan,234
BENGKULU,SELUMA,1705,Air Ledeng,73
BENGKULU,SELUMA,1705,Sumber Terlindung,"2,752"
BENGKULU,SELUMA,1705,Sumber Tidak Terlindung,"16,906"
BENGKULU,MUKOMUKO,1706,Air Kemasan,"1,665"
BENGKULU,MUKOMUKO,1706,Air Ledeng,34
BENGKULU,MUKOMUKO,1706,Sumber Terlindung,"2,128"
BENGKULU,MUKOMUKO,1706,Sumber Tidak Terlindung,"9,455"
BENGKULU,LEBONG,1707,Air Kemasan,211
BENGKULU,LEBONG,1707,Air Ledeng,"1,892"
BENGKULU,LEBONG,1707,Sumber Terlindung,"1,913"
BENGKULU,LEBONG,1707,Sumber Tidak Terlindung,"6,204"
BENGKULU,KEPAHIANG,1708,Air Kemasan,53
BENGKULU,KEPAHIANG,1708,Air Ledeng,"1,033"
BENGKULU,KEPAHIANG,1708,Sumber Terlindung,"1,837"
BENGKULU,KEPAHIANG,1708,Sumber Tidak Terlindung,"7,863"
BENGKULU,BENGKULU TENGAH,1709,Air Kemasan,165
BENGKULU,BENGKULU TENGAH,1709,Air Ledeng,364
BENGKULU,BENGKULU TENGAH,1709,Sumber Terlindung,"1,649"
BENGKULU,BENGKULU TENGAH,1709,Sumber Tidak Terlindung,"10,227"
BENGKULU,KOTA BENGKULU,1771,Air Kemasan,"5,906"
BENGKULU,KOTA BENGKULU,1771,Air Ledeng,"2,305"
BENGKULU,KOTA BENGKULU,1771,Sumber Terlindung,"7,150"
BENGKULU,KOTA BENGKULU,1771,Sumber Tidak Terlindung,"4,936"
BENGKULU,TOTAL,"8,707",Air Kemasan,"9,769"
BENGKULU,TOTAL,"8,707",Air Ledeng,"37,831"
BENGKULU,TOTAL,"8,707",Sumber Terlindung,"105,133"
LAMPUNG,LAMPUNG BARAT,1801,Air Kemasan,166
LAMPUNG,LAMPUNG BARAT,1801,Air Ledeng,"4,891"
LAMPUNG,LAMPUNG BARAT,1801,Sumber Terlindung,"9,992"
LAMPUNG,LAMPUNG BARAT,1801,Sumber Tidak Terlindung,"18,396"
LAMPUNG,TANGGAMUS,1802,Air Kemasan,431
LAMPUNG,TANGGAMUS,1802,Air Ledeng,"1,148"
LAMPUNG,TANGGAMUS,1802,Sumber Terlindung,"28,398"
LAMPUNG,TANGGAMUS,1802,Sumber Tidak Terlindung,"36,134"
LAMPUNG,LAMPUNG SELATAN,1803,Air Kemasan,"11,248"
LAMPUNG,LAMPUNG SELATAN,1803,Air Ledeng,"1,200"
LAMPUNG,LAMPUNG SELATAN,1803,Sumber Terlindung,"79,605"
LAMPUNG,LAMPUNG SELATAN,1803,Sumber Tidak Terlindung,"40,083"
LAMPUNG,LAMPUNG TIMUR,1804,Air Kemasan,"3,144"
LAMPUNG,LAMPUNG TIMUR,1804,Air Ledeng,"1,757"
LAMPUNG,LAMPUNG TIMUR,1804,Sumber Terlindung,"55,868"
LAMPUNG,LAMPUNG TIMUR,1804,Sumber Tidak Terlindung,"48,347"
LAMPUNG,LAMPUNG TENGAH,1805,Air Kemasan,775
LAMPUNG,LAMPUNG TENGAH,1805,Air Ledeng,358
LAMPUNG,LAMPUNG TENGAH,1805,Sumber Terlindung,"60,963"
LAMPUNG,LAMPUNG TENGAH,1805,Sumber Tidak Terlindung,"60,804"
LAMPUNG,LAMPUNG UTARA,1806,Air Kemasan,271
LAMPUNG,LAMPUNG UTARA,1806,Air Ledeng,599
LAMPUNG,LAMPUNG UTARA,1806,Sumber Terlindung,"22,292"
LAMPUNG,LAMPUNG UTARA,1806,Sumber Tidak Terlindung,"50,297"
LAMPUNG,WAY KANAN,1807,Air Kemasan,137
LAMPUNG,WAY KANAN,1807,Air Ledeng,60
LAMPUNG,WAY KANAN,1807,Sumber Terlindung,"17,219"
LAMPUNG,WAY KANAN,1807,Sumber Tidak Terlindung,"29,625"
LAMPUNG,TULANGBAWANG,1808,Air Kemasan,"6,032"
LAMPUNG,TULANGBAWANG,1808,Air Ledeng,"1,059"
LAMPUNG,TULANGBAWANG,1808,Sumber Terlindung,"20,868"
LAMPUNG,TULANGBAWANG,1808,Sumber Tidak Terlindung,"13,897"
LAMPUNG,PESAWARAN,1809,Air Kemasan,"1,774"
LAMPUNG,PESAWARAN,1809,Air Ledeng,"1,649"
LAMPUNG,PESAWARAN,1809,Sumber Terlindung,"34,742"
LAMPUNG,PESAWARAN,1809,Sumber Tidak Terlindung,"23,756"
LAMPUNG,PRINGSEWU,1810,Air Kemasan,"5,155"
LAMPUNG,PRINGSEWU,1810,Air Ledeng,436
LAMPUNG,PRINGSEWU,1810,Sumber Terlindung,"23,020"
LAMPUNG,PRINGSEWU,1810,Sumber Tidak Terlindung,"7,881"
LAMPUNG,MESUJI,1811,Air Kemasan,"3,978"
LAMPUNG,MESUJI,1811,Air Ledeng,71
LAMPUNG,MESUJI,1811,Sumber Terlindung,"8,750"
LAMPUNG,MESUJI,1811,Sumber Tidak Terlindung,"9,424"
LAMPUNG,TULANG BAWANG BARAT,1812,Air Kemasan,181
LAMPUNG,TULANG BAWANG BARAT,1812,Air Ledeng,51
LAMPUNG,TULANG BAWANG BARAT,1812,Sumber Terlindung,"3,573"
LAMPUNG,TULANG BAWANG BARAT,1812,Sumber Tidak Terlindung,"18,940"
LAMPUNG,PESISIR BARAT,1813,Air Kemasan,534
LAMPUNG,PESISIR BARAT,1813,Air Ledeng,130
LAMPUNG,PESISIR BARAT,1813,Sumber Terlindung,"8,990"
LAMPUNG,PESISIR BARAT,1813,Sumber Tidak Terlindung,"9,976"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Air Kemasan,"23,487"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Air Ledeng,"9,443"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Sumber Terlindung,"40,226"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Sumber Tidak Terlindung,"7,494"
LAMPUNG,KOTA METRO,1872,Air Kemasan,650
LAMPUNG,KOTA METRO,1872,Air Ledeng,30
LAMPUNG,KOTA METRO,1872,Sumber Terlindung,"5,480"
LAMPUNG,KOTA METRO,1872,Sumber Tidak Terlindung,"2,355"
LAMPUNG,TOTAL,"57,963",Air Kemasan,"22,882"
LAMPUNG,TOTAL,"57,963",Air Ledeng,"419,986"
LAMPUNG,TOTAL,"57,963",Sumber Terlindung,"377,409"
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Air Kemasan,"3,086"
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Air Ledeng,655
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Sumber Terlindung,"7,489"
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Sumber Tidak Terlindung,"3,784"
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Air Kemasan,"3,016"
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Air Ledeng,106
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Sumber Terlindung,"3,486"
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Sumber Tidak Terlindung,"3,340"
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Air Kemasan,327
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Air Ledeng,136
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Sumber Terlindung,"2,825"
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Sumber Tidak Terlindung,"2,911"
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Air Kemasan,"2,649"
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Air Ledeng,166
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Sumber Terlindung,"4,473"
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Sumber Tidak Terlindung,"3,042"
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Air Kemasan,"1,849"
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Air Ledeng,68
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Sumber Terlindung,"4,042"
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Sumber Tidak Terlindung,"2,086"
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Air Kemasan,"3,099"
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Air Ledeng,84
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Sumber Terlindung,"2,071"
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Sumber Tidak Terlindung,"2,160"
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Air Kemasan,"4,238"
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Air Ledeng,110
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Sumber Terlindung,"3,735"
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Sumber Tidak Terlindung,559
KEPULAUAN BANGKA BELITUNG,TOTAL,"18,264",Air Kemasan,"1,325"
KEPULAUAN BANGKA BELITUNG,TOTAL,"18,264",Air Ledeng,"28,121"
KEPULAUAN BANGKA BELITUNG,TOTAL,"18,264",Sumber Terlindung,"17,882"
KEPULAUAN RIAU,KARIMUN,2101,Air Kemasan,724
KEPULAUAN RIAU,KARIMUN,2101,Air Ledeng,"1,033"
KEPULAUAN RIAU,KARIMUN,2101,Sumber Terlindung,"7,605"
KEPULAUAN RIAU,KARIMUN,2101,Sumber Tidak Terlindung,"4,407"
KEPULAUAN RIAU,BINTAN,2102,Air Kemasan,"1,394"
KEPULAUAN RIAU,BINTAN,2102,Air Ledeng,253
KEPULAUAN RIAU,BINTAN,2102,Sumber Terlindung,"2,211"
KEPULAUAN RIAU,BINTAN,2102,Sumber Tidak Terlindung,"2,073"
KEPULAUAN RIAU,NATUNA,2103,Air Kemasan,209
KEPULAUAN RIAU,NATUNA,2103,Air Ledeng,178
KEPULAUAN RIAU,NATUNA,2103,Sumber Terlindung,"1,191"
KEPULAUAN RIAU,NATUNA,2103,Sumber Tidak Terlindung,"1,002"
KEPULAUAN RIAU,LINGGA,2104,Air Kemasan,282
KEPULAUAN RIAU,LINGGA,2104,Air Ledeng,555
KEPULAUAN RIAU,LINGGA,2104,Sumber Terlindung,"3,885"
KEPULAUAN RIAU,LINGGA,2104,Sumber Tidak Terlindung,"2,481"
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Air Kemasan,78
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Air Ledeng,1
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Sumber Terlindung,40
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Sumber Tidak Terlindung,586
KEPULAUAN RIAU,KOTA BATAM,2171,Air Kemasan,"20,905"
KEPULAUAN RIAU,KOTA BATAM,2171,Air Ledeng,"7,532"
KEPULAUAN RIAU,KOTA BATAM,2171,Sumber Terlindung,"5,569"
KEPULAUAN RIAU,KOTA BATAM,2171,Sumber Tidak Terlindung,"5,897"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Air Kemasan,"3,237"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Air Ledeng,"1,128"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Sumber Terlindung,"4,823"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Sumber Tidak Terlindung,"1,028"
KEPULAUAN RIAU,TOTAL,"26,829",Air Kemasan,"10,680"
KEPULAUAN RIAU,TOTAL,"26,829",Air Ledeng,"25,324"
KEPULAUAN RIAU,TOTAL,"26,829",Sumber Terlindung,"17,474"
DKI JAKARTA,KEPULAUAN SERIBU,3101,Air Kemasan,"1,243"
DKI JAKARTA,KEPULAUAN SERIBU,3101,Air Ledeng,232
DKI JAKARTA,KEPULAUAN SERIBU,3101,Sumber Terlindung,35
DKI JAKARTA,KEPULAUAN SERIBU,3101,Sumber Tidak Terlindung,242
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Air Kemasan,"11,403"
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Air Ledeng,"1,202"
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Sumber Terlindung,"25,408"
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Sumber Tidak Terlindung,64
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Air Kemasan,"27,866"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Air Ledeng,"5,172"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Sumber Terlindung,"34,685"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Sumber Tidak Terlindung,0
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Air Kemasan,"12,075"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Air Ledeng,"17,150"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Sumber Terlindung,"5,576"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Sumber Tidak Terlindung,0
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Air Kemasan,"17,745"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Air Ledeng,"29,138"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Sumber Terlindung,"6,056"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Sumber Tidak Terlindung,32
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Air Kemasan,"39,836"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Air Ledeng,"29,066"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Sumber Terlindung,560
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Sumber Tidak Terlindung,0
DKI JAKARTA,TOTAL,"110,168",Air Kemasan,"81,960"
DKI JAKARTA,TOTAL,"110,168",Air Ledeng,"72,320"
DKI JAKARTA,TOTAL,"110,168",Sumber Terlindung,338
JAWA BARAT,BOGOR,3201,Air Kemasan,"11,235"
JAWA BARAT,BOGOR,3201,Air Ledeng,"7,068"
JAWA BARAT,BOGOR,3201,Sumber Terlindung,"188,948"
JAWA BARAT,BOGOR,3201,Sumber Tidak Terlindung,"111,763"
JAWA BARAT,SUKABUMI,3202,Air Kemasan,"4,923"
JAWA BARAT,SUKABUMI,3202,Air Ledeng,"3,503"
JAWA BARAT,SUKABUMI,3202,Sumber Terlindung,"109,417"
JAWA BARAT,SUKABUMI,3202,Sumber Tidak Terlindung,"117,641"
JAWA BARAT,CIANJUR,3203,Air Kemasan,"10,551"
JAWA BARAT,CIANJUR,3203,Air Ledeng,"7,088"
JAWA BARAT,CIANJUR,3203,Sumber Terlindung,"176,616"
JAWA BARAT,CIANJUR,3203,Sumber Tidak Terlindung,"110,186"
JAWA BARAT,BANDUNG,3204,Air Kemasan,"53,821"
JAWA BARAT,BANDUNG,3204,Air Ledeng,"9,850"
JAWA BARAT,BANDUNG,3204,Sumber Terlindung,"209,691"
JAWA BARAT,BANDUNG,3204,Sumber Tidak Terlindung,"53,668"
JAWA BARAT,GARUT,3205,Air Kemasan,"9,542"
JAWA BARAT,GARUT,3205,Air Ledeng,"11,088"
JAWA BARAT,GARUT,3205,Sumber Terlindung,"183,764"
JAWA BARAT,GARUT,3205,Sumber Tidak Terlindung,"111,014"
JAWA BARAT,TASIKMALAYA,3206,Air Kemasan,"2,609"
JAWA BARAT,TASIKMALAYA,3206,Air Ledeng,"1,921"
JAWA BARAT,TASIKMALAYA,3206,Sumber Terlindung,"96,265"
JAWA BARAT,TASIKMALAYA,3206,Sumber Tidak Terlindung,"111,010"
JAWA BARAT,CIAMIS,3207,Air Kemasan,"3,137"
JAWA BARAT,CIAMIS,3207,Air Ledeng,"3,997"
JAWA BARAT,CIAMIS,3207,Sumber Terlindung,"88,601"
JAWA BARAT,CIAMIS,3207,Sumber Tidak Terlindung,"55,396"
JAWA BARAT,KUNINGAN,3208,Air Kemasan,691
JAWA BARAT,KUNINGAN,3208,Air Ledeng,"6,248"
JAWA BARAT,KUNINGAN,3208,Sumber Terlindung,"74,387"
JAWA BARAT,KUNINGAN,3208,Sumber Tidak Terlindung,"27,406"
JAWA BARAT,CIREBON,3209,Air Kemasan,"42,928"
JAWA BARAT,CIREBON,3209,Air Ledeng,"22,778"
JAWA BARAT,CIREBON,3209,Sumber Terlindung,"158,055"
JAWA BARAT,CIREBON,3209,Sumber Tidak Terlindung,"26,039"
JAWA BARAT,MAJALENGKA,3210,Air Kemasan,"15,501"
JAWA BARAT,MAJALENGKA,3210,Air Ledeng,"3,362"
JAWA BARAT,MAJALENGKA,3210,Sumber Terlindung,"98,984"
JAWA BARAT,MAJALENGKA,3210,Sumber Tidak Terlindung,"20,169"
JAWA BARAT,SUMEDANG,3211,Air Kemasan,"2,368"
JAWA BARAT,SUMEDANG,3211,Air Ledeng,"6,564"
JAWA BARAT,SUMEDANG,3211,Sumber Terlindung,"65,954"
JAWA BARAT,SUMEDANG,3211,Sumber Tidak Terlindung,"22,035"
JAWA BARAT,INDRAMAYU,3212,Air Kemasan,"84,848"
JAWA BARAT,INDRAMAYU,3212,Air Ledeng,"48,025"
JAWA BARAT,INDRAMAYU,3212,Sumber Terlindung,"92,194"
JAWA BARAT,INDRAMAYU,3212,Sumber Tidak Terlindung,"12,333"
JAWA BARAT,SUBANG,3213,Air Kemasan,"7,829"
JAWA BARAT,SUBANG,3213,Air Ledeng,"15,332"
JAWA BARAT,SUBANG,3213,Sumber Terlindung,"97,556"
JAWA BARAT,SUBANG,3213,Sumber Tidak Terlindung,"10,184"
JAWA BARAT,PURWAKARTA,3214,Air Kemasan,942
JAWA BARAT,PURWAKARTA,3214,Air Ledeng,"2,539"
JAWA BARAT,PURWAKARTA,3214,Sumber Terlindung,"29,921"
JAWA BARAT,PURWAKARTA,3214,Sumber Tidak Terlindung,"26,247"
JAWA BARAT,KARAWANG,3215,Air Kemasan,"39,083"
JAWA BARAT,KARAWANG,3215,Air Ledeng,"11,459"
JAWA BARAT,KARAWANG,3215,Sumber Terlindung,"147,509"
JAWA BARAT,KARAWANG,3215,Sumber Tidak Terlindung,"21,604"
JAWA BARAT,BEKASI,3216,Air Kemasan,"79,625"
JAWA BARAT,BEKASI,3216,Air Ledeng,"7,443"
JAWA BARAT,BEKASI,3216,Sumber Terlindung,"62,526"
JAWA BARAT,BEKASI,3216,Sumber Tidak Terlindung,"9,258"
