Provinsi,NamaKab/Kota,KodeKab/Kota,Bahan bakar memasak,Jumlah rumah tangga
JAMBI,MUARO JAMBI,1505,Listrik/Gas,"10,235"
JAMBI,MUARO JAMBI,1505,Minyak tanah,269
JAMBI,MUARO JAMBI,1505,Briket/Arang/Kayu,"7,000"
JAMBI,MUARO JAMBI,1505,Tidak memasak di rumah,33
JAMBI,TANJUNG JABUNG TIMUR,1506,Listrik/Gas,"8,141"
JAMBI,TANJUNG JABUNG TIMUR,1506,Minyak tanah,340
JAMBI,TANJUNG JABUNG TIMUR,1506,Briket/Arang/Kayu,"8,387"
JAMBI,TANJUNG JABUNG TIMUR,1506,Tidak memasak di rumah,51
JAMBI,TANJUNG JABUNG BARAT,1507,Listrik/Gas,"12,543"
JAMBI,TANJUNG JABUNG BARAT,1507,Minyak tanah,"1,013"
JAMBI,TANJUNG JABUNG BARAT,1507,Briket/Arang/Kayu,"11,216"
JAMBI,TANJUNG JABUNG BARAT,1507,Tidak memasak di rumah,65
JAMBI,TEBO,1508,Listrik/Gas,"4,689"
JAMBI,TEBO,1508,Minyak tanah,334
JAMBI,TEBO,1508,Briket/Arang/Kayu,"15,631"
JAMBI,TEBO,1508,Tidak memasak di rumah,77
JAMBI,BUNGO,1509,Listrik/Gas,"2,836"
JAMBI,BUNGO,1509,Minyak tanah,"1,192"
JAMBI,BUNGO,1509,Briket/Arang/Kayu,"13,382"
JAMBI,BUNGO,1509,Tidak memasak di rumah,88
JAMBI,KOTA JAMBI,1571,Listrik/Gas,"24,366"
JAMBI,KOTA JAMBI,1571,Minyak tanah,"3,849"
JAMBI,KOTA JAMBI,1571,Briket/Arang/Kayu,"3,348"
JAMBI,KOTA JAMBI,1571,Tidak memasak di rumah,145
JAMBI,KOTA SUNGAI PENUH,1572,Listrik/Gas,350
JAMBI,KOTA SUNGAI PENUH,1572,Minyak tanah,"1,417"
JAMBI,KOTA SUNGAI PENUH,1572,Briket/Arang/Kayu,"3,633"
JAMBI,KOTA SUNGAI PENUH,1572,Tidak memasak di rumah,65
JAMBI,TOTAL,"91,848",Listrik/Gas,"13,170"
JAMBI,TOTAL,"91,848",Minyak tanah,"123,946"
JAMBI,TOTAL,"91,848",Briket/Arang/Kayu,"1,039"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Listrik/Gas,"11,576"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Minyak tanah,337
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Briket/Arang/Kayu,"12,958"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Tidak memasak di rumah,53
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Listrik/Gas,"49,348"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Minyak tanah,250
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Briket/Arang/Kayu,"22,606"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Tidak memasak di rumah,120
SUMATERA SELATAN,MUARA ENIM,1603,Listrik/Gas,"39,908"
SUMATERA SELATAN,MUARA ENIM,1603,Minyak tanah,568
SUMATERA SELATAN,MUARA ENIM,1603,Briket/Arang/Kayu,"15,052"
SUMATERA SELATAN,MUARA ENIM,1603,Tidak memasak di rumah,173
SUMATERA SELATAN,LAHAT,1604,Listrik/Gas,"18,571"
SUMATERA SELATAN,LAHAT,1604,Minyak tanah,282
SUMATERA SELATAN,LAHAT,1604,Briket/Arang/Kayu,"18,686"
SUMATERA SELATAN,LAHAT,1604,Tidak memasak di rumah,133
SUMATERA SELATAN,MUSI RAWAS,1605,Listrik/Gas,"20,959"
SUMATERA SELATAN,MUSI RAWAS,1605,Minyak tanah,275
SUMATERA SELATAN,MUSI RAWAS,1605,Briket/Arang/Kayu,"21,613"
SUMATERA SELATAN,MUSI RAWAS,1605,Tidak memasak di rumah,76
SUMATERA SELATAN,MUSI BANYUASIN,1606,Listrik/Gas,"39,341"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Minyak tanah,586
SUMATERA SELATAN,MUSI BANYUASIN,1606,Briket/Arang/Kayu,"14,755"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Tidak memasak di rumah,60
SUMATERA SELATAN,BANYU ASIN,1607,Listrik/Gas,"54,383"
SUMATERA SELATAN,BANYU ASIN,1607,Minyak tanah,439
SUMATERA SELATAN,BANYU ASIN,1607,Briket/Arang/Kayu,"27,563"
SUMATERA SELATAN,BANYU ASIN,1607,Tidak memasak di rumah,168
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Listrik/Gas,"6,125"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Minyak tanah,87
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Briket/Arang/Kayu,"35,516"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Tidak memasak di rumah,23
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Listrik/Gas,"11,785"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Minyak tanah,122
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Briket/Arang/Kayu,"22,280"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Tidak memasak di rumah,39
SUMATERA SELATAN,OGAN ILIR,1610,Listrik/Gas,"32,449"
SUMATERA SELATAN,OGAN ILIR,1610,Minyak tanah,417
SUMATERA SELATAN,OGAN ILIR,1610,Briket/Arang/Kayu,"13,093"
SUMATERA SELATAN,OGAN ILIR,1610,Tidak memasak di rumah,208
SUMATERA SELATAN,EMPAT LAWANG,1611,Listrik/Gas,"6,809"
SUMATERA SELATAN,EMPAT LAWANG,1611,Minyak tanah,107
SUMATERA SELATAN,EMPAT LAWANG,1611,Briket/Arang/Kayu,"15,378"
SUMATERA SELATAN,EMPAT LAWANG,1611,Tidak memasak di rumah,75
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Listrik/Gas,"13,654"
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Minyak tanah,428
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Briket/Arang/Kayu,"3,634"
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Tidak memasak di rumah,52
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Listrik/Gas,"12,080"
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Minyak tanah,199
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Briket/Arang/Kayu,"5,978"
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Tidak memasak di rumah,33
SUMATERA SELATAN,KOTA PALEMBANG,1671,Listrik/Gas,"86,411"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Minyak tanah,"1,897"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Briket/Arang/Kayu,"1,721"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Tidak memasak di rumah,311
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Listrik/Gas,"8,653"
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Minyak tanah,248
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Briket/Arang/Kayu,"1,891"
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Tidak memasak di rumah,58
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Listrik/Gas,"6,211"
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Minyak tanah,31
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Briket/Arang/Kayu,"3,142"
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Tidak memasak di rumah,26
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Listrik/Gas,"8,649"
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Minyak tanah,311
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Briket/Arang/Kayu,"2,867"
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Tidak memasak di rumah,37
SUMATERA SELATAN,TOTAL,"426,912",Listrik/Gas,"6,584"
SUMATERA SELATAN,TOTAL,"426,912",Minyak tanah,"238,733"
SUMATERA SELATAN,TOTAL,"426,912",Briket/Arang/Kayu,"1,645"
BENGKULU,BENGKULU SELATAN,1701,Listrik/Gas,"5,499"
BENGKULU,BENGKULU SELATAN,1701,Minyak tanah,19
BENGKULU,BENGKULU SELATAN,1701,Briket/Arang/Kayu,"6,667"
BENGKULU,BENGKULU SELATAN,1701,Tidak memasak di rumah,52
BENGKULU,REJANG LEBONG,1702,Listrik/Gas,"9,027"
BENGKULU,REJANG LEBONG,1702,Minyak tanah,193
BENGKULU,REJANG LEBONG,1702,Briket/Arang/Kayu,"18,619"
BENGKULU,REJANG LEBONG,1702,Tidak memasak di rumah,85
BENGKULU,BENGKULU UTARA,1703,Listrik/Gas,"6,302"
BENGKULU,BENGKULU UTARA,1703,Minyak tanah,49
BENGKULU,BENGKULU UTARA,1703,Briket/Arang/Kayu,"15,762"
BENGKULU,BENGKULU UTARA,1703,Tidak memasak di rumah,64
BENGKULU,KAUR,1704,Listrik/Gas,"3,546"
BENGKULU,KAUR,1704,Minyak tanah,18
BENGKULU,KAUR,1704,Briket/Arang/Kayu,"8,559"
BENGKULU,KAUR,1704,Tidak memasak di rumah,24
BENGKULU,SELUMA,1705,Listrik/Gas,"7,955"
BENGKULU,SELUMA,1705,Minyak tanah,42
BENGKULU,SELUMA,1705,Briket/Arang/Kayu,"11,858"
BENGKULU,SELUMA,1705,Tidak memasak di rumah,110
BENGKULU,MUKOMUKO,1706,Listrik/Gas,"5,809"
BENGKULU,MUKOMUKO,1706,Minyak tanah,211
BENGKULU,MUKOMUKO,1706,Briket/Arang/Kayu,"7,193"
BENGKULU,MUKOMUKO,1706,Tidak memasak di rumah,69
BENGKULU,LEBONG,1707,Listrik/Gas,"3,125"
BENGKULU,LEBONG,1707,Minyak tanah,14
BENGKULU,LEBONG,1707,Briket/Arang/Kayu,"7,041"
BENGKULU,LEBONG,1707,Tidak memasak di rumah,40
BENGKULU,KEPAHIANG,1708,Listrik/Gas,"3,001"
BENGKULU,KEPAHIANG,1708,Minyak tanah,40
BENGKULU,KEPAHIANG,1708,Briket/Arang/Kayu,"7,707"
BENGKULU,KEPAHIANG,1708,Tidak memasak di rumah,38
BENGKULU,BENGKULU TENGAH,1709,Listrik/Gas,"3,027"
BENGKULU,BENGKULU TENGAH,1709,Minyak tanah,54
BENGKULU,BENGKULU TENGAH,1709,Briket/Arang/Kayu,"9,269"
BENGKULU,BENGKULU TENGAH,1709,Tidak memasak di rumah,55
BENGKULU,KOTA BENGKULU,1771,Listrik/Gas,"17,859"
BENGKULU,KOTA BENGKULU,1771,Minyak tanah,692
BENGKULU,KOTA BENGKULU,1771,Briket/Arang/Kayu,"1,617"
BENGKULU,KOTA BENGKULU,1771,Tidak memasak di rumah,129
BENGKULU,TOTAL,"65,150",Listrik/Gas,"1,332"
BENGKULU,TOTAL,"65,150",Minyak tanah,"94,292"
BENGKULU,TOTAL,"65,150",Briket/Arang/Kayu,666
LAMPUNG,LAMPUNG BARAT,1801,Listrik/Gas,"6,034"
LAMPUNG,LAMPUNG BARAT,1801,Minyak tanah,20
LAMPUNG,LAMPUNG BARAT,1801,Briket/Arang/Kayu,"27,366"
LAMPUNG,LAMPUNG BARAT,1801,Tidak memasak di rumah,25
LAMPUNG,TANGGAMUS,1802,Listrik/Gas,"15,388"
LAMPUNG,TANGGAMUS,1802,Minyak tanah,40
LAMPUNG,TANGGAMUS,1802,Briket/Arang/Kayu,"50,566"
LAMPUNG,TANGGAMUS,1802,Tidak memasak di rumah,117
LAMPUNG,LAMPUNG SELATAN,1803,Listrik/Gas,"60,809"
LAMPUNG,LAMPUNG SELATAN,1803,Minyak tanah,145
LAMPUNG,LAMPUNG SELATAN,1803,Briket/Arang/Kayu,"70,849"
LAMPUNG,LAMPUNG SELATAN,1803,Tidak memasak di rumah,332
LAMPUNG,LAMPUNG TIMUR,1804,Listrik/Gas,"35,128"
LAMPUNG,LAMPUNG TIMUR,1804,Minyak tanah,72
LAMPUNG,LAMPUNG TIMUR,1804,Briket/Arang/Kayu,"73,423"
LAMPUNG,LAMPUNG TIMUR,1804,Tidak memasak di rumah,493
LAMPUNG,LAMPUNG TENGAH,1805,Listrik/Gas,"35,983"
LAMPUNG,LAMPUNG TENGAH,1805,Minyak tanah,9
LAMPUNG,LAMPUNG TENGAH,1805,Briket/Arang/Kayu,"86,280"
LAMPUNG,LAMPUNG TENGAH,1805,Tidak memasak di rumah,628
LAMPUNG,LAMPUNG UTARA,1806,Listrik/Gas,"18,805"
LAMPUNG,LAMPUNG UTARA,1806,Minyak tanah,104
LAMPUNG,LAMPUNG UTARA,1806,Briket/Arang/Kayu,"54,437"
LAMPUNG,LAMPUNG UTARA,1806,Tidak memasak di rumah,112
LAMPUNG,WAY KANAN,1807,Listrik/Gas,"8,689"
LAMPUNG,WAY KANAN,1807,Minyak tanah,0
LAMPUNG,WAY KANAN,1807,Briket/Arang/Kayu,"38,331"
LAMPUNG,WAY KANAN,1807,Tidak memasak di rumah,21
LAMPUNG,TULANGBAWANG,1808,Listrik/Gas,"16,511"
LAMPUNG,TULANGBAWANG,1808,Minyak tanah,23
LAMPUNG,TULANGBAWANG,1808,Briket/Arang/Kayu,"25,245"
LAMPUNG,TULANGBAWANG,1808,Tidak memasak di rumah,77
LAMPUNG,PESAWARAN,1809,Listrik/Gas,"23,677"
LAMPUNG,PESAWARAN,1809,Minyak tanah,67
LAMPUNG,PESAWARAN,1809,Briket/Arang/Kayu,"37,962"
LAMPUNG,PESAWARAN,1809,Tidak memasak di rumah,215
LAMPUNG,PRINGSEWU,1810,Listrik/Gas,"16,754"
LAMPUNG,PRINGSEWU,1810,Minyak tanah,33
LAMPUNG,PRINGSEWU,1810,Briket/Arang/Kayu,"19,517"
LAMPUNG,PRINGSEWU,1810,Tidak memasak di rumah,187
LAMPUNG,MESUJI,1811,Listrik/Gas,"6,162"
LAMPUNG,MESUJI,1811,Minyak tanah,10
LAMPUNG,MESUJI,1811,Briket/Arang/Kayu,"16,000"
LAMPUNG,MESUJI,1811,Tidak memasak di rumah,51
LAMPUNG,TULANG BAWANG BARAT,1812,Listrik/Gas,"5,633"
LAMPUNG,TULANG BAWANG BARAT,1812,Minyak tanah,15
LAMPUNG,TULANG BAWANG BARAT,1812,Briket/Arang/Kayu,"17,035"
LAMPUNG,TULANG BAWANG BARAT,1812,Tidak memasak di rumah,62
LAMPUNG,PESISIR BARAT,1813,Listrik/Gas,"3,803"
LAMPUNG,PESISIR BARAT,1813,Minyak tanah,12
LAMPUNG,PESISIR BARAT,1813,Briket/Arang/Kayu,"15,810"
LAMPUNG,PESISIR BARAT,1813,Tidak memasak di rumah,5
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Listrik/Gas,"75,406"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Minyak tanah,981
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Briket/Arang/Kayu,"3,904"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Tidak memasak di rumah,359
LAMPUNG,KOTA METRO,1872,Listrik/Gas,"6,654"
LAMPUNG,KOTA METRO,1872,Minyak tanah,0
LAMPUNG,KOTA METRO,1872,Briket/Arang/Kayu,"1,818"
LAMPUNG,KOTA METRO,1872,Tidak memasak di rumah,43
LAMPUNG,TOTAL,"335,436",Listrik/Gas,"1,531"
LAMPUNG,TOTAL,"335,436",Minyak tanah,"538,543"
LAMPUNG,TOTAL,"335,436",Briket/Arang/Kayu,"2,727"
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Listrik/Gas,"10,469"
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Minyak tanah,229
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Briket/Arang/Kayu,"4,114"
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Tidak memasak di rumah,202
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Listrik/Gas,296
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Minyak tanah,"6,514"
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Briket/Arang/Kayu,"3,049"
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Tidak memasak di rumah,89
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Listrik/Gas,"4,046"
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Minyak tanah,43
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Briket/Arang/Kayu,"2,073"
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Tidak memasak di rumah,37
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Listrik/Gas,"7,649"
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Minyak tanah,163
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Briket/Arang/Kayu,"2,423"
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Tidak memasak di rumah,95
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Listrik/Gas,"4,674"
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Minyak tanah,189
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Briket/Arang/Kayu,"3,054"
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Tidak memasak di rumah,128
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Listrik/Gas,358
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Minyak tanah,"4,180"
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Briket/Arang/Kayu,"2,807"
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Tidak memasak di rumah,69
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Listrik/Gas,"7,807"
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Minyak tanah,343
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Briket/Arang/Kayu,365
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Tidak memasak di rumah,127
KEPULAUAN BANGKA BELITUNG,TOTAL,"35,299",Listrik/Gas,"11,661"
KEPULAUAN BANGKA BELITUNG,TOTAL,"35,299",Minyak tanah,"17,885"
KEPULAUAN BANGKA BELITUNG,TOTAL,"35,299",Briket/Arang/Kayu,747
KEPULAUAN RIAU,KARIMUN,2101,Listrik/Gas,205
KEPULAUAN RIAU,KARIMUN,2101,Minyak tanah,"8,027"
KEPULAUAN RIAU,KARIMUN,2101,Briket/Arang/Kayu,"5,505"
KEPULAUAN RIAU,KARIMUN,2101,Tidak memasak di rumah,32
KEPULAUAN RIAU,BINTAN,2102,Listrik/Gas,"4,351"
KEPULAUAN RIAU,BINTAN,2102,Minyak tanah,588
KEPULAUAN RIAU,BINTAN,2102,Briket/Arang/Kayu,984
KEPULAUAN RIAU,BINTAN,2102,Tidak memasak di rumah,8
KEPULAUAN RIAU,NATUNA,2103,Listrik/Gas,64
KEPULAUAN RIAU,NATUNA,2103,Minyak tanah,"1,085"
KEPULAUAN RIAU,NATUNA,2103,Briket/Arang/Kayu,"1,419"
KEPULAUAN RIAU,NATUNA,2103,Tidak memasak di rumah,12
KEPULAUAN RIAU,LINGGA,2104,Listrik/Gas,91
KEPULAUAN RIAU,LINGGA,2104,Minyak tanah,"3,429"
KEPULAUAN RIAU,LINGGA,2104,Briket/Arang/Kayu,"3,637"
KEPULAUAN RIAU,LINGGA,2104,Tidak memasak di rumah,46
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Listrik/Gas,11
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Minyak tanah,336
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Briket/Arang/Kayu,356
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Tidak memasak di rumah,2
KEPULAUAN RIAU,KOTA BATAM,2171,Listrik/Gas,"35,672"
KEPULAUAN RIAU,KOTA BATAM,2171,Minyak tanah,"2,367"
KEPULAUAN RIAU,KOTA BATAM,2171,Briket/Arang/Kayu,"1,670"
KEPULAUAN RIAU,KOTA BATAM,2171,Tidak memasak di rumah,194
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Listrik/Gas,"8,859"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Minyak tanah,890
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Briket/Arang/Kayu,398
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Tidak memasak di rumah,70
KEPULAUAN RIAU,TOTAL,"49,253",Listrik/Gas,"16,722"
KEPULAUAN RIAU,TOTAL,"49,253",Minyak tanah,"13,969"
KEPULAUAN RIAU,TOTAL,"49,253",Briket/Arang/Kayu,364
DKI JAKARTA,KEPULAUAN SERIBU,3101,Listrik/Gas,"1,720"
DKI JAKARTA,KEPULAUAN SERIBU,3101,Minyak tanah,10
DKI JAKARTA,KEPULAUAN SERIBU,3101,Briket/Arang/Kayu,12
DKI JAKARTA,KEPULAUAN SERIBU,3101,Tidak memasak di rumah,10
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Listrik/Gas,"35,743"
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Minyak tanah,"1,167"
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Briket/Arang/Kayu,140
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Tidak memasak di rumah,"1,026"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Listrik/Gas,"62,752"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Minyak tanah,"2,587"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Briket/Arang/Kayu,398
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Tidak memasak di rumah,"1,987"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Listrik/Gas,"28,221"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Minyak tanah,"3,171"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Briket/Arang/Kayu,10
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Tidak memasak di rumah,"3,399"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Listrik/Gas,"48,259"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Minyak tanah,"1,556"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Briket/Arang/Kayu,267
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Tidak memasak di rumah,"2,889"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Listrik/Gas,"63,654"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Minyak tanah,"2,280"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Briket/Arang/Kayu,129
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Tidak memasak di rumah,"3,400"
DKI JAKARTA,TOTAL,"240,349",Listrik/Gas,"10,771"
DKI JAKARTA,TOTAL,"240,349",Minyak tanah,956
DKI JAKARTA,TOTAL,"240,349",Briket/Arang/Kayu,"12,711"
JAWA BARAT,BOGOR,3201,Listrik/Gas,"216,898"
JAWA BARAT,BOGOR,3201,Minyak tanah,426
JAWA BARAT,BOGOR,3201,Briket/Arang/Kayu,"98,541"
JAWA BARAT,BOGOR,3201,Tidak memasak di rumah,"3,147"
JAWA BARAT,SUKABUMI,3202,Listrik/Gas,"89,513"
JAWA BARAT,SUKABUMI,3202,Minyak tanah,214
JAWA BARAT,SUKABUMI,3202,Briket/Arang/Kayu,"145,131"
JAWA BARAT,SUKABUMI,3202,Tidak memasak di rumah,626
JAWA BARAT,CIANJUR,3203,Listrik/Gas,"121,920"
JAWA BARAT,CIANJUR,3203,Minyak tanah,329
JAWA BARAT,CIANJUR,3203,Briket/Arang/Kayu,"180,695"
JAWA BARAT,CIANJUR,3203,Tidak memasak di rumah,"1,498"
JAWA BARAT,BANDUNG,3204,Listrik/Gas,"247,952"
JAWA BARAT,BANDUNG,3204,Minyak tanah,714
JAWA BARAT,BANDUNG,3204,Briket/Arang/Kayu,"74,921"
JAWA BARAT,BANDUNG,3204,Tidak memasak di rumah,"3,443"
JAWA BARAT,GARUT,3205,Listrik/Gas,"144,521"
JAWA BARAT,GARUT,3205,Minyak tanah,425
JAWA BARAT,GARUT,3205,Briket/Arang/Kayu,"168,545"
JAWA BARAT,GARUT,3205,Tidak memasak di rumah,"1,917"
JAWA BARAT,TASIKMALAYA,3206,Listrik/Gas,"47,039"
JAWA BARAT,TASIKMALAYA,3206,Minyak tanah,180
JAWA BARAT,TASIKMALAYA,3206,Briket/Arang/Kayu,"162,567"
JAWA BARAT,TASIKMALAYA,3206,Tidak memasak di rumah,"2,019"
JAWA BARAT,CIAMIS,3207,Listrik/Gas,"42,352"
JAWA BARAT,CIAMIS,3207,Minyak tanah,65
JAWA BARAT,CIAMIS,3207,Briket/Arang/Kayu,"107,318"
JAWA BARAT,CIAMIS,3207,Tidak memasak di rumah,"1,396"
JAWA BARAT,KUNINGAN,3208,Listrik/Gas,"56,899"
JAWA BARAT,KUNINGAN,3208,Minyak tanah,69
JAWA BARAT,KUNINGAN,3208,Briket/Arang/Kayu,"51,046"
JAWA BARAT,KUNINGAN,3208,Tidak memasak di rumah,718
JAWA BARAT,CIREBON,3209,Listrik/Gas,"206,006"
JAWA BARAT,CIREBON,3209,Minyak tanah,706
JAWA BARAT,CIREBON,3209,Briket/Arang/Kayu,"39,806"
JAWA BARAT,CIREBON,3209,Tidak memasak di rumah,"3,283"
JAWA BARAT,MAJALENGKA,3210,Listrik/Gas,"76,010"
JAWA BARAT,MAJALENGKA,3210,Minyak tanah,217
JAWA BARAT,MAJALENGKA,3210,Briket/Arang/Kayu,"57,792"
JAWA BARAT,MAJALENGKA,3210,Tidak memasak di rumah,"3,997"
JAWA BARAT,SUMEDANG,3211,Listrik/Gas,"39,409"
JAWA BARAT,SUMEDANG,3211,Minyak tanah,86
JAWA BARAT,SUMEDANG,3211,Briket/Arang/Kayu,"55,605"
JAWA BARAT,SUMEDANG,3211,Tidak memasak di rumah,"1,821"
JAWA BARAT,INDRAMAYU,3212,Listrik/Gas,"192,007"
JAWA BARAT,INDRAMAYU,3212,Minyak tanah,237
JAWA BARAT,INDRAMAYU,3212,Briket/Arang/Kayu,"39,527"
JAWA BARAT,INDRAMAYU,3212,Tidak memasak di rumah,"5,628"
JAWA BARAT,SUBANG,3213,Listrik/Gas,"87,713"
JAWA BARAT,SUBANG,3213,Minyak tanah,148
JAWA BARAT,SUBANG,3213,Briket/Arang/Kayu,"41,330"
JAWA BARAT,SUBANG,3213,Tidak memasak di rumah,"1,709"
JAWA BARAT,PURWAKARTA,3214,Listrik/Gas,"22,720"
JAWA BARAT,PURWAKARTA,3214,Minyak tanah,89
JAWA BARAT,PURWAKARTA,3214,Briket/Arang/Kayu,"36,047"
JAWA BARAT,PURWAKARTA,3214,Tidak memasak di rumah,793
JAWA BARAT,KARAWANG,3215,Listrik/Gas,"171,686"
JAWA BARAT,KARAWANG,3215,Minyak tanah,496
JAWA BARAT,KARAWANG,3215,Briket/Arang/Kayu,"43,828"
JAWA BARAT,KARAWANG,3215,Tidak memasak di rumah,"3,645"
JAWA BARAT,BEKASI,3216,Listrik/Gas,"136,795"
JAWA BARAT,BEKASI,3216,Minyak tanah,474
JAWA BARAT,BEKASI,3216,Briket/Arang/Kayu,"19,602"
JAWA BARAT,BEKASI,3216,Tidak memasak di rumah,"1,981"
JAWA BARAT,BANDUNG BARAT,3217,Listrik/Gas,"71,602"
JAWA BARAT,BANDUNG BARAT,3217,Minyak tanah,142
