Provinsi,NamaKab/Kota,KodeKab/Kota,Bahan bakar memasak,Jumlah rumah tangga
BANTEN,KOTA TANGERANG,3671,Minyak tanah,590
BANTEN,KOTA TANGERANG,3671,Briket/Arang/Kayu,"1,266"
BANTEN,KOTA TANGERANG,3671,Tidak memasak di rumah,"1,016"
BANTEN,KOTA CILEGON,3672,Listrik/Gas,"10,393"
BANTEN,KOTA CILEGON,3672,Minyak tanah,52
BANTEN,KOTA CILEGON,3672,Briket/Arang/Kayu,"3,318"
BANTEN,KOTA CILEGON,3672,Tidak memasak di rumah,118
BANTEN,KOTA SERANG,3673,Listrik/Gas,"13,194"
BANTEN,KOTA SERANG,3673,Minyak tanah,64
BANTEN,KOTA SERANG,3673,Briket/Arang/Kayu,"7,153"
BANTEN,KOTA SERANG,3673,Tidak memasak di rumah,78
BANTEN,KOTA TANGERANG SELATAN,3674,Listrik/Gas,"33,139"
BANTEN,KOTA TANGERANG SELATAN,3674,Minyak tanah,114
BANTEN,KOTA TANGERANG SELATAN,3674,Briket/Arang/Kayu,701
BANTEN,KOTA TANGERANG SELATAN,3674,Tidak memasak di rumah,499
BANTEN,TOTAL,"373,433",Listrik/Gas,"1,557"
BANTEN,TOTAL,"373,433",Minyak tanah,"275,077"
BANTEN,TOTAL,"373,433",Briket/Arang/Kayu,"4,523"
BALI,JEMBRANA,5101,Listrik/Gas,"4,568"
BALI,JEMBRANA,5101,Minyak tanah,16
BALI,JEMBRANA,5101,Briket/Arang/Kayu,"12,980"
BALI,JEMBRANA,5101,Tidak memasak di rumah,146
BALI,TABANAN,5102,Listrik/Gas,"6,772"
BALI,TABANAN,5102,Minyak tanah,3
BALI,TABANAN,5102,Briket/Arang/Kayu,"22,278"
BALI,TABANAN,5102,Tidak memasak di rumah,106
BALI,BADUNG,5103,Listrik/Gas,"3,769"
BALI,BADUNG,5103,Minyak tanah,26
BALI,BADUNG,5103,Briket/Arang/Kayu,"8,441"
BALI,BADUNG,5103,Tidak memasak di rumah,65
BALI,GIANYAR,5104,Listrik/Gas,"4,030"
BALI,GIANYAR,5104,Minyak tanah,2
BALI,GIANYAR,5104,Briket/Arang/Kayu,"14,995"
BALI,GIANYAR,5104,Tidak memasak di rumah,72
BALI,KLUNGKUNG,5105,Listrik/Gas,"2,410"
BALI,KLUNGKUNG,5105,Minyak tanah,52
BALI,KLUNGKUNG,5105,Briket/Arang/Kayu,"8,584"
BALI,KLUNGKUNG,5105,Tidak memasak di rumah,143
BALI,BANGLI,5106,Listrik/Gas,"2,502"
BALI,BANGLI,5106,Minyak tanah,5
BALI,BANGLI,5106,Briket/Arang/Kayu,"14,741"
BALI,BANGLI,5106,Tidak memasak di rumah,68
BALI,KARANG ASEM,5107,Listrik/Gas,"4,103"
BALI,KARANG ASEM,5107,Minyak tanah,120
BALI,KARANG ASEM,5107,Briket/Arang/Kayu,"33,863"
BALI,KARANG ASEM,5107,Tidak memasak di rumah,350
BALI,BULELENG,5108,Listrik/Gas,"16,230"
BALI,BULELENG,5108,Minyak tanah,159
BALI,BULELENG,5108,Briket/Arang/Kayu,"44,863"
BALI,BULELENG,5108,Tidak memasak di rumah,730
BALI,KOTA DENPASAR,5171,Listrik/Gas,"4,194"
BALI,KOTA DENPASAR,5171,Minyak tanah,117
BALI,KOTA DENPASAR,5171,Briket/Arang/Kayu,364
BALI,KOTA DENPASAR,5171,Tidak memasak di rumah,42
BALI,TOTAL,"48,578",Listrik/Gas,500
BALI,TOTAL,"48,578",Minyak tanah,"161,109"
BALI,TOTAL,"48,578",Briket/Arang/Kayu,"1,722"
NUSA TENGGARA BARAT,LOMBOK BARAT,5201,Listrik/Gas,"50,292"
NUSA TENGGARA BARAT,LOMBOK BARAT,5201,Minyak tanah,"3,428"
NUSA TENGGARA BARAT,LOMBOK BARAT,5201,Briket/Arang/Kayu,"48,153"
NUSA TENGGARA BARAT,LOMBOK BARAT,5201,Tidak memasak di rumah,"1,392"
NUSA TENGGARA BARAT,LOMBOK TENGAH,5202,Listrik/Gas,"55,650"
NUSA TENGGARA BARAT,LOMBOK TENGAH,5202,Minyak tanah,546
NUSA TENGGARA BARAT,LOMBOK TENGAH,5202,Briket/Arang/Kayu,"105,634"
NUSA TENGGARA BARAT,LOMBOK TENGAH,5202,Tidak memasak di rumah,"1,496"
NUSA TENGGARA BARAT,LOMBOK TIMUR,5203,Listrik/Gas,"97,989"
NUSA TENGGARA BARAT,LOMBOK TIMUR,5203,Minyak tanah,"2,424"
NUSA TENGGARA BARAT,LOMBOK TIMUR,5203,Briket/Arang/Kayu,"118,199"
NUSA TENGGARA BARAT,LOMBOK TIMUR,5203,Tidak memasak di rumah,"1,637"
NUSA TENGGARA BARAT,SUMBAWA,5204,Listrik/Gas,204
NUSA TENGGARA BARAT,SUMBAWA,5204,Minyak tanah,"9,758"
NUSA TENGGARA BARAT,SUMBAWA,5204,Briket/Arang/Kayu,"32,741"
NUSA TENGGARA BARAT,SUMBAWA,5204,Tidak memasak di rumah,106
NUSA TENGGARA BARAT,DOMPU,5205,Listrik/Gas,69
NUSA TENGGARA BARAT,DOMPU,5205,Minyak tanah,"8,819"
NUSA TENGGARA BARAT,DOMPU,5205,Briket/Arang/Kayu,"21,747"
NUSA TENGGARA BARAT,DOMPU,5205,Tidak memasak di rumah,72
NUSA TENGGARA BARAT,BIMA,5206,Listrik/Gas,514
NUSA TENGGARA BARAT,BIMA,5206,Minyak tanah,"15,434"
NUSA TENGGARA BARAT,BIMA,5206,Briket/Arang/Kayu,"45,746"
NUSA TENGGARA BARAT,BIMA,5206,Tidak memasak di rumah,221
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Listrik/Gas,436
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Minyak tanah,"6,228"
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Briket/Arang/Kayu,"7,859"
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,Tidak memasak di rumah,58
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Listrik/Gas,"8,862"
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Minyak tanah,417
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Briket/Arang/Kayu,"27,013"
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,Tidak memasak di rumah,229
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Listrik/Gas,"27,655"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Minyak tanah,"4,002"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Briket/Arang/Kayu,"2,973"
NUSA TENGGARA BARAT,KOTA MATARAM,5271,Tidak memasak di rumah,"1,090"
NUSA TENGGARA BARAT,KOTA BIMA,5272,Listrik/Gas,215
NUSA TENGGARA BARAT,KOTA BIMA,5272,Minyak tanah,"10,465"
NUSA TENGGARA BARAT,KOTA BIMA,5272,Briket/Arang/Kayu,"4,850"
NUSA TENGGARA BARAT,KOTA BIMA,5272,Tidak memasak di rumah,110
NUSA TENGGARA BARAT,TOTAL,"241,886",Listrik/Gas,"61,521"
NUSA TENGGARA BARAT,TOTAL,"241,886",Minyak tanah,"414,915"
NUSA TENGGARA BARAT,TOTAL,"241,886",Briket/Arang/Kayu,"6,411"
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Listrik/Gas,26
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Minyak tanah,134
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Briket/Arang/Kayu,"15,851"
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,Tidak memasak di rumah,2
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Listrik/Gas,93
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Minyak tanah,137
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Briket/Arang/Kayu,"25,617"
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,Tidak memasak di rumah,12
NUSA TENGGARA TIMUR,KUPANG,5303,Listrik/Gas,64
NUSA TENGGARA TIMUR,KUPANG,5303,Minyak tanah,191
NUSA TENGGARA TIMUR,KUPANG,5303,Briket/Arang/Kayu,"35,608"
NUSA TENGGARA TIMUR,KUPANG,5303,Tidak memasak di rumah,16
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Listrik/Gas,2
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Minyak tanah,100
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Briket/Arang/Kayu,"75,233"
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,Tidak memasak di rumah,0
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Listrik/Gas,82
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Minyak tanah,66
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Briket/Arang/Kayu,"31,219"
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,Tidak memasak di rumah,16
NUSA TENGGARA TIMUR,BELU,5306,Listrik/Gas,30
NUSA TENGGARA TIMUR,BELU,5306,Minyak tanah,247
NUSA TENGGARA TIMUR,BELU,5306,Briket/Arang/Kayu,"20,673"
NUSA TENGGARA TIMUR,BELU,5306,Tidak memasak di rumah,18
NUSA TENGGARA TIMUR,ALOR,5307,Listrik/Gas,12
NUSA TENGGARA TIMUR,ALOR,5307,Minyak tanah,239
NUSA TENGGARA TIMUR,ALOR,5307,Briket/Arang/Kayu,"25,903"
NUSA TENGGARA TIMUR,ALOR,5307,Tidak memasak di rumah,23
NUSA TENGGARA TIMUR,LEMBATA,5308,Listrik/Gas,2
NUSA TENGGARA TIMUR,LEMBATA,5308,Minyak tanah,225
NUSA TENGGARA TIMUR,LEMBATA,5308,Briket/Arang/Kayu,"16,973"
NUSA TENGGARA TIMUR,LEMBATA,5308,Tidak memasak di rumah,7
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Listrik/Gas,1
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Minyak tanah,592
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Briket/Arang/Kayu,"21,510"
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,Tidak memasak di rumah,19
NUSA TENGGARA TIMUR,SIKKA,5310,Listrik/Gas,0
NUSA TENGGARA TIMUR,SIKKA,5310,Minyak tanah,"1,120"
NUSA TENGGARA TIMUR,SIKKA,5310,Briket/Arang/Kayu,"33,093"
NUSA TENGGARA TIMUR,SIKKA,5310,Tidak memasak di rumah,28
NUSA TENGGARA TIMUR,ENDE,5311,Listrik/Gas,8
NUSA TENGGARA TIMUR,ENDE,5311,Minyak tanah,346
NUSA TENGGARA TIMUR,ENDE,5311,Briket/Arang/Kayu,"27,380"
NUSA TENGGARA TIMUR,ENDE,5311,Tidak memasak di rumah,24
NUSA TENGGARA TIMUR,NGADA,5312,Listrik/Gas,80
NUSA TENGGARA TIMUR,NGADA,5312,Minyak tanah,53
NUSA TENGGARA TIMUR,NGADA,5312,Briket/Arang/Kayu,"11,739"
NUSA TENGGARA TIMUR,NGADA,5312,Tidak memasak di rumah,2
NUSA TENGGARA TIMUR,MANGGARAI,5313,Listrik/Gas,159
NUSA TENGGARA TIMUR,MANGGARAI,5313,Minyak tanah,155
NUSA TENGGARA TIMUR,MANGGARAI,5313,Briket/Arang/Kayu,"36,362"
NUSA TENGGARA TIMUR,MANGGARAI,5313,Tidak memasak di rumah,12
NUSA TENGGARA TIMUR,ROTE NDAO,5314,Listrik/Gas,23
NUSA TENGGARA TIMUR,ROTE NDAO,5314,Minyak tanah,175
NUSA TENGGARA TIMUR,ROTE NDAO,5314,Briket/Arang/Kayu,"18,388"
NUSA TENGGARA TIMUR,ROTE NDAO,5314,Tidak memasak di rumah,25
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,Listrik/Gas,113
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,Minyak tanah,354
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,Briket/Arang/Kayu,"33,728"
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,Tidak memasak di rumah,21
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,Listrik/Gas,7
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,Minyak tanah,14
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,Briket/Arang/Kayu,"9,425"
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,Tidak memasak di rumah,5
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,Listrik/Gas,13
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,Minyak tanah,189
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,Briket/Arang/Kayu,"45,903"
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,Tidak memasak di rumah,28
NUSA TENGGARA TIMUR,NAGEKEO,5318,Listrik/Gas,3
NUSA TENGGARA TIMUR,NAGEKEO,5318,Minyak tanah,47
NUSA TENGGARA TIMUR,NAGEKEO,5318,Briket/Arang/Kayu,"11,194"
NUSA TENGGARA TIMUR,NAGEKEO,5318,Tidak memasak di rumah,5
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,Listrik/Gas,0
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,Minyak tanah,52
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,Briket/Arang/Kayu,"39,610"
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,Tidak memasak di rumah,0
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,Listrik/Gas,76
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,Minyak tanah,23
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,Briket/Arang/Kayu,"14,576"
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,Tidak memasak di rumah,13
NUSA TENGGARA TIMUR,MALAKA,5321,Listrik/Gas,2
NUSA TENGGARA TIMUR,MALAKA,5321,Minyak tanah,27
NUSA TENGGARA TIMUR,MALAKA,5321,Briket/Arang/Kayu,"22,314"
NUSA TENGGARA TIMUR,MALAKA,5321,Tidak memasak di rumah,12
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,Listrik/Gas,163
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,Minyak tanah,"9,157"
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,Briket/Arang/Kayu,"10,183"
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,Tidak memasak di rumah,56
NUSA TENGGARA TIMUR,TOTAL,959,Listrik/Gas,"13,643"
NUSA TENGGARA TIMUR,TOTAL,959,Minyak tanah,"582,482"
NUSA TENGGARA TIMUR,TOTAL,959,Briket/Arang/Kayu,344
KALIMANTAN BARAT,SAMBAS,6101,Listrik/Gas,"17,056"
KALIMANTAN BARAT,SAMBAS,6101,Minyak tanah,45
KALIMANTAN BARAT,SAMBAS,6101,Briket/Arang/Kayu,"23,869"
KALIMANTAN BARAT,SAMBAS,6101,Tidak memasak di rumah,130
KALIMANTAN BARAT,BENGKAYANG,6102,Listrik/Gas,"6,191"
KALIMANTAN BARAT,BENGKAYANG,6102,Minyak tanah,24
KALIMANTAN BARAT,BENGKAYANG,6102,Briket/Arang/Kayu,"11,214"
KALIMANTAN BARAT,BENGKAYANG,6102,Tidak memasak di rumah,14
KALIMANTAN BARAT,LANDAK,6103,Listrik/Gas,"13,743"
KALIMANTAN BARAT,LANDAK,6103,Minyak tanah,21
KALIMANTAN BARAT,LANDAK,6103,Briket/Arang/Kayu,"32,445"
KALIMANTAN BARAT,LANDAK,6103,Tidak memasak di rumah,43
KALIMANTAN BARAT,MEMPAWAH,6104,Listrik/Gas,"18,540"
KALIMANTAN BARAT,MEMPAWAH,6104,Minyak tanah,34
KALIMANTAN BARAT,MEMPAWAH,6104,Briket/Arang/Kayu,"7,390"
KALIMANTAN BARAT,MEMPAWAH,6104,Tidak memasak di rumah,73
KALIMANTAN BARAT,SANGGAU,6105,Listrik/Gas,"11,038"
KALIMANTAN BARAT,SANGGAU,6105,Minyak tanah,98
KALIMANTAN BARAT,SANGGAU,6105,Briket/Arang/Kayu,"19,822"
KALIMANTAN BARAT,SANGGAU,6105,Tidak memasak di rumah,32
KALIMANTAN BARAT,KETAPANG,6106,Listrik/Gas,"13,417"
KALIMANTAN BARAT,KETAPANG,6106,Minyak tanah,378
KALIMANTAN BARAT,KETAPANG,6106,Briket/Arang/Kayu,"26,036"
KALIMANTAN BARAT,KETAPANG,6106,Tidak memasak di rumah,69
KALIMANTAN BARAT,SINTANG,6107,Listrik/Gas,"13,959"
KALIMANTAN BARAT,SINTANG,6107,Minyak tanah,91
KALIMANTAN BARAT,SINTANG,6107,Briket/Arang/Kayu,"28,822"
KALIMANTAN BARAT,SINTANG,6107,Tidak memasak di rumah,53
KALIMANTAN BARAT,KAPUAS HULU,6108,Listrik/Gas,"11,482"
KALIMANTAN BARAT,KAPUAS HULU,6108,Minyak tanah,62
KALIMANTAN BARAT,KAPUAS HULU,6108,Briket/Arang/Kayu,"14,999"
KALIMANTAN BARAT,KAPUAS HULU,6108,Tidak memasak di rumah,18
KALIMANTAN BARAT,SEKADAU,6109,Listrik/Gas,"1,546"
KALIMANTAN BARAT,SEKADAU,6109,Minyak tanah,15
KALIMANTAN BARAT,SEKADAU,6109,Briket/Arang/Kayu,"7,455"
KALIMANTAN BARAT,SEKADAU,6109,Tidak memasak di rumah,8
KALIMANTAN BARAT,MELAWI,6110,Listrik/Gas,"5,220"
KALIMANTAN BARAT,MELAWI,6110,Minyak tanah,64
KALIMANTAN BARAT,MELAWI,6110,Briket/Arang/Kayu,"11,953"
KALIMANTAN BARAT,MELAWI,6110,Tidak memasak di rumah,25
KALIMANTAN BARAT,KAYONG UTARA,6111,Listrik/Gas,"3,644"
KALIMANTAN BARAT,KAYONG UTARA,6111,Minyak tanah,10
KALIMANTAN BARAT,KAYONG UTARA,6111,Briket/Arang/Kayu,"4,951"
KALIMANTAN BARAT,KAYONG UTARA,6111,Tidak memasak di rumah,1
KALIMANTAN BARAT,KUBU RAYA,6112,Listrik/Gas,"34,666"
KALIMANTAN BARAT,KUBU RAYA,6112,Minyak tanah,88
KALIMANTAN BARAT,KUBU RAYA,6112,Briket/Arang/Kayu,"15,937"
KALIMANTAN BARAT,KUBU RAYA,6112,Tidak memasak di rumah,82
KALIMANTAN BARAT,KOTA PONTIANAK,6171,Listrik/Gas,"22,081"
KALIMANTAN BARAT,KOTA PONTIANAK,6171,Minyak tanah,574
KALIMANTAN BARAT,KOTA PONTIANAK,6171,Briket/Arang/Kayu,641
KALIMANTAN BARAT,KOTA PONTIANAK,6171,Tidak memasak di rumah,155
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,Listrik/Gas,"10,513"
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,Minyak tanah,97
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,Briket/Arang/Kayu,"3,070"
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,Tidak memasak di rumah,114
KALIMANTAN BARAT,TOTAL,"183,096",Listrik/Gas,"1,601"
KALIMANTAN BARAT,TOTAL,"183,096",Minyak tanah,"208,604"
KALIMANTAN BARAT,TOTAL,"183,096",Briket/Arang/Kayu,817
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,Listrik/Gas,127
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,Minyak tanah,"4,496"
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,Briket/Arang/Kayu,"5,181"
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,Tidak memasak di rumah,38
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,Listrik/Gas,590
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,Minyak tanah,"6,175"
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,Briket/Arang/Kayu,"21,246"
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,Tidak memasak di rumah,49
KALIMANTAN TENGAH,KAPUAS,6203,Listrik/Gas,"8,071"
KALIMANTAN TENGAH,KAPUAS,6203,Minyak tanah,"1,082"
KALIMANTAN TENGAH,KAPUAS,6203,Briket/Arang/Kayu,"21,381"
KALIMANTAN TENGAH,KAPUAS,6203,Tidak memasak di rumah,64
KALIMANTAN TENGAH,BARITO SELATAN,6204,Listrik/Gas,813
KALIMANTAN TENGAH,BARITO SELATAN,6204,Minyak tanah,404
KALIMANTAN TENGAH,BARITO SELATAN,6204,Briket/Arang/Kayu,"5,878"
KALIMANTAN TENGAH,BARITO SELATAN,6204,Tidak memasak di rumah,17
KALIMANTAN TENGAH,BARITO UTARA,6205,Listrik/Gas,593
KALIMANTAN TENGAH,BARITO UTARA,6205,Minyak tanah,802
KALIMANTAN TENGAH,BARITO UTARA,6205,Briket/Arang/Kayu,"5,836"
KALIMANTAN TENGAH,BARITO UTARA,6205,Tidak memasak di rumah,9
KALIMANTAN TENGAH,SUKAMARA,6206,Listrik/Gas,198
KALIMANTAN TENGAH,SUKAMARA,6206,Minyak tanah,"1,080"
KALIMANTAN TENGAH,SUKAMARA,6206,Briket/Arang/Kayu,"1,350"
KALIMANTAN TENGAH,SUKAMARA,6206,Tidak memasak di rumah,7
KALIMANTAN TENGAH,LAMANDAU,6207,Listrik/Gas,48
KALIMANTAN TENGAH,LAMANDAU,6207,Minyak tanah,373
KALIMANTAN TENGAH,LAMANDAU,6207,Briket/Arang/Kayu,"2,699"
KALIMANTAN TENGAH,LAMANDAU,6207,Tidak memasak di rumah,5
KALIMANTAN TENGAH,SERUYAN,6208,Listrik/Gas,274
KALIMANTAN TENGAH,SERUYAN,6208,Minyak tanah,"1,143"
KALIMANTAN TENGAH,SERUYAN,6208,Briket/Arang/Kayu,"5,313"
KALIMANTAN TENGAH,SERUYAN,6208,Tidak memasak di rumah,25
KALIMANTAN TENGAH,KATINGAN,6209,Listrik/Gas,299
KALIMANTAN TENGAH,KATINGAN,6209,Minyak tanah,962
KALIMANTAN TENGAH,KATINGAN,6209,Briket/Arang/Kayu,"7,930"
KALIMANTAN TENGAH,KATINGAN,6209,Tidak memasak di rumah,37
KALIMANTAN TENGAH,PULANG PISAU,6210,Listrik/Gas,"2,661"
KALIMANTAN TENGAH,PULANG PISAU,6210,Minyak tanah,502
KALIMANTAN TENGAH,PULANG PISAU,6210,Briket/Arang/Kayu,"7,829"
KALIMANTAN TENGAH,PULANG PISAU,6210,Tidak memasak di rumah,16
KALIMANTAN TENGAH,GUNUNG MAS,6211,Listrik/Gas,39
KALIMANTAN TENGAH,GUNUNG MAS,6211,Minyak tanah,60
KALIMANTAN TENGAH,GUNUNG MAS,6211,Briket/Arang/Kayu,"1,344"
KALIMANTAN TENGAH,GUNUNG MAS,6211,Tidak memasak di rumah,0
KALIMANTAN TENGAH,BARITO TIMUR,6212,Listrik/Gas,327
KALIMANTAN TENGAH,BARITO TIMUR,6212,Minyak tanah,291
KALIMANTAN TENGAH,BARITO TIMUR,6212,Briket/Arang/Kayu,"4,467"
KALIMANTAN TENGAH,BARITO TIMUR,6212,Tidak memasak di rumah,33
KALIMANTAN TENGAH,MURUNG RAYA,6213,Listrik/Gas,199
KALIMANTAN TENGAH,MURUNG RAYA,6213,Minyak tanah,213
KALIMANTAN TENGAH,MURUNG RAYA,6213,Briket/Arang/Kayu,"5,277"
KALIMANTAN TENGAH,MURUNG RAYA,6213,Tidak memasak di rumah,2
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,Listrik/Gas,"5,294"
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,Minyak tanah,"2,268"
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,Briket/Arang/Kayu,"1,538"
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,Tidak memasak di rumah,42
KALIMANTAN TENGAH,TOTAL,"19,533",Listrik/Gas,"19,851"
KALIMANTAN TENGAH,TOTAL,"19,533",Minyak tanah,"97,269"
KALIMANTAN TENGAH,TOTAL,"19,533",Briket/Arang/Kayu,344
KALIMANTAN SELATAN,TANAH LAUT,6301,Listrik/Gas,"2,801"
KALIMANTAN SELATAN,TANAH LAUT,6301,Minyak tanah,"1,743"
KALIMANTAN SELATAN,TANAH LAUT,6301,Briket/Arang/Kayu,"12,968"
KALIMANTAN SELATAN,TANAH LAUT,6301,Tidak memasak di rumah,86
KALIMANTAN SELATAN,KOTA BARU,6302,Listrik/Gas,176
KALIMANTAN SELATAN,KOTA BARU,6302,Minyak tanah,"3,790"
KALIMANTAN SELATAN,KOTA BARU,6302,Briket/Arang/Kayu,"10,744"
KALIMANTAN SELATAN,KOTA BARU,6302,Tidak memasak di rumah,23
KALIMANTAN SELATAN,BANJAR,6303,Listrik/Gas,"7,021"
KALIMANTAN SELATAN,BANJAR,6303,Minyak tanah,"1,230"
KALIMANTAN SELATAN,BANJAR,6303,Briket/Arang/Kayu,"15,667"
KALIMANTAN SELATAN,BANJAR,6303,Tidak memasak di rumah,145
KALIMANTAN SELATAN,BARITO KUALA,6304,Listrik/Gas,"6,641"
KALIMANTAN SELATAN,BARITO KUALA,6304,Minyak tanah,150
KALIMANTAN SELATAN,BARITO KUALA,6304,Briket/Arang/Kayu,"11,333"
KALIMANTAN SELATAN,BARITO KUALA,6304,Tidak memasak di rumah,47
KALIMANTAN SELATAN,TAPIN,6305,Listrik/Gas,"2,029"
KALIMANTAN SELATAN,TAPIN,6305,Minyak tanah,207
KALIMANTAN SELATAN,TAPIN,6305,Briket/Arang/Kayu,"4,164"
KALIMANTAN SELATAN,TAPIN,6305,Tidak memasak di rumah,33
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,Listrik/Gas,"6,770"
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,Minyak tanah,646
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,Briket/Arang/Kayu,"13,735"
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,Tidak memasak di rumah,360
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,Listrik/Gas,"5,239"
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,Minyak tanah,329
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,Briket/Arang/Kayu,"20,559"
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,Tidak memasak di rumah,402
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,Listrik/Gas,"3,282"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,Minyak tanah,"2,387"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,Briket/Arang/Kayu,"20,113"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,Tidak memasak di rumah,218
KALIMANTAN SELATAN,TABALONG,6309,Listrik/Gas,"2,018"
KALIMANTAN SELATAN,TABALONG,6309,Minyak tanah,"1,325"
KALIMANTAN SELATAN,TABALONG,6309,Briket/Arang/Kayu,"15,758"
KALIMANTAN SELATAN,TABALONG,6309,Tidak memasak di rumah,149
KALIMANTAN SELATAN,TANAH BUMBU,6310,Listrik/Gas,"1,234"
KALIMANTAN SELATAN,TANAH BUMBU,6310,Minyak tanah,"3,864"
KALIMANTAN SELATAN,TANAH BUMBU,6310,Briket/Arang/Kayu,"11,570"
KALIMANTAN SELATAN,TANAH BUMBU,6310,Tidak memasak di rumah,89
KALIMANTAN SELATAN,BALANGAN,6311,Listrik/Gas,500
KALIMANTAN SELATAN,BALANGAN,6311,Minyak tanah,52
KALIMANTAN SELATAN,BALANGAN,6311,Briket/Arang/Kayu,"6,811"
KALIMANTAN SELATAN,BALANGAN,6311,Tidak memasak di rumah,69
