Provinsi,NamaKab/Kota,KodeKab/Kota,Status tempat tinggal,Jumlah rumah tangga
BENGKULU,KOTA BENGKULU,1771,Bebas Sewa,"2,917"
LAMPUNG,LAMPUNG BARAT,1801,Milik Sendiri,"29,147"
LAMPUNG,LAMPUNG BARAT,1801,Kontrak/Sewa,771
LAMPUNG,LAMPUNG BARAT,1801,Bebas Sewa,"3,361"
LAMPUNG,TANGGAMUS,1802,Milik Sendiri,"60,062"
LAMPUNG,TANGGAMUS,1802,Kontrak/Sewa,870
LAMPUNG,TANGGAMUS,1802,Bebas Sewa,"4,674"
LAMPUNG,LAMPUNG SELATAN,1803,Milik Sendiri,"118,582"
LAMPUNG,LAMPUNG SELATAN,1803,Kontrak/Sewa,"1,860"
LAMPUNG,LAMPUNG SELATAN,1803,Bebas Sewa,"10,796"
LAMPUNG,LAMPUNG TIMUR,1804,Milik Sendiri,"99,346"
LAMPUNG,LAMPUNG TIMUR,1804,Kontrak/Sewa,799
LAMPUNG,LAMPUNG TIMUR,1804,Bebas Sewa,"8,348"
LAMPUNG,LAMPUNG TENGAH,1805,Milik Sendiri,"111,489"
LAMPUNG,LAMPUNG TENGAH,1805,Kontrak/Sewa,"1,120"
LAMPUNG,LAMPUNG TENGAH,1805,Bebas Sewa,"9,727"
LAMPUNG,LAMPUNG UTARA,1806,Milik Sendiri,"64,648"
LAMPUNG,LAMPUNG UTARA,1806,Kontrak/Sewa,"1,476"
LAMPUNG,LAMPUNG UTARA,1806,Bebas Sewa,"6,791"
LAMPUNG,WAY KANAN,1807,Milik Sendiri,"42,952"
LAMPUNG,WAY KANAN,1807,Kontrak/Sewa,373
LAMPUNG,WAY KANAN,1807,Bebas Sewa,"3,640"
LAMPUNG,TULANGBAWANG,1808,Milik Sendiri,"37,930"
LAMPUNG,TULANGBAWANG,1808,Kontrak/Sewa,510
LAMPUNG,TULANGBAWANG,1808,Bebas Sewa,"3,295"
LAMPUNG,PESAWARAN,1809,Milik Sendiri,"55,795"
LAMPUNG,PESAWARAN,1809,Kontrak/Sewa,817
LAMPUNG,PESAWARAN,1809,Bebas Sewa,"5,146"
LAMPUNG,PRINGSEWU,1810,Milik Sendiri,"32,422"
LAMPUNG,PRINGSEWU,1810,Kontrak/Sewa,512
LAMPUNG,PRINGSEWU,1810,Bebas Sewa,"3,438"
LAMPUNG,MESUJI,1811,Milik Sendiri,"20,324"
LAMPUNG,MESUJI,1811,Kontrak/Sewa,77
LAMPUNG,MESUJI,1811,Bebas Sewa,"1,602"
LAMPUNG,TULANG BAWANG BARAT,1812,Milik Sendiri,"20,655"
LAMPUNG,TULANG BAWANG BARAT,1812,Kontrak/Sewa,94
LAMPUNG,TULANG BAWANG BARAT,1812,Bebas Sewa,"1,954"
LAMPUNG,PESISIR BARAT,1813,Milik Sendiri,"18,412"
LAMPUNG,PESISIR BARAT,1813,Kontrak/Sewa,215
LAMPUNG,PESISIR BARAT,1813,Bebas Sewa,931
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Milik Sendiri,"49,563"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Kontrak/Sewa,"12,484"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Bebas Sewa,"17,607"
LAMPUNG,KOTA METRO,1872,Milik Sendiri,"6,755"
LAMPUNG,KOTA METRO,1872,Kontrak/Sewa,578
LAMPUNG,KOTA METRO,1872,Bebas Sewa,"1,163"
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Milik Sendiri,"13,642"
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Kontrak/Sewa,255
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Bebas Sewa,976
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Milik Sendiri,"9,141"
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Kontrak/Sewa,175
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Bebas Sewa,623
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Milik Sendiri,"5,956"
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Kontrak/Sewa,39
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Bebas Sewa,198
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Milik Sendiri,"9,501"
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Kontrak/Sewa,200
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Bebas Sewa,539
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Milik Sendiri,"7,360"
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Kontrak/Sewa,128
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Bebas Sewa,521
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Milik Sendiri,"6,879"
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Kontrak/Sewa,85
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Bebas Sewa,381
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Milik Sendiri,"6,642"
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Kontrak/Sewa,667
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Bebas Sewa,"1,105"
KEPULAUAN RIAU,KARIMUN,2101,Milik Sendiri,"12,190"
KEPULAUAN RIAU,KARIMUN,2101,Kontrak/Sewa,579
KEPULAUAN RIAU,KARIMUN,2101,Bebas Sewa,862
KEPULAUAN RIAU,BINTAN,2102,Milik Sendiri,"4,532"
KEPULAUAN RIAU,BINTAN,2102,Kontrak/Sewa,562
KEPULAUAN RIAU,BINTAN,2102,Bebas Sewa,755
KEPULAUAN RIAU,NATUNA,2103,Milik Sendiri,"2,380"
KEPULAUAN RIAU,NATUNA,2103,Kontrak/Sewa,43
KEPULAUAN RIAU,NATUNA,2103,Bebas Sewa,112
KEPULAUAN RIAU,LINGGA,2104,Milik Sendiri,"6,914"
KEPULAUAN RIAU,LINGGA,2104,Kontrak/Sewa,45
KEPULAUAN RIAU,LINGGA,2104,Bebas Sewa,195
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Milik Sendiri,656
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Kontrak/Sewa,7
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Bebas Sewa,38
KEPULAUAN RIAU,KOTA BATAM,2171,Milik Sendiri,"32,759"
KEPULAUAN RIAU,KOTA BATAM,2171,Kontrak/Sewa,"4,995"
KEPULAUAN RIAU,KOTA BATAM,2171,Bebas Sewa,"1,784"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Milik Sendiri,"5,849"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Kontrak/Sewa,"2,526"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Bebas Sewa,"1,563"
DKI JAKARTA,KEPULAUAN SERIBU,3101,Milik Sendiri,"1,519"
DKI JAKARTA,KEPULAUAN SERIBU,3101,Kontrak/Sewa,92
DKI JAKARTA,KEPULAUAN SERIBU,3101,Bebas Sewa,136
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Milik Sendiri,"16,148"
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Kontrak/Sewa,"13,394"
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Bebas Sewa,"7,679"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Milik Sendiri,"30,195"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Kontrak/Sewa,"21,337"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Bebas Sewa,"14,065"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Milik Sendiri,"13,593"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Kontrak/Sewa,"7,219"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Bebas Sewa,"12,463"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Milik Sendiri,"27,715"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Kontrak/Sewa,"14,866"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Bebas Sewa,"9,539"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Milik Sendiri,"29,531"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Kontrak/Sewa,"22,248"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Bebas Sewa,"16,213"
JAWA BARAT,BOGOR,3201,Milik Sendiri,"293,165"
JAWA BARAT,BOGOR,3201,Kontrak/Sewa,"5,959"
JAWA BARAT,BOGOR,3201,Bebas Sewa,"17,488"
JAWA BARAT,SUKABUMI,3202,Milik Sendiri,"215,267"
JAWA BARAT,SUKABUMI,3202,Kontrak/Sewa,"3,126"
JAWA BARAT,SUKABUMI,3202,Bebas Sewa,"15,262"
JAWA BARAT,CIANJUR,3203,Milik Sendiri,"262,368"
JAWA BARAT,CIANJUR,3203,Kontrak/Sewa,"10,239"
JAWA BARAT,CIANJUR,3203,Bebas Sewa,"27,575"
JAWA BARAT,BANDUNG,3204,Milik Sendiri,"262,036"
JAWA BARAT,BANDUNG,3204,Kontrak/Sewa,"15,120"
JAWA BARAT,BANDUNG,3204,Bebas Sewa,"39,603"
JAWA BARAT,GARUT,3205,Milik Sendiri,"279,161"
JAWA BARAT,GARUT,3205,Kontrak/Sewa,"6,222"
JAWA BARAT,GARUT,3205,Bebas Sewa,"27,671"
JAWA BARAT,TASIKMALAYA,3206,Milik Sendiri,"194,724"
JAWA BARAT,TASIKMALAYA,3206,Kontrak/Sewa,"1,657"
JAWA BARAT,TASIKMALAYA,3206,Bebas Sewa,"14,118"
JAWA BARAT,CIAMIS,3207,Milik Sendiri,"133,047"
JAWA BARAT,CIAMIS,3207,Kontrak/Sewa,"1,553"
JAWA BARAT,CIAMIS,3207,Bebas Sewa,"16,277"
JAWA BARAT,KUNINGAN,3208,Milik Sendiri,"98,786"
JAWA BARAT,KUNINGAN,3208,Kontrak/Sewa,699
JAWA BARAT,KUNINGAN,3208,Bebas Sewa,"8,549"
JAWA BARAT,CIREBON,3209,Milik Sendiri,"193,942"
JAWA BARAT,CIREBON,3209,Kontrak/Sewa,"2,732"
JAWA BARAT,CIREBON,3209,Bebas Sewa,"47,080"
JAWA BARAT,MAJALENGKA,3210,Milik Sendiri,"120,975"
JAWA BARAT,MAJALENGKA,3210,Kontrak/Sewa,"1,005"
JAWA BARAT,MAJALENGKA,3210,Bebas Sewa,"14,975"
JAWA BARAT,SUMEDANG,3211,Milik Sendiri,"85,043"
JAWA BARAT,SUMEDANG,3211,Kontrak/Sewa,"1,392"
JAWA BARAT,SUMEDANG,3211,Bebas Sewa,"8,284"
JAWA BARAT,INDRAMAYU,3212,Milik Sendiri,"202,632"
JAWA BARAT,INDRAMAYU,3212,Kontrak/Sewa,"2,268"
JAWA BARAT,INDRAMAYU,3212,Bebas Sewa,"31,203"
JAWA BARAT,SUBANG,3213,Milik Sendiri,"113,562"
JAWA BARAT,SUBANG,3213,Kontrak/Sewa,"2,957"
JAWA BARAT,SUBANG,3213,Bebas Sewa,"13,164"
JAWA BARAT,PURWAKARTA,3214,Milik Sendiri,"53,868"
JAWA BARAT,PURWAKARTA,3214,Kontrak/Sewa,"1,185"
JAWA BARAT,PURWAKARTA,3214,Bebas Sewa,"3,974"
JAWA BARAT,KARAWANG,3215,Milik Sendiri,"196,421"
JAWA BARAT,KARAWANG,3215,Kontrak/Sewa,"3,986"
JAWA BARAT,KARAWANG,3215,Bebas Sewa,"17,186"
JAWA BARAT,BEKASI,3216,Milik Sendiri,"149,789"
JAWA BARAT,BEKASI,3216,Kontrak/Sewa,"2,585"
JAWA BARAT,BEKASI,3216,Bebas Sewa,"5,073"
JAWA BARAT,BANDUNG BARAT,3217,Milik Sendiri,"123,752"
JAWA BARAT,BANDUNG BARAT,3217,Kontrak/Sewa,"2,906"
JAWA BARAT,BANDUNG BARAT,3217,Bebas Sewa,"13,299"
JAWA BARAT,PANGANDARAN,3218,Milik Sendiri,"40,600"
JAWA BARAT,PANGANDARAN,3218,Kontrak/Sewa,302
JAWA BARAT,PANGANDARAN,3218,Bebas Sewa,"2,448"
JAWA BARAT,KOTA BOGOR,3271,Milik Sendiri,"49,606"
JAWA BARAT,KOTA BOGOR,3271,Kontrak/Sewa,"5,663"
JAWA BARAT,KOTA BOGOR,3271,Bebas Sewa,"13,726"
JAWA BARAT,KOTA SUKABUMI,3272,Milik Sendiri,"15,944"
JAWA BARAT,KOTA SUKABUMI,3272,Kontrak/Sewa,"2,393"
JAWA BARAT,KOTA SUKABUMI,3272,Bebas Sewa,"3,485"
JAWA BARAT,KOTA BANDUNG,3273,Milik Sendiri,"61,657"
JAWA BARAT,KOTA BANDUNG,3273,Kontrak/Sewa,"25,475"
JAWA BARAT,KOTA BANDUNG,3273,Bebas Sewa,"25,814"
JAWA BARAT,KOTA CIREBON,3274,Milik Sendiri,"17,207"
JAWA BARAT,KOTA CIREBON,3274,Kontrak/Sewa,"2,018"
JAWA BARAT,KOTA CIREBON,3274,Bebas Sewa,"6,449"
JAWA BARAT,KOTA BEKASI,3275,Milik Sendiri,"68,576"
JAWA BARAT,KOTA BEKASI,3275,Kontrak/Sewa,"18,191"
JAWA BARAT,KOTA BEKASI,3275,Bebas Sewa,"7,857"
JAWA BARAT,KOTA DEPOK,3276,Milik Sendiri,"56,430"
JAWA BARAT,KOTA DEPOK,3276,Kontrak/Sewa,"10,797"
JAWA BARAT,KOTA DEPOK,3276,Bebas Sewa,"6,508"
JAWA BARAT,KOTA CIMAHI,3277,Milik Sendiri,"14,867"
JAWA BARAT,KOTA CIMAHI,3277,Kontrak/Sewa,"4,372"
JAWA BARAT,KOTA CIMAHI,3277,Bebas Sewa,"5,970"
JAWA BARAT,KOTA TASIKMALAYA,3278,Milik Sendiri,"49,661"
JAWA BARAT,KOTA TASIKMALAYA,3278,Kontrak/Sewa,"5,610"
JAWA BARAT,KOTA TASIKMALAYA,3278,Bebas Sewa,"10,422"
JAWA BARAT,KOTA BANJAR,3279,Milik Sendiri,"10,076"
JAWA BARAT,KOTA BANJAR,3279,Kontrak/Sewa,436
JAWA BARAT,KOTA BANJAR,3279,Bebas Sewa,"1,322"
JAWA TENGAH,CILACAP,3301,Milik Sendiri,"194,609"
JAWA TENGAH,CILACAP,3301,Kontrak/Sewa,"1,365"
JAWA TENGAH,CILACAP,3301,Bebas Sewa,"12,116"
JAWA TENGAH,BANYUMAS,3302,Milik Sendiri,"210,340"
JAWA TENGAH,BANYUMAS,3302,Kontrak/Sewa,983
JAWA TENGAH,BANYUMAS,3302,Bebas Sewa,"9,248"
JAWA TENGAH,PURBALINGGA,3303,Milik Sendiri,"111,266"
JAWA TENGAH,PURBALINGGA,3303,Kontrak/Sewa,320
JAWA TENGAH,PURBALINGGA,3303,Bebas Sewa,"4,766"
JAWA TENGAH,BANJARNEGARA,3304,Milik Sendiri,"100,415"
JAWA TENGAH,BANJARNEGARA,3304,Kontrak/Sewa,271
JAWA TENGAH,BANJARNEGARA,3304,Bebas Sewa,"4,437"
JAWA TENGAH,KEBUMEN,3305,Milik Sendiri,"144,122"
JAWA TENGAH,KEBUMEN,3305,Kontrak/Sewa,749
JAWA TENGAH,KEBUMEN,3305,Bebas Sewa,"10,324"
JAWA TENGAH,PURWOREJO,3306,Milik Sendiri,"68,477"
JAWA TENGAH,PURWOREJO,3306,Kontrak/Sewa,794
JAWA TENGAH,PURWOREJO,3306,Bebas Sewa,"11,008"
JAWA TENGAH,WONOSOBO,3307,Milik Sendiri,"82,390"
JAWA TENGAH,WONOSOBO,3307,Kontrak/Sewa,436
JAWA TENGAH,WONOSOBO,3307,Bebas Sewa,"4,865"
JAWA TENGAH,MAGELANG,3308,Milik Sendiri,"142,625"
JAWA TENGAH,MAGELANG,3308,Kontrak/Sewa,"1,129"
JAWA TENGAH,MAGELANG,3308,Bebas Sewa,"8,696"
JAWA TENGAH,BOYOLALI,3309,Milik Sendiri,"91,118"
JAWA TENGAH,BOYOLALI,3309,Kontrak/Sewa,312
JAWA TENGAH,BOYOLALI,3309,Bebas Sewa,"4,724"
JAWA TENGAH,KLATEN,3310,Milik Sendiri,"146,273"
JAWA TENGAH,KLATEN,3310,Kontrak/Sewa,989
JAWA TENGAH,KLATEN,3310,Bebas Sewa,"18,847"
JAWA TENGAH,SUKOHARJO,3311,Milik Sendiri,"73,552"
JAWA TENGAH,SUKOHARJO,3311,Kontrak/Sewa,"1,496"
JAWA TENGAH,SUKOHARJO,3311,Bebas Sewa,"8,542"
JAWA TENGAH,WONOGIRI,3312,Milik Sendiri,"90,222"
JAWA TENGAH,WONOGIRI,3312,Kontrak/Sewa,65
JAWA TENGAH,WONOGIRI,3312,Bebas Sewa,"2,579"
JAWA TENGAH,KARANGANYAR,3313,Milik Sendiri,"70,499"
JAWA TENGAH,KARANGANYAR,3313,Kontrak/Sewa,448
JAWA TENGAH,KARANGANYAR,3313,Bebas Sewa,"5,682"
JAWA TENGAH,SRAGEN,3314,Milik Sendiri,"73,426"
JAWA TENGAH,SRAGEN,3314,Kontrak/Sewa,274
JAWA TENGAH,SRAGEN,3314,Bebas Sewa,"7,410"
JAWA TENGAH,GROBOGAN,3315,Milik Sendiri,"175,991"
JAWA TENGAH,GROBOGAN,3315,Kontrak/Sewa,429
JAWA TENGAH,GROBOGAN,3315,Bebas Sewa,"12,157"
JAWA TENGAH,BLORA,3316,Milik Sendiri,"105,567"
JAWA TENGAH,BLORA,3316,Kontrak/Sewa,320
JAWA TENGAH,BLORA,3316,Bebas Sewa,"5,347"
JAWA TENGAH,REMBANG,3317,Milik Sendiri,"86,905"
JAWA TENGAH,REMBANG,3317,Kontrak/Sewa,267
JAWA TENGAH,REMBANG,3317,Bebas Sewa,"3,575"
JAWA TENGAH,PATI,3318,Milik Sendiri,"164,527"
JAWA TENGAH,PATI,3318,Kontrak/Sewa,514
JAWA TENGAH,PATI,3318,Bebas Sewa,"11,716"
JAWA TENGAH,KUDUS,3319,Milik Sendiri,"53,717"
JAWA TENGAH,KUDUS,3319,Kontrak/Sewa,489
JAWA TENGAH,KUDUS,3319,Bebas Sewa,"3,278"
JAWA TENGAH,JEPARA,3320,Milik Sendiri,"136,989"
JAWA TENGAH,JEPARA,3320,Kontrak/Sewa,502
JAWA TENGAH,JEPARA,3320,Bebas Sewa,"13,019"
JAWA TENGAH,DEMAK,3321,Milik Sendiri,"138,813"
JAWA TENGAH,DEMAK,3321,Kontrak/Sewa,611
JAWA TENGAH,DEMAK,3321,Bebas Sewa,"9,808"
JAWA TENGAH,SEMARANG,3322,Milik Sendiri,"68,526"
JAWA TENGAH,SEMARANG,3322,Kontrak/Sewa,305
JAWA TENGAH,SEMARANG,3322,Bebas Sewa,"4,498"
JAWA TENGAH,TEMANGGUNG,3323,Milik Sendiri,"77,134"
JAWA TENGAH,TEMANGGUNG,3323,Kontrak/Sewa,692
JAWA TENGAH,TEMANGGUNG,3323,Bebas Sewa,"2,957"
JAWA TENGAH,KENDAL,3324,Milik Sendiri,"85,489"
JAWA TENGAH,KENDAL,3324,Kontrak/Sewa,530
JAWA TENGAH,KENDAL,3324,Bebas Sewa,"10,708"
JAWA TENGAH,BATANG,3325,Milik Sendiri,"72,007"
JAWA TENGAH,BATANG,3325,Kontrak/Sewa,129
JAWA TENGAH,BATANG,3325,Bebas Sewa,"2,708"
JAWA TENGAH,PEKALONGAN,3326,Milik Sendiri,"92,910"
JAWA TENGAH,PEKALONGAN,3326,Kontrak/Sewa,398
JAWA TENGAH,PEKALONGAN,3326,Bebas Sewa,"7,212"
JAWA TENGAH,PEMALANG,3327,Milik Sendiri,"153,280"
JAWA TENGAH,PEMALANG,3327,Kontrak/Sewa,796
JAWA TENGAH,PEMALANG,3327,Bebas Sewa,"13,766"
JAWA TENGAH,TEGAL,3328,Milik Sendiri,"141,134"
JAWA TENGAH,TEGAL,3328,Kontrak/Sewa,"1,219"
JAWA TENGAH,TEGAL,3328,Bebas Sewa,"21,406"
JAWA TENGAH,BREBES,3329,Milik Sendiri,"231,587"
JAWA TENGAH,BREBES,3329,Kontrak/Sewa,"1,141"
JAWA TENGAH,BREBES,3329,Bebas Sewa,"26,963"
JAWA TENGAH,KOTA MAGELANG,3371,Milik Sendiri,"4,826"
JAWA TENGAH,KOTA MAGELANG,3371,Kontrak/Sewa,"1,440"
JAWA TENGAH,KOTA MAGELANG,3371,Bebas Sewa,"2,564"
JAWA TENGAH,KOTA SURAKARTA,3372,Milik Sendiri,"20,673"
JAWA TENGAH,KOTA SURAKARTA,3372,Kontrak/Sewa,"6,168"
JAWA TENGAH,KOTA SURAKARTA,3372,Bebas Sewa,"10,917"
JAWA TENGAH,KOTA SALATIGA,3373,Milik Sendiri,"7,296"
JAWA TENGAH,KOTA SALATIGA,3373,Kontrak/Sewa,379
JAWA TENGAH,KOTA SALATIGA,3373,Bebas Sewa,"1,243"
JAWA TENGAH,KOTA SEMARANG,3374,Milik Sendiri,"53,665"
JAWA TENGAH,KOTA SEMARANG,3374,Kontrak/Sewa,"5,271"
JAWA TENGAH,KOTA SEMARANG,3374,Bebas Sewa,"16,626"
JAWA TENGAH,KOTA PEKALONGAN,3375,Milik Sendiri,"20,470"
JAWA TENGAH,KOTA PEKALONGAN,3375,Kontrak/Sewa,534
JAWA TENGAH,KOTA PEKALONGAN,3375,Bebas Sewa,"7,347"
JAWA TENGAH,KOTA TEGAL,3376,Milik Sendiri,"12,548"
JAWA TENGAH,KOTA TEGAL,3376,Kontrak/Sewa,807
JAWA TENGAH,KOTA TEGAL,3376,Bebas Sewa,"6,172"
DI YOGYAKARTA,KULON PROGO,3401,Milik Sendiri,"41,069"
DI YOGYAKARTA,KULON PROGO,3401,Kontrak/Sewa,78
DI YOGYAKARTA,KULON PROGO,3401,Bebas Sewa,"2,868"
DI YOGYAKARTA,BANTUL,3402,Milik Sendiri,"89,978"
DI YOGYAKARTA,BANTUL,3402,Kontrak/Sewa,730
DI YOGYAKARTA,BANTUL,3402,Bebas Sewa,"7,477"
DI YOGYAKARTA,GUNUNG KIDUL,3403,Milik Sendiri,"94,846"
DI YOGYAKARTA,GUNUNG KIDUL,3403,Kontrak/Sewa,118
DI YOGYAKARTA,GUNUNG KIDUL,3403,Bebas Sewa,"1,910"
DI YOGYAKARTA,SLEMAN,3404,Milik Sendiri,"85,901"
DI YOGYAKARTA,SLEMAN,3404,Kontrak/Sewa,"1,680"
DI YOGYAKARTA,SLEMAN,3404,Bebas Sewa,"12,437"
DI YOGYAKARTA,KOTA YOGYAKARTA,3471,Milik Sendiri,"12,121"
DI YOGYAKARTA,KOTA YOGYAKARTA,3471,Kontrak/Sewa,"4,752"
DI YOGYAKARTA,KOTA YOGYAKARTA,3471,Bebas Sewa,"8,438"
JAWA TIMUR,PACITAN,3501,Milik Sendiri,"53,424"
JAWA TIMUR,PACITAN,3501,Kontrak/Sewa,73
JAWA TIMUR,PACITAN,3501,Bebas Sewa,646
JAWA TIMUR,PONOROGO,3502,Milik Sendiri,"103,463"
JAWA TIMUR,PONOROGO,3502,Kontrak/Sewa,224
JAWA TIMUR,PONOROGO,3502,Bebas Sewa,"6,082"
JAWA TIMUR,TRENGGALEK,3503,Milik Sendiri,"80,870"
JAWA TIMUR,TRENGGALEK,3503,Kontrak/Sewa,43
JAWA TIMUR,TRENGGALEK,3503,Bebas Sewa,"2,026"
JAWA TIMUR,TULUNGAGUNG,3504,Milik Sendiri,"88,872"
JAWA TIMUR,TULUNGAGUNG,3504,Kontrak/Sewa,595
JAWA TIMUR,TULUNGAGUNG,3504,Bebas Sewa,"5,906"
JAWA TIMUR,BLITAR,3505,Milik Sendiri,"102,002"
JAWA TIMUR,BLITAR,3505,Kontrak/Sewa,622
JAWA TIMUR,BLITAR,3505,Bebas Sewa,"9,049"
JAWA TIMUR,KEDIRI,3506,Milik Sendiri,"135,479"
JAWA TIMUR,KEDIRI,3506,Kontrak/Sewa,"1,716"
JAWA TIMUR,KEDIRI,3506,Bebas Sewa,"17,092"
JAWA TIMUR,MALANG,3507,Milik Sendiri,"200,102"
JAWA TIMUR,MALANG,3507,Kontrak/Sewa,"2,211"
JAWA TIMUR,MALANG,3507,Bebas Sewa,"8,374"
JAWA TIMUR,LUMAJANG,3508,Milik Sendiri,"126,774"
JAWA TIMUR,LUMAJANG,3508,Kontrak/Sewa,"1,153"
JAWA TIMUR,LUMAJANG,3508,Bebas Sewa,"4,390"
JAWA TIMUR,JEMBER,3509,Milik Sendiri,"275,696"
JAWA TIMUR,JEMBER,3509,Kontrak/Sewa,"2,383"
JAWA TIMUR,JEMBER,3509,Bebas Sewa,"14,326"
JAWA TIMUR,BANYUWANGI,3510,Milik Sendiri,"159,165"
JAWA TIMUR,BANYUWANGI,3510,Kontrak/Sewa,"2,384"
JAWA TIMUR,BANYUWANGI,3510,Bebas Sewa,"17,515"
JAWA TIMUR,BONDOWOSO,3511,Milik Sendiri,"148,313"
JAWA TIMUR,BONDOWOSO,3511,Kontrak/Sewa,428
JAWA TIMUR,BONDOWOSO,3511,Bebas Sewa,"3,233"
JAWA TIMUR,SITUBONDO,3512,Milik Sendiri,"103,207"
JAWA TIMUR,SITUBONDO,3512,Kontrak/Sewa,842
JAWA TIMUR,SITUBONDO,3512,Bebas Sewa,"4,527"
JAWA TIMUR,PROBOLINGGO,3513,Milik Sendiri,"177,755"
JAWA TIMUR,PROBOLINGGO,3513,Kontrak/Sewa,472
JAWA TIMUR,PROBOLINGGO,3513,Bebas Sewa,"5,429"
JAWA TIMUR,PASURUAN,3514,Milik Sendiri,"191,026"
JAWA TIMUR,PASURUAN,3514,Kontrak/Sewa,"1,425"
JAWA TIMUR,PASURUAN,3514,Bebas Sewa,"4,742"
JAWA TIMUR,SIDOARJO,3515,Milik Sendiri,"104,549"
JAWA TIMUR,SIDOARJO,3515,Kontrak/Sewa,"4,886"
JAWA TIMUR,SIDOARJO,3515,Bebas Sewa,"7,171"
JAWA TIMUR,MOJOKERTO,3516,Milik Sendiri,"73,051"
JAWA TIMUR,MOJOKERTO,3516,Kontrak/Sewa,964
JAWA TIMUR,MOJOKERTO,3516,Bebas Sewa,"4,885"
JAWA TIMUR,JOMBANG,3517,Milik Sendiri,"135,393"
JAWA TIMUR,JOMBANG,3517,Kontrak/Sewa,"1,551"
JAWA TIMUR,JOMBANG,3517,Bebas Sewa,"12,420"
JAWA TIMUR,NGANJUK,3518,Milik Sendiri,"129,862"
JAWA TIMUR,NGANJUK,3518,Kontrak/Sewa,974
JAWA TIMUR,NGANJUK,3518,Bebas Sewa,"12,810"
JAWA TIMUR,MADIUN,3519,Milik Sendiri,"67,778"
JAWA TIMUR,MADIUN,3519,Kontrak/Sewa,379
JAWA TIMUR,MADIUN,3519,Bebas Sewa,"4,434"
JAWA TIMUR,MAGETAN,3520,Milik Sendiri,"58,077"
JAWA TIMUR,MAGETAN,3520,Kontrak/Sewa,236
JAWA TIMUR,MAGETAN,3520,Bebas Sewa,"2,767"
JAWA TIMUR,NGAWI,3521,Milik Sendiri,"110,892"
JAWA TIMUR,NGAWI,3521,Kontrak/Sewa,409
JAWA TIMUR,NGAWI,3521,Bebas Sewa,"6,207"
JAWA TIMUR,BOJONEGORO,3522,Milik Sendiri,"160,901"
JAWA TIMUR,BOJONEGORO,3522,Kontrak/Sewa,343
JAWA TIMUR,BOJONEGORO,3522,Bebas Sewa,"2,802"
JAWA TIMUR,TUBAN,3523,Milik Sendiri,"119,255"
JAWA TIMUR,TUBAN,3523,Kontrak/Sewa,467
JAWA TIMUR,TUBAN,3523,Bebas Sewa,"3,897"
