Provinsi,NamaKab/Kota,KodeKab/Kota,Jumlah Rumah Tangga,Jumlah Individu,Tingkat Kesejahteraan
KALIMANTAN TENGAH,GUNUNG MAS,6211,21,186,Desil 1 *)
KALIMANTAN TENGAH,GUNUNG MAS,6211,295,"1,965",Desil 2 *)
KALIMANTAN TENGAH,GUNUNG MAS,6211,716,"3,588",Desil 3 *)
KALIMANTAN TENGAH,GUNUNG MAS,6211,411,"1,687",Desil 4 *)
KALIMANTAN TENGAH,BARITO TIMUR,6212,869,"4,602",Desil 1 *)
KALIMANTAN TENGAH,BARITO TIMUR,6212,"1,614","6,192",Desil 2 *)
KALIMANTAN TENGAH,BARITO TIMUR,6212,"2,008","4,872",Desil 3 *)
KALIMANTAN TENGAH,BARITO TIMUR,6212,627,"1,277",Desil 4 *)
KALIMANTAN TENGAH,MURUNG RAYA,6213,231,"1,704",Desil 1 *)
KALIMANTAN TENGAH,MURUNG RAYA,6213,"1,123","6,548",Desil 2 *)
KALIMANTAN TENGAH,MURUNG RAYA,6213,"1,951","9,133",Desil 3 *)
KALIMANTAN TENGAH,MURUNG RAYA,6213,"2,386","8,786",Desil 4 *)
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,382,"2,130",Desil 1 *)
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,"2,056","9,110",Desil 2 *)
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,"3,518","13,155",Desil 3 *)
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,"3,186","10,874",Desil 4 *)
KALIMANTAN SELATAN,TANAH LAUT,6301,"1,402","7,244",Desil 1 *)
KALIMANTAN SELATAN,TANAH LAUT,6301,"2,921","12,253",Desil 2 *)
KALIMANTAN SELATAN,TANAH LAUT,6301,"5,368","18,596",Desil 3 *)
KALIMANTAN SELATAN,TANAH LAUT,6301,"7,907","21,612",Desil 4 *)
KALIMANTAN SELATAN,KOTA BARU,6302,"2,511","14,406",Desil 1 *)
KALIMANTAN SELATAN,KOTA BARU,6302,"5,004","21,498",Desil 2 *)
KALIMANTAN SELATAN,KOTA BARU,6302,"4,432","14,480",Desil 3 *)
KALIMANTAN SELATAN,KOTA BARU,6302,"2,786","7,288",Desil 4 *)
KALIMANTAN SELATAN,BANJAR,6303,"3,446","18,110",Desil 1 *)
KALIMANTAN SELATAN,BANJAR,6303,"6,434","27,006",Desil 2 *)
KALIMANTAN SELATAN,BANJAR,6303,"8,817","30,300",Desil 3 *)
KALIMANTAN SELATAN,BANJAR,6303,"5,366","15,374",Desil 4 *)
KALIMANTAN SELATAN,BARITO KUALA,6304,537,"3,152",Desil 1 *)
KALIMANTAN SELATAN,BARITO KUALA,6304,"4,039","18,913",Desil 2 *)
KALIMANTAN SELATAN,BARITO KUALA,6304,"5,476","21,336",Desil 3 *)
KALIMANTAN SELATAN,BARITO KUALA,6304,"8,119","27,298",Desil 4 *)
KALIMANTAN SELATAN,TAPIN,6305,219,"1,268",Desil 1 *)
KALIMANTAN SELATAN,TAPIN,6305,462,"1,993",Desil 2 *)
KALIMANTAN SELATAN,TAPIN,6305,"2,593","8,445",Desil 3 *)
KALIMANTAN SELATAN,TAPIN,6305,"3,159","11,833",Desil 4 *)
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,"4,796","22,787",Desil 1 *)
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,"7,703","24,816",Desil 2 *)
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,"8,480","17,005",Desil 3 *)
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,532,"1,152",Desil 4 *)
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,"3,498","16,701",Desil 1 *)
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,"7,161","26,061",Desil 2 *)
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,"8,793","22,434",Desil 3 *)
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,"7,079","13,653",Desil 4 *)
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,"8,511","37,940",Desil 1 *)
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,"7,389","22,339",Desil 2 *)
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,"9,363","23,531",Desil 3 *)
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,737,"2,040",Desil 4 *)
KALIMANTAN SELATAN,TABALONG,6309,"4,714","21,581",Desil 1 *)
KALIMANTAN SELATAN,TABALONG,6309,"5,997","19,558",Desil 2 *)
KALIMANTAN SELATAN,TABALONG,6309,"5,873","13,744",Desil 3 *)
KALIMANTAN SELATAN,TABALONG,6309,"2,666","5,872",Desil 4 *)
KALIMANTAN SELATAN,TANAH BUMBU,6310,"2,916","16,065",Desil 1 *)
KALIMANTAN SELATAN,TANAH BUMBU,6310,"5,430","21,238",Desil 2 *)
KALIMANTAN SELATAN,TANAH BUMBU,6310,"5,479","14,792",Desil 3 *)
KALIMANTAN SELATAN,TANAH BUMBU,6310,"2,932","5,958",Desil 4 *)
KALIMANTAN SELATAN,BALANGAN,6311,362,"2,228",Desil 1 *)
KALIMANTAN SELATAN,BALANGAN,6311,981,"4,714",Desil 2 *)
KALIMANTAN SELATAN,BALANGAN,6311,"2,655","10,371",Desil 3 *)
KALIMANTAN SELATAN,BALANGAN,6311,"3,434","9,475",Desil 4 *)
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,"9,097","43,988",Desil 1 *)
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,"14,473","53,691",Desil 2 *)
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,"10,069","28,013",Desil 3 *)
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,"2,994","6,908",Desil 4 *)
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,"3,524","14,828",Desil 1 *)
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,"5,720","18,519",Desil 2 *)
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,"1,079","3,137",Desil 3 *)
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,458,"1,379",Desil 4 *)
KALIMANTAN TIMUR,PASER,6401,"3,108","15,926",Desil 1 *)
KALIMANTAN TIMUR,PASER,6401,"5,837","22,754",Desil 2 *)
KALIMANTAN TIMUR,PASER,6401,"5,399","17,741",Desil 3 *)
KALIMANTAN TIMUR,PASER,6401,"7,082","19,863",Desil 4 *)
KALIMANTAN TIMUR,KUTAI BARAT,6402,"1,917","10,139",Desil 1 *)
KALIMANTAN TIMUR,KUTAI BARAT,6402,"1,488","6,258",Desil 2 *)
KALIMANTAN TIMUR,KUTAI BARAT,6402,"3,087","10,901",Desil 3 *)
KALIMANTAN TIMUR,KUTAI BARAT,6402,"3,658","11,378",Desil 4 *)
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,"9,082","49,420",Desil 1 *)
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,"13,065","48,636",Desil 2 *)
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,"13,083","28,121",Desil 3 *)
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,589,828,Desil 4 *)
KALIMANTAN TIMUR,KUTAI TIMUR,6404,"4,954","28,680",Desil 1 *)
KALIMANTAN TIMUR,KUTAI TIMUR,6404,"5,228","22,390",Desil 2 *)
KALIMANTAN TIMUR,KUTAI TIMUR,6404,"5,730","18,666",Desil 3 *)
KALIMANTAN TIMUR,KUTAI TIMUR,6404,"6,422","13,025",Desil 4 *)
KALIMANTAN TIMUR,BERAU,6405,897,"5,046",Desil 1 *)
KALIMANTAN TIMUR,BERAU,6405,"2,234","9,238",Desil 2 *)
KALIMANTAN TIMUR,BERAU,6405,"2,648","8,025",Desil 3 *)
KALIMANTAN TIMUR,BERAU,6405,"2,190","7,370",Desil 4 *)
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,808,"5,173",Desil 1 *)
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,"1,249","6,665",Desil 2 *)
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,"3,660","15,972",Desil 3 *)
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,"4,786","15,893",Desil 4 *)
KALIMANTAN TIMUR,MAHAKAM HULU,6411,796,"4,508",Desil 1 *)
KALIMANTAN TIMUR,MAHAKAM HULU,6411,362,"1,549",Desil 2 *)
KALIMANTAN TIMUR,MAHAKAM HULU,6411,541,"1,895",Desil 3 *)
KALIMANTAN TIMUR,MAHAKAM HULU,6411,414,"1,230",Desil 4 *)
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,"2,179","11,579",Desil 1 *)
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,"4,095","19,721",Desil 2 *)
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,"8,050","33,381",Desil 3 *)
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,"10,369","31,612",Desil 4 *)
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,"8,908","40,634",Desil 1 *)
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,"13,059","46,681",Desil 2 *)
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,"2,963","10,150",Desil 3 *)
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,"2,384","8,492",Desil 4 *)
KALIMANTAN TIMUR,KOTA BONTANG,6474,467,"2,968",Desil 1 *)
KALIMANTAN TIMUR,KOTA BONTANG,6474,"1,542","8,545",Desil 2 *)
KALIMANTAN TIMUR,KOTA BONTANG,6474,"1,921","9,471",Desil 3 *)
KALIMANTAN TIMUR,KOTA BONTANG,6474,"3,510","13,219",Desil 4 *)
KALIMANTAN UTARA,MALINAU,6501,869,"5,499",Desil 1 *)
KALIMANTAN UTARA,MALINAU,6501,"1,249","6,089",Desil 2 *)
KALIMANTAN UTARA,MALINAU,6501,"1,789","6,420",Desil 3 *)
KALIMANTAN UTARA,MALINAU,6501,747,"2,140",Desil 4 *)
KALIMANTAN UTARA,BULUNGAN,6502,72,579,Desil 1 *)
KALIMANTAN UTARA,BULUNGAN,6502,945,"5,104",Desil 2 *)
KALIMANTAN UTARA,BULUNGAN,6502,"1,634","6,406",Desil 3 *)
KALIMANTAN UTARA,BULUNGAN,6502,"2,744","9,177",Desil 4 *)
KALIMANTAN UTARA,TANA TIDUNG,6503,33,219,Desil 1 *)
KALIMANTAN UTARA,TANA TIDUNG,6503,224,"1,250",Desil 2 *)
KALIMANTAN UTARA,TANA TIDUNG,6503,201,805,Desil 3 *)
KALIMANTAN UTARA,TANA TIDUNG,6503,235,854,Desil 4 *)
KALIMANTAN UTARA,NUNUKAN,6504,"1,498","10,105",Desil 1 *)
KALIMANTAN UTARA,NUNUKAN,6504,"2,492","13,558",Desil 2 *)
KALIMANTAN UTARA,NUNUKAN,6504,"4,663","20,869",Desil 3 *)
KALIMANTAN UTARA,NUNUKAN,6504,"4,247","14,743",Desil 4 *)
KALIMANTAN UTARA,KOTA TARAKAN,6571,"1,865","13,367",Desil 1 *)
KALIMANTAN UTARA,KOTA TARAKAN,6571,"3,557","18,368",Desil 2 *)
KALIMANTAN UTARA,KOTA TARAKAN,6571,"3,346","12,351",Desil 3 *)
KALIMANTAN UTARA,KOTA TARAKAN,6571,"1,412","3,375",Desil 4 *)
SULAWESI UTARA,BOLAANG MONGONDOW,7101,"4,885","25,908",Desil 1 *)
SULAWESI UTARA,BOLAANG MONGONDOW,7101,"6,965","29,841",Desil 2 *)
SULAWESI UTARA,BOLAANG MONGONDOW,7101,"8,391","30,090",Desil 3 *)
SULAWESI UTARA,BOLAANG MONGONDOW,7101,"5,551","16,845",Desil 4 *)
SULAWESI UTARA,MINAHASA,7102,"1,718","10,729",Desil 1 *)
SULAWESI UTARA,MINAHASA,7102,"2,534","13,068",Desil 2 *)
SULAWESI UTARA,MINAHASA,7102,"8,038","35,056",Desil 3 *)
SULAWESI UTARA,MINAHASA,7102,"8,245","29,550",Desil 4 *)
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,"1,136","6,709",Desil 1 *)
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,"2,059","9,952",Desil 2 *)
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,"2,955","12,307",Desil 3 *)
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,"3,509","12,729",Desil 4 *)
SULAWESI UTARA,KEPULAUAN TALAUD,7104,253,"1,739",Desil 1 *)
SULAWESI UTARA,KEPULAUAN TALAUD,7104,"1,341","7,506",Desil 2 *)
SULAWESI UTARA,KEPULAUAN TALAUD,7104,"2,987","13,797",Desil 3 *)
SULAWESI UTARA,KEPULAUAN TALAUD,7104,"2,627","10,544",Desil 4 *)
SULAWESI UTARA,MINAHASA SELATAN,7105,"5,202","28,008",Desil 1 *)
SULAWESI UTARA,MINAHASA SELATAN,7105,"7,439","30,991",Desil 2 *)
SULAWESI UTARA,MINAHASA SELATAN,7105,"8,000","27,066",Desil 3 *)
SULAWESI UTARA,MINAHASA SELATAN,7105,"4,401","11,909",Desil 4 *)
SULAWESI UTARA,MINAHASA UTARA,7106,"2,350","13,986",Desil 1 *)
SULAWESI UTARA,MINAHASA UTARA,7106,"3,777","17,734",Desil 2 *)
SULAWESI UTARA,MINAHASA UTARA,7106,"6,624","25,498",Desil 3 *)
SULAWESI UTARA,MINAHASA UTARA,7106,"3,655","11,413",Desil 4 *)
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,927,"4,742",Desil 1 *)
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,"2,103","9,221",Desil 2 *)
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,"1,987","7,410",Desil 3 *)
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,"2,077","6,772",Desil 4 *)
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,545,"2,845",Desil 1 *)
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,365,"1,603",Desil 2 *)
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,"1,041","3,783",Desil 3 *)
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,895,"2,484",Desil 4 *)
SULAWESI UTARA,MINAHASA TENGGARA,7109,"1,426","7,866",Desil 1 *)
SULAWESI UTARA,MINAHASA TENGGARA,7109,"2,562","11,008",Desil 2 *)
SULAWESI UTARA,MINAHASA TENGGARA,7109,"2,987","10,241",Desil 3 *)
SULAWESI UTARA,MINAHASA TENGGARA,7109,"2,527","7,434",Desil 4 *)
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,"1,126","6,350",Desil 1 *)
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,"1,228","5,707",Desil 2 *)
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,"1,365","5,785",Desil 3 *)
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,"1,415","5,342",Desil 4 *)
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,327,"1,936",Desil 1 *)
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,"1,583","7,147",Desil 2 *)
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,"1,910","7,250",Desil 3 *)
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,"1,212","4,285",Desil 4 *)
SULAWESI UTARA,KOTA MANADO,7171,"3,639","18,658",Desil 1 *)
SULAWESI UTARA,KOTA MANADO,7171,"6,680","27,555",Desil 2 *)
SULAWESI UTARA,KOTA MANADO,7171,"7,277","24,149",Desil 3 *)
SULAWESI UTARA,KOTA MANADO,7171,"1,715","4,593",Desil 4 *)
SULAWESI UTARA,KOTA BITUNG,7172,"3,964","18,994",Desil 1 *)
SULAWESI UTARA,KOTA BITUNG,7172,"5,331","20,748",Desil 2 *)
SULAWESI UTARA,KOTA BITUNG,7172,"2,914","9,777",Desil 3 *)
SULAWESI UTARA,KOTA BITUNG,7172,876,"2,597",Desil 4 *)
SULAWESI UTARA,KOTA TOMOHON,7173,"1,255","6,433",Desil 1 *)
SULAWESI UTARA,KOTA TOMOHON,7173,"3,015","12,376",Desil 2 *)
SULAWESI UTARA,KOTA TOMOHON,7173,"2,048","6,692",Desil 3 *)
SULAWESI UTARA,KOTA TOMOHON,7173,"1,356","3,909",Desil 4 *)
SULAWESI UTARA,KOTAMOBAGU,7174,919,"5,291",Desil 1 *)
SULAWESI UTARA,KOTAMOBAGU,7174,"1,725","8,079",Desil 2 *)
SULAWESI UTARA,KOTAMOBAGU,7174,"3,137","12,570",Desil 3 *)
SULAWESI UTARA,KOTAMOBAGU,7174,"1,926","6,708",Desil 4 *)
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,"1,937","11,236",Desil 1 *)
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,"2,545","11,474",Desil 2 *)
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,"3,811","13,794",Desil 3 *)
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,"3,898","10,671",Desil 4 *)
SULAWESI TENGAH,BANGGAI,7202,"6,401","33,032",Desil 1 *)
SULAWESI TENGAH,BANGGAI,7202,"9,696","37,880",Desil 2 *)
SULAWESI TENGAH,BANGGAI,7202,"10,781","33,371",Desil 3 *)
SULAWESI TENGAH,BANGGAI,7202,"8,254","25,197",Desil 4 *)
SULAWESI TENGAH,MOROWALI,7203,"1,882","10,524",Desil 1 *)
SULAWESI TENGAH,MOROWALI,7203,"3,126","13,254",Desil 2 *)
SULAWESI TENGAH,MOROWALI,7203,"3,300","10,442",Desil 3 *)
SULAWESI TENGAH,MOROWALI,7203,"1,704","4,395",Desil 4 *)
SULAWESI TENGAH,POSO,7204,"8,086","41,386",Desil 1 *)
SULAWESI TENGAH,POSO,7204,"6,064","24,348",Desil 2 *)
SULAWESI TENGAH,POSO,7204,"7,344","23,996",Desil 3 *)
SULAWESI TENGAH,POSO,7204,"2,743","7,623",Desil 4 *)
SULAWESI TENGAH,DONGGALA,7205,"6,290","36,891",Desil 1 *)
SULAWESI TENGAH,DONGGALA,7205,"6,060","28,819",Desil 2 *)
SULAWESI TENGAH,DONGGALA,7205,"12,142","47,932",Desil 3 *)
SULAWESI TENGAH,DONGGALA,7205,"7,804","27,283",Desil 4 *)
SULAWESI TENGAH,TOLI-TOLI,7206,"1,342","8,908",Desil 1 *)
SULAWESI TENGAH,TOLI-TOLI,7206,"3,060","16,385",Desil 2 *)
SULAWESI TENGAH,TOLI-TOLI,7206,"6,698","29,263",Desil 3 *)
SULAWESI TENGAH,TOLI-TOLI,7206,"8,149","27,910",Desil 4 *)
SULAWESI TENGAH,BUOL,7207,"1,969","12,231",Desil 1 *)
SULAWESI TENGAH,BUOL,7207,"2,764","14,053",Desil 2 *)
SULAWESI TENGAH,BUOL,7207,"4,163","18,118",Desil 3 *)
SULAWESI TENGAH,BUOL,7207,"4,505","16,482",Desil 4 *)
SULAWESI TENGAH,PARIGI MOUTONG,7208,"11,595","67,640",Desil 1 *)
SULAWESI TENGAH,PARIGI MOUTONG,7208,"9,657","43,125",Desil 2 *)
SULAWESI TENGAH,PARIGI MOUTONG,7208,"9,947","37,639",Desil 3 *)
SULAWESI TENGAH,PARIGI MOUTONG,7208,"12,789","40,785",Desil 4 *)
SULAWESI TENGAH,TOJO UNA-UNA,7209,"5,043","28,234",Desil 1 *)
SULAWESI TENGAH,TOJO UNA-UNA,7209,"4,692","19,658",Desil 2 *)
SULAWESI TENGAH,TOJO UNA-UNA,7209,"3,795","13,398",Desil 3 *)
SULAWESI TENGAH,TOJO UNA-UNA,7209,823,"2,671",Desil 4 *)
SULAWESI TENGAH,SIGI,7210,"3,604","22,105",Desil 1 *)
SULAWESI TENGAH,SIGI,7210,"3,879","18,653",Desil 2 *)
SULAWESI TENGAH,SIGI,7210,"6,876","27,429",Desil 3 *)
SULAWESI TENGAH,SIGI,7210,"7,724","23,313",Desil 4 *)
SULAWESI TENGAH,BANGGAI LAUT,7211,872,"4,988",Desil 1 *)
SULAWESI TENGAH,BANGGAI LAUT,7211,921,"4,133",Desil 2 *)
SULAWESI TENGAH,BANGGAI LAUT,7211,"1,264","4,472",Desil 3 *)
SULAWESI TENGAH,BANGGAI LAUT,7211,"1,212","3,454",Desil 4 *)
SULAWESI TENGAH,MOROWALI UTARA,7212,"2,574","13,823",Desil 1 *)
SULAWESI TENGAH,MOROWALI UTARA,7212,"3,222","13,213",Desil 2 *)
SULAWESI TENGAH,MOROWALI UTARA,7212,"2,867","9,027",Desil 3 *)
SULAWESI TENGAH,MOROWALI UTARA,7212,"1,228","2,874",Desil 4 *)
SULAWESI TENGAH,KOTA PALU,7271,"5,979","28,130",Desil 1 *)
SULAWESI TENGAH,KOTA PALU,7271,"3,336","13,167",Desil 2 *)
SULAWESI TENGAH,KOTA PALU,7271,"2,052","8,564",Desil 3 *)
SULAWESI TENGAH,KOTA PALU,7271,"1,836","7,680",Desil 4 *)
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,"7,057","28,892",Desil 1 *)
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,"4,109","11,986",Desil 2 *)
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,"2,068","6,411",Desil 3 *)
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,341,"1,202",Desil 4 *)
SULAWESI SELATAN,BULUKUMBA,7302,"17,507","75,714",Desil 1 *)
SULAWESI SELATAN,BULUKUMBA,7302,"11,737","33,858",Desil 2 *)
SULAWESI SELATAN,BULUKUMBA,7302,"5,392","15,048",Desil 3 *)
SULAWESI SELATAN,BULUKUMBA,7302,897,"2,848",Desil 4 *)
SULAWESI SELATAN,BANTAENG,7303,"3,508","17,791",Desil 1 *)
SULAWESI SELATAN,BANTAENG,7303,"4,193","16,738",Desil 2 *)
SULAWESI SELATAN,BANTAENG,7303,"5,259","17,719",Desil 3 *)
SULAWESI SELATAN,BANTAENG,7303,"3,878","11,653",Desil 4 *)
SULAWESI SELATAN,JENEPONTO,7304,"27,432","118,663",Desil 1 *)
SULAWESI SELATAN,JENEPONTO,7304,"11,135","38,588",Desil 2 *)
SULAWESI SELATAN,JENEPONTO,7304,"7,039","23,507",Desil 3 *)
SULAWESI SELATAN,JENEPONTO,7304,"6,003","21,015",Desil 4 *)
SULAWESI SELATAN,TAKALAR,7305,"11,445","60,163",Desil 1 *)
SULAWESI SELATAN,TAKALAR,7305,"9,893","40,569",Desil 2 *)
SULAWESI SELATAN,TAKALAR,7305,"7,988","27,456",Desil 3 *)
SULAWESI SELATAN,TAKALAR,7305,"4,812","14,231",Desil 4 *)
SULAWESI SELATAN,GOWA,7306,"45,687","188,894",Desil 1 *)
SULAWESI SELATAN,GOWA,7306,"15,549","52,842",Desil 2 *)
SULAWESI SELATAN,GOWA,7306,"4,771","17,466",Desil 3 *)
SULAWESI SELATAN,GOWA,7306,"4,020","15,219",Desil 4 *)
SULAWESI SELATAN,SINJAI,7307,"7,611","37,839",Desil 1 *)
SULAWESI SELATAN,SINJAI,7307,"9,737","32,754",Desil 2 *)
SULAWESI SELATAN,SINJAI,7307,"2,478","8,126",Desil 3 *)
SULAWESI SELATAN,SINJAI,7307,"1,045","3,756",Desil 4 *)
SULAWESI SELATAN,MAROS,7308,"11,315","54,623",Desil 1 *)
SULAWESI SELATAN,MAROS,7308,"6,447","25,175",Desil 2 *)
SULAWESI SELATAN,MAROS,7308,"7,390","27,541",Desil 3 *)
SULAWESI SELATAN,MAROS,7308,"5,336","20,698",Desil 4 *)
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,"9,300","50,477",Desil 1 *)
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,"9,482","39,436",Desil 2 *)
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,"7,121","24,547",Desil 3 *)
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,"6,184","21,184",Desil 4 *)
SULAWESI SELATAN,BARRU,7310,"9,859","40,579",Desil 1 *)
SULAWESI SELATAN,BARRU,7310,"4,498","13,135",Desil 2 *)
SULAWESI SELATAN,BARRU,7310,"1,163","3,702",Desil 3 *)
SULAWESI SELATAN,BARRU,7310,"1,005","3,494",Desil 4 *)
SULAWESI SELATAN,BONE,7311,"45,440","203,633",Desil 1 *)
SULAWESI SELATAN,BONE,7311,"21,407","66,390",Desil 2 *)
SULAWESI SELATAN,BONE,7311,"10,530","34,020",Desil 3 *)
SULAWESI SELATAN,BONE,7311,"2,778","10,505",Desil 4 *)
SULAWESI SELATAN,SOPPENG,7312,"5,674","27,000",Desil 1 *)
SULAWESI SELATAN,SOPPENG,7312,"7,402","25,382",Desil 2 *)
SULAWESI SELATAN,SOPPENG,7312,"6,237","17,488",Desil 3 *)
SULAWESI SELATAN,SOPPENG,7312,"2,339","6,894",Desil 4 *)
SULAWESI SELATAN,WAJO,7313,"5,307","29,048",Desil 1 *)
SULAWESI SELATAN,WAJO,7313,"7,623","32,388",Desil 2 *)
SULAWESI SELATAN,WAJO,7313,"8,981","30,058",Desil 3 *)
SULAWESI SELATAN,WAJO,7313,"7,973","21,667",Desil 4 *)
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,"4,713","24,317",Desil 1 *)
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,"6,295","25,242",Desil 2 *)
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,"6,204","20,757",Desil 3 *)
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,"4,218","13,006",Desil 4 *)
SULAWESI SELATAN,PINRANG,7315,"3,134","17,644",Desil 1 *)
SULAWESI SELATAN,PINRANG,7315,"6,062","26,952",Desil 2 *)
SULAWESI SELATAN,PINRANG,7315,"6,419","22,669",Desil 3 *)
SULAWESI SELATAN,PINRANG,7315,"7,392","23,478",Desil 4 *)
SULAWESI SELATAN,ENREKANG,7316,"10,109","50,152",Desil 1 *)
SULAWESI SELATAN,ENREKANG,7316,"6,357","22,898",Desil 2 *)
SULAWESI SELATAN,ENREKANG,7316,"1,687","5,817",Desil 3 *)
SULAWESI SELATAN,ENREKANG,7316,"1,666","5,953",Desil 4 *)
SULAWESI SELATAN,LUWU,7317,"12,926","67,160",Desil 1 *)
SULAWESI SELATAN,LUWU,7317,"10,631","42,584",Desil 2 *)
SULAWESI SELATAN,LUWU,7317,"5,441","19,924",Desil 3 *)
SULAWESI SELATAN,LUWU,7317,"4,699","18,185",Desil 4 *)
SULAWESI SELATAN,TANA TORAJA,7318,"11,203","59,254",Desil 1 *)
SULAWESI SELATAN,TANA TORAJA,7318,"5,515","22,674",Desil 2 *)
SULAWESI SELATAN,TANA TORAJA,7318,"4,147","15,508",Desil 3 *)
SULAWESI SELATAN,TANA TORAJA,7318,"3,392","11,425",Desil 4 *)
SULAWESI SELATAN,LUWU UTARA,7322,"14,765","70,930",Desil 1 *)
SULAWESI SELATAN,LUWU UTARA,7322,"7,516","28,205",Desil 2 *)
SULAWESI SELATAN,LUWU UTARA,7322,"5,370","18,305",Desil 3 *)
SULAWESI SELATAN,LUWU UTARA,7322,"4,312","14,292",Desil 4 *)
SULAWESI SELATAN,LUWU TIMUR,7325,"5,029","25,675",Desil 1 *)
SULAWESI SELATAN,LUWU TIMUR,7325,"5,563","21,949",Desil 2 *)
SULAWESI SELATAN,LUWU TIMUR,7325,"3,512","12,795",Desil 3 *)
SULAWESI SELATAN,LUWU TIMUR,7325,"4,409","15,500",Desil 4 *)
SULAWESI SELATAN,TORAJA UTARA,7326,"17,986","92,417",Desil 1 *)
SULAWESI SELATAN,TORAJA UTARA,7326,"1,869","6,224",Desil 2 *)
