Provinsi,NamaKab/Kota,KodeKab/Kota,Jumlah Rumah Tangga,Jumlah Individu,Tingkat Kesejahteraan
SULAWESI SELATAN,TORAJA UTARA,7326,"2,019","6,526",Desil 3 *)
SULAWESI SELATAN,TORAJA UTARA,7326,"1,791","6,135",Desil 4 *)
SULAWESI SELATAN,KOTA MAKASSAR,7371,"15,591","81,975",Desil 1 *)
SULAWESI SELATAN,KOTA MAKASSAR,7371,"19,896","84,552",Desil 2 *)
SULAWESI SELATAN,KOTA MAKASSAR,7371,"7,325","29,923",Desil 3 *)
SULAWESI SELATAN,KOTA MAKASSAR,7371,"7,704","31,641",Desil 4 *)
SULAWESI SELATAN,KOTA PAREPARE,7372,"1,466","8,271",Desil 1 *)
SULAWESI SELATAN,KOTA PAREPARE,7372,"3,158","13,177",Desil 2 *)
SULAWESI SELATAN,KOTA PAREPARE,7372,"1,905","7,014",Desil 3 *)
SULAWESI SELATAN,KOTA PAREPARE,7372,607,"2,496",Desil 4 *)
SULAWESI SELATAN,KOTA PALOPO,7373,684,"4,919",Desil 1 *)
SULAWESI SELATAN,KOTA PALOPO,7373,"1,670","9,166",Desil 2 *)
SULAWESI SELATAN,KOTA PALOPO,7373,"2,378","11,421",Desil 3 *)
SULAWESI SELATAN,KOTA PALOPO,7373,"2,543","10,681",Desil 4 *)
SULAWESI TENGGARA,BUTON,7401,"2,023","12,954",Desil 1 *)
SULAWESI TENGGARA,BUTON,7401,"2,864","14,301",Desil 2 *)
SULAWESI TENGGARA,BUTON,7401,"2,931","11,965",Desil 3 *)
SULAWESI TENGGARA,BUTON,7401,"2,648","10,185",Desil 4 *)
SULAWESI TENGGARA,MUNA,7402,"9,696","54,720",Desil 1 *)
SULAWESI TENGGARA,MUNA,7402,"6,883","27,142",Desil 2 *)
SULAWESI TENGGARA,MUNA,7402,"4,294","13,470",Desil 3 *)
SULAWESI TENGGARA,MUNA,7402,"4,574","11,341",Desil 4 *)
SULAWESI TENGGARA,KONAWE,7403,"4,050","22,076",Desil 1 *)
SULAWESI TENGGARA,KONAWE,7403,"6,058","26,693",Desil 2 *)
SULAWESI TENGGARA,KONAWE,7403,"5,099","20,722",Desil 3 *)
SULAWESI TENGGARA,KONAWE,7403,"5,660","22,251",Desil 4 *)
SULAWESI TENGGARA,KOLAKA,7404,"3,186","18,444",Desil 1 *)
SULAWESI TENGGARA,KOLAKA,7404,"3,223","14,267",Desil 2 *)
SULAWESI TENGGARA,KOLAKA,7404,"3,012","11,846",Desil 3 *)
SULAWESI TENGGARA,KOLAKA,7404,"3,677","13,549",Desil 4 *)
SULAWESI TENGGARA,KONAWE SELATAN,7405,"2,304","13,648",Desil 1 *)
SULAWESI TENGGARA,KONAWE SELATAN,7405,"3,788","18,514",Desil 2 *)
SULAWESI TENGGARA,KONAWE SELATAN,7405,"7,112","29,899",Desil 3 *)
SULAWESI TENGGARA,KONAWE SELATAN,7405,"10,074","36,850",Desil 4 *)
SULAWESI TENGGARA,BOMBANA,7406,"4,323","23,506",Desil 1 *)
SULAWESI TENGGARA,BOMBANA,7406,"6,227","24,443",Desil 2 *)
SULAWESI TENGGARA,BOMBANA,7406,"4,161","13,581",Desil 3 *)
SULAWESI TENGGARA,BOMBANA,7406,"1,853","6,299",Desil 4 *)
SULAWESI TENGGARA,WAKATOBI,7407,230,"1,818",Desil 1 *)
SULAWESI TENGGARA,WAKATOBI,7407,"2,119","12,243",Desil 2 *)
SULAWESI TENGGARA,WAKATOBI,7407,"2,280","10,827",Desil 3 *)
SULAWESI TENGGARA,WAKATOBI,7407,"2,384","9,466",Desil 4 *)
SULAWESI TENGGARA,KOLAKA UTARA,7408,"8,802","45,669",Desil 1 *)
SULAWESI TENGGARA,KOLAKA UTARA,7408,"3,402","12,171",Desil 2 *)
SULAWESI TENGGARA,KOLAKA UTARA,7408,"3,259","9,360",Desil 3 *)
SULAWESI TENGGARA,KOLAKA UTARA,7408,"1,183","2,769",Desil 4 *)
SULAWESI TENGGARA,BUTON UTARA,7409,"1,652","9,144",Desil 1 *)
SULAWESI TENGGARA,BUTON UTARA,7409,"2,365","10,084",Desil 2 *)
SULAWESI TENGGARA,BUTON UTARA,7409,"1,456","5,651",Desil 3 *)
SULAWESI TENGGARA,BUTON UTARA,7409,"1,393","4,171",Desil 4 *)
SULAWESI TENGGARA,KONAWE UTARA,7410,521,"3,612",Desil 1 *)
SULAWESI TENGGARA,KONAWE UTARA,7410,"1,130","6,435",Desil 2 *)
SULAWESI TENGGARA,KONAWE UTARA,7410,"2,119","10,102",Desil 3 *)
SULAWESI TENGGARA,KONAWE UTARA,7410,"1,584","6,328",Desil 4 *)
SULAWESI TENGGARA,KOLAKA TIMUR,7411,"2,607","13,535",Desil 1 *)
SULAWESI TENGGARA,KOLAKA TIMUR,7411,"2,496","9,939",Desil 2 *)
SULAWESI TENGGARA,KOLAKA TIMUR,7411,"2,222","7,854",Desil 3 *)
SULAWESI TENGGARA,KOLAKA TIMUR,7411,"2,508","8,353",Desil 4 *)
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,"1,747","9,194",Desil 1 *)
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,"1,699","6,937",Desil 2 *)
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,"1,099","3,942",Desil 3 *)
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,855,"2,916",Desil 4 *)
SULAWESI TENGGARA,MUNA BARAT,7413,"4,338","24,066",Desil 1 *)
SULAWESI TENGGARA,MUNA BARAT,7413,"3,320","13,064",Desil 2 *)
SULAWESI TENGGARA,MUNA BARAT,7413,"1,999","6,081",Desil 3 *)
SULAWESI TENGGARA,MUNA BARAT,7413,"1,948","4,639",Desil 4 *)
SULAWESI TENGGARA,BUTON TENGAH,7414,"2,654","16,263",Desil 1 *)
SULAWESI TENGGARA,BUTON TENGAH,7414,"3,463","15,911",Desil 2 *)
SULAWESI TENGGARA,BUTON TENGAH,7414,"3,740","12,970",Desil 3 *)
SULAWESI TENGGARA,BUTON TENGAH,7414,"3,107","9,332",Desil 4 *)
SULAWESI TENGGARA,BUTON SELATAN,7415,"2,483","16,472",Desil 1 *)
SULAWESI TENGGARA,BUTON SELATAN,7415,"2,512","12,850",Desil 2 *)
SULAWESI TENGGARA,BUTON SELATAN,7415,"2,486","10,678",Desil 3 *)
SULAWESI TENGGARA,BUTON SELATAN,7415,"2,097","8,152",Desil 4 *)
SULAWESI TENGGARA,KOTA KENDARI,7471,"3,105","19,787",Desil 1 *)
SULAWESI TENGGARA,KOTA KENDARI,7471,"4,225","21,614",Desil 2 *)
SULAWESI TENGGARA,KOTA KENDARI,7471,"8,531","34,716",Desil 3 *)
SULAWESI TENGGARA,KOTA KENDARI,7471,"1,628","5,180",Desil 4 *)
SULAWESI TENGGARA,KOTA BAUBAU,7472,"3,669","21,074",Desil 1 *)
SULAWESI TENGGARA,KOTA BAUBAU,7472,"3,776","16,589",Desil 2 *)
SULAWESI TENGGARA,KOTA BAUBAU,7472,"3,284","11,603",Desil 3 *)
SULAWESI TENGGARA,KOTA BAUBAU,7472,"1,865","6,461",Desil 4 *)
GORONTALO,BOALEMO,7501,"11,308","51,943",Desil 1 *)
GORONTALO,BOALEMO,7501,"1,148","3,503",Desil 2 *)
GORONTALO,BOALEMO,7501,"1,282","4,279",Desil 3 *)
GORONTALO,BOALEMO,7501,998,"2,802",Desil 4 *)
GORONTALO,GORONTALO,7502,"36,907","162,995",Desil 1 *)
GORONTALO,GORONTALO,7502,"2,840","10,577",Desil 2 *)
GORONTALO,GORONTALO,7502,"2,457","9,167",Desil 3 *)
GORONTALO,GORONTALO,7502,"2,525","9,919",Desil 4 *)
GORONTALO,POHUWATO,7503,"2,044","12,468",Desil 1 *)
GORONTALO,POHUWATO,7503,"3,025","14,807",Desil 2 *)
GORONTALO,POHUWATO,7503,"3,887","16,373",Desil 3 *)
GORONTALO,POHUWATO,7503,"2,402","8,595",Desil 4 *)
GORONTALO,BONE BOLANGO,7504,"10,512","48,761",Desil 1 *)
GORONTALO,BONE BOLANGO,7504,"1,077","3,982",Desil 2 *)
GORONTALO,BONE BOLANGO,7504,"1,226","4,360",Desil 3 *)
GORONTALO,BONE BOLANGO,7504,"1,295","4,684",Desil 4 *)
GORONTALO,GORONTALO UTARA,7505,"2,921","16,243",Desil 1 *)
GORONTALO,GORONTALO UTARA,7505,"3,174","14,374",Desil 2 *)
GORONTALO,GORONTALO UTARA,7505,"4,077","15,417",Desil 3 *)
GORONTALO,GORONTALO UTARA,7505,"1,802","6,054",Desil 4 *)
GORONTALO,KOTA GORONTALO,7571,"6,696","31,377",Desil 1 *)
GORONTALO,KOTA GORONTALO,7571,"2,834","10,822",Desil 2 *)
GORONTALO,KOTA GORONTALO,7571,"1,569","5,968",Desil 3 *)
GORONTALO,KOTA GORONTALO,7571,"1,907","6,992",Desil 4 *)
SULAWESI BARAT,MAJENE,7601,"5,353","34,534",Desil 1 *)
SULAWESI BARAT,MAJENE,7601,"5,513","26,807",Desil 2 *)
SULAWESI BARAT,MAJENE,7601,"4,741","17,709",Desil 3 *)
SULAWESI BARAT,MAJENE,7601,"2,497","8,337",Desil 4 *)
SULAWESI BARAT,POLEWALI MANDAR,7602,"22,944","114,796",Desil 1 *)
SULAWESI BARAT,POLEWALI MANDAR,7602,"14,500","50,027",Desil 2 *)
SULAWESI BARAT,POLEWALI MANDAR,7602,"3,419","12,318",Desil 3 *)
SULAWESI BARAT,POLEWALI MANDAR,7602,"2,072","8,262",Desil 4 *)
SULAWESI BARAT,MAMASA,7603,"5,259","31,012",Desil 1 *)
SULAWESI BARAT,MAMASA,7603,"3,968","18,394",Desil 2 *)
SULAWESI BARAT,MAMASA,7603,"6,266","24,232",Desil 3 *)
SULAWESI BARAT,MAMASA,7603,"5,225","16,035",Desil 4 *)
SULAWESI BARAT,MAMUJU,7604,"1,594","10,700",Desil 1 *)
SULAWESI BARAT,MAMUJU,7604,"4,944","25,757",Desil 2 *)
SULAWESI BARAT,MAMUJU,7604,"6,450","26,351",Desil 3 *)
SULAWESI BARAT,MAMUJU,7604,"5,590","18,989",Desil 4 *)
SULAWESI BARAT,MAMUJU UTARA,7605,"1,781","10,593",Desil 1 *)
SULAWESI BARAT,MAMUJU UTARA,7605,"1,992","9,909",Desil 2 *)
SULAWESI BARAT,MAMUJU UTARA,7605,"4,396","17,394",Desil 3 *)
SULAWESI BARAT,MAMUJU UTARA,7605,"1,799","6,240",Desil 4 *)
SULAWESI BARAT,MAMUJU TENGAH,7606,343,"2,368",Desil 1 *)
SULAWESI BARAT,MAMUJU TENGAH,7606,"1,513","8,184",Desil 2 *)
SULAWESI BARAT,MAMUJU TENGAH,7606,"2,429","10,430",Desil 3 *)
SULAWESI BARAT,MAMUJU TENGAH,7606,"2,610","8,945",Desil 4 *)
MALUKU,MALUKU TENGGARA BARAT,8101,"3,504","23,527",Desil 1 *)
MALUKU,MALUKU TENGGARA BARAT,8101,"3,361","17,158",Desil 2 *)
MALUKU,MALUKU TENGGARA BARAT,8101,"3,262","13,496",Desil 3 *)
MALUKU,MALUKU TENGGARA BARAT,8101,"1,623","5,950",Desil 4 *)
MALUKU,MALUKU TENGGARA,8102,"1,186","9,801",Desil 1 *)
MALUKU,MALUKU TENGGARA,8102,"1,575","10,742",Desil 2 *)
MALUKU,MALUKU TENGGARA,8102,"2,003","11,582",Desil 3 *)
MALUKU,MALUKU TENGGARA,8102,"2,194","10,478",Desil 4 *)
MALUKU,MALUKU TENGAH,8103,"9,811","61,652",Desil 1 *)
MALUKU,MALUKU TENGAH,8103,"7,970","39,754",Desil 2 *)
MALUKU,MALUKU TENGAH,8103,"9,387","40,257",Desil 3 *)
MALUKU,MALUKU TENGAH,8103,"10,364","37,403",Desil 4 *)
MALUKU,BURU,8104,495,"3,847",Desil 1 *)
MALUKU,BURU,8104,"1,068","6,766",Desil 2 *)
MALUKU,BURU,8104,"3,468","17,795",Desil 3 *)
MALUKU,BURU,8104,"3,499","14,325",Desil 4 *)
MALUKU,KEPULAUAN ARU,8105,594,"5,032",Desil 1 *)
MALUKU,KEPULAUAN ARU,8105,"2,006","13,273",Desil 2 *)
MALUKU,KEPULAUAN ARU,8105,"2,010","10,645",Desil 3 *)
MALUKU,KEPULAUAN ARU,8105,"2,090","8,920",Desil 4 *)
MALUKU,SERAM BAGIAN BARAT,8106,"6,598","43,221",Desil 1 *)
MALUKU,SERAM BAGIAN BARAT,8106,"4,323","22,515",Desil 2 *)
MALUKU,SERAM BAGIAN BARAT,8106,"4,962","21,300",Desil 3 *)
MALUKU,SERAM BAGIAN BARAT,8106,"3,946","14,177",Desil 4 *)
MALUKU,SERAM BAGIAN TIMUR,8107,"1,050","7,357",Desil 1 *)
MALUKU,SERAM BAGIAN TIMUR,8107,"1,939","10,889",Desil 2 *)
MALUKU,SERAM BAGIAN TIMUR,8107,"3,039","14,534",Desil 3 *)
MALUKU,SERAM BAGIAN TIMUR,8107,"2,957","12,556",Desil 4 *)
MALUKU,MALUKU BARAT DAYA,8108,"2,673","18,031",Desil 1 *)
MALUKU,MALUKU BARAT DAYA,8108,"2,839","14,298",Desil 2 *)
MALUKU,MALUKU BARAT DAYA,8108,"3,148","11,856",Desil 3 *)
MALUKU,MALUKU BARAT DAYA,8108,"1,384","4,161",Desil 4 *)
MALUKU,BURU SELATAN,8109,"3,449","20,794",Desil 1 *)
MALUKU,BURU SELATAN,8109,"1,057","4,595",Desil 2 *)
MALUKU,BURU SELATAN,8109,630,"2,374",Desil 3 *)
MALUKU,BURU SELATAN,8109,597,"2,110",Desil 4 *)
MALUKU,KOTA AMBON,8171,"3,171","18,467",Desil 1 *)
MALUKU,KOTA AMBON,8171,"4,722","22,476",Desil 2 *)
MALUKU,KOTA AMBON,8171,"8,456","35,210",Desil 3 *)
MALUKU,KOTA AMBON,8171,"2,717","11,084",Desil 4 *)
MALUKU,KOTA TUAL,8172,"1,052","7,417",Desil 1 *)
MALUKU,KOTA TUAL,8172,"1,203","6,853",Desil 2 *)
MALUKU,KOTA TUAL,8172,"1,248","6,099",Desil 3 *)
MALUKU,KOTA TUAL,8172,844,"3,857",Desil 4 *)
MALUKU UTARA,HALMAHERA BARAT,8201,403,"2,604",Desil 1 *)
MALUKU UTARA,HALMAHERA BARAT,8201,"1,118","6,056",Desil 2 *)
MALUKU UTARA,HALMAHERA BARAT,8201,"2,649","12,391",Desil 3 *)
MALUKU UTARA,HALMAHERA BARAT,8201,"2,993","11,927",Desil 4 *)
MALUKU UTARA,HALMAHERA TENGAH,8202,911,"5,751",Desil 1 *)
MALUKU UTARA,HALMAHERA TENGAH,8202,"1,158","5,863",Desil 2 *)
MALUKU UTARA,HALMAHERA TENGAH,8202,"1,128","4,961",Desil 3 *)
MALUKU UTARA,HALMAHERA TENGAH,8202,851,"3,565",Desil 4 *)
MALUKU UTARA,KEPULAUAN SULA,8203,"1,462","8,883",Desil 1 *)
MALUKU UTARA,KEPULAUAN SULA,8203,"1,412","6,663",Desil 2 *)
MALUKU UTARA,KEPULAUAN SULA,8203,814,"3,255",Desil 3 *)
MALUKU UTARA,KEPULAUAN SULA,8203,659,"2,340",Desil 4 *)
MALUKU UTARA,HALMAHERA SELATAN,8204,760,"5,911",Desil 1 *)
MALUKU UTARA,HALMAHERA SELATAN,8204,"1,251","8,465",Desil 2 *)
MALUKU UTARA,HALMAHERA SELATAN,8204,"4,016","22,483",Desil 3 *)
MALUKU UTARA,HALMAHERA SELATAN,8204,"3,499","13,830",Desil 4 *)
MALUKU UTARA,HALMAHERA UTARA,8205,7,59,Desil 1 *)
MALUKU UTARA,HALMAHERA UTARA,8205,"1,260","7,520",Desil 2 *)
MALUKU UTARA,HALMAHERA UTARA,8205,"2,129","10,992",Desil 3 *)
MALUKU UTARA,HALMAHERA UTARA,8205,"3,107","13,996",Desil 4 *)
MALUKU UTARA,HALMAHERA TIMUR,8206,"3,158","17,513",Desil 1 *)
MALUKU UTARA,HALMAHERA TIMUR,8206,"2,378","8,616",Desil 2 *)
MALUKU UTARA,HALMAHERA TIMUR,8206,523,"1,395",Desil 3 *)
MALUKU UTARA,HALMAHERA TIMUR,8206,218,516,Desil 4 *)
MALUKU UTARA,PULAU MOROTAI,8207,10,93,Desil 1 *)
MALUKU UTARA,PULAU MOROTAI,8207,172,"1,345",Desil 2 *)
MALUKU UTARA,PULAU MOROTAI,8207,"1,433","8,184",Desil 3 *)
MALUKU UTARA,PULAU MOROTAI,8207,"1,893","8,463",Desil 4 *)
MALUKU UTARA,PULAU TALIABU,8208,972,"5,720",Desil 1 *)
MALUKU UTARA,PULAU TALIABU,8208,803,"3,301",Desil 2 *)
MALUKU UTARA,PULAU TALIABU,8208,411,"1,298",Desil 3 *)
MALUKU UTARA,PULAU TALIABU,8208,308,761,Desil 4 *)
MALUKU UTARA,KOTA TERNATE,8271,"1,295","6,340",Desil 1 *)
MALUKU UTARA,KOTA TERNATE,8271,884,"3,693",Desil 2 *)
MALUKU UTARA,KOTA TERNATE,8271,757,"3,100",Desil 3 *)
MALUKU UTARA,KOTA TERNATE,8271,583,"2,385",Desil 4 *)
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,194,"1,354",Desil 1 *)
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,"1,409","8,150",Desil 2 *)
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,"2,200","10,235",Desil 3 *)
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,"2,274","6,716",Desil 4 *)
PAPUA BARAT,FAKFAK,9101,"5,392","26,669",Desil 1 *)
PAPUA BARAT,FAKFAK,9101,"1,388","5,154",Desil 2 *)
PAPUA BARAT,FAKFAK,9101,712,"2,587",Desil 3 *)
PAPUA BARAT,FAKFAK,9101,588,"2,062",Desil 4 *)
PAPUA BARAT,KAIMANA,9102,"1,315","8,077",Desil 1 *)
PAPUA BARAT,KAIMANA,9102,994,"4,483",Desil 2 *)
PAPUA BARAT,KAIMANA,9102,"1,383","5,024",Desil 3 *)
PAPUA BARAT,KAIMANA,9102,832,"2,476",Desil 4 *)
PAPUA BARAT,TELUK WONDAMA,9103,"1,913","10,265",Desil 1 *)
PAPUA BARAT,TELUK WONDAMA,9103,245,"1,019",Desil 2 *)
PAPUA BARAT,TELUK WONDAMA,9103,215,914,Desil 3 *)
PAPUA BARAT,TELUK WONDAMA,9103,193,802,Desil 4 *)
PAPUA BARAT,TELUK BINTUNI,9104,"1,569","9,989",Desil 1 *)
PAPUA BARAT,TELUK BINTUNI,9104,971,"4,677",Desil 2 *)
PAPUA BARAT,TELUK BINTUNI,9104,"1,322","5,172",Desil 3 *)
PAPUA BARAT,TELUK BINTUNI,9104,"1,106","3,986",Desil 4 *)
PAPUA BARAT,MANOKWARI,9105,"5,206","22,991",Desil 1 *)
PAPUA BARAT,MANOKWARI,9105,"2,736","10,064",Desil 2 *)
PAPUA BARAT,MANOKWARI,9105,"2,208","7,644",Desil 3 *)
PAPUA BARAT,MANOKWARI,9105,596,"2,180",Desil 4 *)
PAPUA BARAT,SORONG SELATAN,9106,507,"4,220",Desil 1 *)
PAPUA BARAT,SORONG SELATAN,9106,528,"3,341",Desil 2 *)
PAPUA BARAT,SORONG SELATAN,9106,"1,024","5,351",Desil 3 *)
PAPUA BARAT,SORONG SELATAN,9106,"1,279","5,157",Desil 4 *)
PAPUA BARAT,SORONG,9107,"1,271","8,025",Desil 1 *)
PAPUA BARAT,SORONG,9107,"1,509","7,252",Desil 2 *)
PAPUA BARAT,SORONG,9107,"2,892","10,981",Desil 3 *)
PAPUA BARAT,SORONG,9107,"2,365","7,362",Desil 4 *)
PAPUA BARAT,RAJA AMPAT,9108,634,"4,872",Desil 1 *)
PAPUA BARAT,RAJA AMPAT,9108,"1,233","7,700",Desil 2 *)
PAPUA BARAT,RAJA AMPAT,9108,"1,247","6,248",Desil 3 *)
PAPUA BARAT,RAJA AMPAT,9108,"1,192","4,719",Desil 4 *)
PAPUA BARAT,TAMBRAUW,9109,"1,039","6,151",Desil 1 *)
PAPUA BARAT,TAMBRAUW,9109,452,"1,965",Desil 2 *)
PAPUA BARAT,TAMBRAUW,9109,521,"1,725",Desil 3 *)
PAPUA BARAT,TAMBRAUW,9109,323,900,Desil 4 *)
PAPUA BARAT,MAYBRAT,9110,886,"5,179",Desil 1 *)
PAPUA BARAT,MAYBRAT,9110,"1,578","5,981",Desil 2 *)
PAPUA BARAT,MAYBRAT,9110,"1,656","3,744",Desil 3 *)
PAPUA BARAT,MAYBRAT,9110,110,156,Desil 4 *)
PAPUA BARAT,MANOKWARI SELATAN,9111,"2,773","12,099",Desil 1 *)
PAPUA BARAT,MANOKWARI SELATAN,9111,549,"1,825",Desil 2 *)
PAPUA BARAT,MANOKWARI SELATAN,9111,300,956,Desil 3 *)
PAPUA BARAT,MANOKWARI SELATAN,9111,71,257,Desil 4 *)
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,"6,408","21,316",Desil 1 *)
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,355,838,Desil 2 *)
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,78,184,Desil 3 *)
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,15,32,Desil 4 *)
PAPUA BARAT,KOTA SORONG,9171,"2,875","16,655",Desil 1 *)
PAPUA BARAT,KOTA SORONG,9171,"2,987","14,113",Desil 2 *)
PAPUA BARAT,KOTA SORONG,9171,"2,715","11,524",Desil 3 *)
PAPUA BARAT,KOTA SORONG,9171,"3,397","13,196",Desil 4 *)
PAPUA,MERAUKE,9401,"5,638","32,346",Desil 1 *)
PAPUA,MERAUKE,9401,"3,746","17,081",Desil 2 *)
PAPUA,MERAUKE,9401,"5,202","19,961",Desil 3 *)
PAPUA,MERAUKE,9401,"3,516","10,718",Desil 4 *)
PAPUA,JAYAWIJAYA,9402,"8,284","23,820",Desil 1 *)
PAPUA,JAYAWIJAYA,9402,"4,439","8,817",Desil 2 *)
PAPUA,JAYAWIJAYA,9402,"2,532","2,998",Desil 3 *)
PAPUA,JAYAWIJAYA,9402,"1,989","2,360",Desil 4 *)
PAPUA,JAYAPURA,9403,"4,127","20,347",Desil 1 *)
PAPUA,JAYAPURA,9403,845,"3,293",Desil 2 *)
PAPUA,JAYAPURA,9403,"2,188","8,442",Desil 3 *)
PAPUA,JAYAPURA,9403,"2,406","8,742",Desil 4 *)
PAPUA,NABIRE,9404,"7,220","30,678",Desil 1 *)
PAPUA,NABIRE,9404,"4,187","13,661",Desil 2 *)
PAPUA,NABIRE,9404,"2,737","7,081",Desil 3 *)
PAPUA,NABIRE,9404,0,0,Desil 4 *)
PAPUA,KEPULAUAN YAPEN,9408,"6,075","28,938",Desil 1 *)
PAPUA,KEPULAUAN YAPEN,9408,"2,460","7,139",Desil 2 *)
PAPUA,KEPULAUAN YAPEN,9408,"1,962","4,524",Desil 3 *)
PAPUA,KEPULAUAN YAPEN,9408,"1,371","3,043",Desil 4 *)
PAPUA,BIAK NUMFOR,9409,"8,843","46,333",Desil 1 *)
PAPUA,BIAK NUMFOR,9409,"3,134","11,135",Desil 2 *)
PAPUA,BIAK NUMFOR,9409,"2,625","8,275",Desil 3 *)
PAPUA,BIAK NUMFOR,9409,"2,321","7,165",Desil 4 *)
PAPUA,PANIAI,9410,"6,248","34,057",Desil 1 *)
PAPUA,PANIAI,9410,"8,198","31,186",Desil 2 *)
PAPUA,PANIAI,9410,"5,465","15,926",Desil 3 *)
PAPUA,PANIAI,9410,"5,143","10,536",Desil 4 *)
PAPUA,PUNCAK JAYA,9411,"13,391","55,747",Desil 1 *)
PAPUA,PUNCAK JAYA,9411,"3,238","12,952",Desil 2 *)
PAPUA,PUNCAK JAYA,9411,"3,794","11,501",Desil 3 *)
PAPUA,PUNCAK JAYA,9411,"2,876","8,628",Desil 4 *)
PAPUA,MIMIKA,9412,"7,703","38,974",Desil 1 *)
PAPUA,MIMIKA,9412,"3,721","13,283",Desil 2 *)
PAPUA,MIMIKA,9412,"4,411","14,278",Desil 3 *)
PAPUA,MIMIKA,9412,"3,011","8,130",Desil 4 *)
PAPUA,BOVEN DIGOEL,9413,"2,745","14,162",Desil 1 *)
PAPUA,BOVEN DIGOEL,9413,"1,448","4,779",Desil 2 *)
PAPUA,BOVEN DIGOEL,9413,975,"3,055",Desil 3 *)
PAPUA,BOVEN DIGOEL,9413,907,"3,708",Desil 4 *)
PAPUA,MAPPI,9414,"6,397","35,261",Desil 1 *)
PAPUA,MAPPI,9414,"2,612","9,532",Desil 2 *)
PAPUA,MAPPI,9414,"2,762","7,320",Desil 3 *)
PAPUA,MAPPI,9414,"2,010","4,511",Desil 4 *)
PAPUA,ASMAT,9415,"10,324","41,007",Desil 1 *)
PAPUA,ASMAT,9415,"3,785","10,157",Desil 2 *)
PAPUA,ASMAT,9415,"2,343","11,679",Desil 3 *)
PAPUA,ASMAT,9415,737,"5,570",Desil 4 *)
PAPUA,YAHUKIMO,9416,"5,344","21,526",Desil 1 *)
PAPUA,YAHUKIMO,9416,"9,028","15,723",Desil 2 *)
PAPUA,YAHUKIMO,9416,"11,186","11,186",Desil 3 *)
PAPUA,YAHUKIMO,9416,"5,296","5,296",Desil 4 *)
PAPUA,PEGUNUNGAN BINTANG,9417,"6,867","30,827",Desil 1 *)
PAPUA,PEGUNUNGAN BINTANG,9417,"4,624","11,700",Desil 2 *)
PAPUA,PEGUNUNGAN BINTANG,9417,"1,358","2,130",Desil 3 *)
PAPUA,PEGUNUNGAN BINTANG,9417,0,0,Desil 4 *)
PAPUA,TOLIKARA,9418,"1,443","6,946",Desil 1 *)
PAPUA,TOLIKARA,9418,"4,401","26,030",Desil 2 *)
PAPUA,TOLIKARA,9418,"7,537","33,403",Desil 3 *)
PAPUA,TOLIKARA,9418,"8,387","28,696",Desil 4 *)
PAPUA,SARMI,9419,"2,271","10,068",Desil 1 *)
PAPUA,SARMI,9419,738,"2,151",Desil 2 *)
PAPUA,SARMI,9419,888,"2,374",Desil 3 *)
PAPUA,SARMI,9419,741,"1,499",Desil 4 *)
PAPUA,KEEROM,9420,"4,828","20,300",Desil 1 *)
PAPUA,KEEROM,9420,"1,499","4,046",Desil 2 *)
PAPUA,KEEROM,9420,800,"2,168",Desil 3 *)
PAPUA,KEEROM,9420,268,764,Desil 4 *)
PAPUA,WAROPEN,9426,"1,957","6,690",Desil 1 *)
PAPUA,WAROPEN,9426,506,506,Desil 2 *)
PAPUA,WAROPEN,9426,535,535,Desil 3 *)
PAPUA,WAROPEN,9426,386,434,Desil 4 *)
PAPUA,SUPIORI,9427,807,"5,419",Desil 1 *)
PAPUA,SUPIORI,9427,626,"2,677",Desil 2 *)
PAPUA,SUPIORI,9427,426,"1,275",Desil 3 *)
PAPUA,SUPIORI,9427,285,593,Desil 4 *)
PAPUA,MAMBERAMO RAYA,9428,"2,530","9,140",Desil 1 *)
PAPUA,MAMBERAMO RAYA,9428,0,0,Desil 2 *)
PAPUA,MAMBERAMO RAYA,9428,0,0,Desil 3 *)
PAPUA,MAMBERAMO RAYA,9428,0,0,Desil 4 *)
PAPUA,NDUGA,9429,917,"4,214",Desil 1 *)
PAPUA,NDUGA,9429,"2,739","13,051",Desil 2 *)
PAPUA,NDUGA,9429,"4,616","21,308",Desil 3 *)
PAPUA,NDUGA,9429,"5,452","24,406",Desil 4 *)
PAPUA,LANNY JAYA,9430,"31,075","101,280",Desil 1 *)
PAPUA,LANNY JAYA,9430,"3,913","20,129",Desil 2 *)
PAPUA,LANNY JAYA,9430,0,0,Desil 3 *)
PAPUA,LANNY JAYA,9430,0,0,Desil 4 *)
PAPUA,MAMBERAMO TENGAH,9431,"2,755","13,247",Desil 1 *)
