Provinsi,NamaKab/Kota,KodeKab/Kota,Jenis kelamin,Usia di bawah 15 tahun,Usia 15 - 44 tahun,Usia 45 - 59 tahun,Usia 60 tahun ke atas
KALIMANTAN BARAT,SINTANG,6107,P,301,"1,878","1,779","1,801"
KALIMANTAN BARAT,SINTANG,6107,L,238,"1,891","1,993","1,701"
KALIMANTAN BARAT,KAPUAS HULU,6108,P,242,"1,036","1,197","1,259"
KALIMANTAN BARAT,KAPUAS HULU,6108,L,207,"1,145","1,412","1,320"
KALIMANTAN BARAT,SEKADAU,6109,P,25,195,245,215
KALIMANTAN BARAT,SEKADAU,6109,L,29,216,248,198
KALIMANTAN BARAT,MELAWI,6110,P,117,925,"1,094","1,083"
KALIMANTAN BARAT,MELAWI,6110,L,98,"1,058","1,356","1,000"
KALIMANTAN BARAT,KAYONG UTARA,6111,P,44,331,414,478
KALIMANTAN BARAT,KAYONG UTARA,6111,L,36,480,483,491
KALIMANTAN BARAT,KUBU RAYA,6112,P,124,801,"1,321","1,704"
KALIMANTAN BARAT,KUBU RAYA,6112,L,92,951,"1,658","1,852"
KALIMANTAN BARAT,KOTA PONTIANAK,6171,P,92,549,"1,068","1,231"
KALIMANTAN BARAT,KOTA PONTIANAK,6171,L,101,802,"1,593","1,651"
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,P,91,293,448,693
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,L,82,400,629,839
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,P,31,199,437,767
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,L,31,336,792,955
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,P,137,845,"1,091","1,280"
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,L,112,961,"1,419","1,448"
KALIMANTAN TENGAH,KAPUAS,6203,P,102,861,"1,069","1,024"
KALIMANTAN TENGAH,KAPUAS,6203,L,85,"1,064","1,355","1,110"
KALIMANTAN TENGAH,BARITO SELATAN,6204,P,55,223,381,458
KALIMANTAN TENGAH,BARITO SELATAN,6204,L,32,272,523,610
KALIMANTAN TENGAH,BARITO UTARA,6205,P,12,203,473,612
KALIMANTAN TENGAH,BARITO UTARA,6205,L,7,263,625,758
KALIMANTAN TENGAH,SUKAMARA,6206,P,12,57,133,184
KALIMANTAN TENGAH,SUKAMARA,6206,L,10,113,225,252
KALIMANTAN TENGAH,LAMANDAU,6207,P,21,138,259,473
KALIMANTAN TENGAH,LAMANDAU,6207,L,21,167,369,465
KALIMANTAN TENGAH,SERUYAN,6208,P,32,224,427,559
KALIMANTAN TENGAH,SERUYAN,6208,L,32,345,723,703
KALIMANTAN TENGAH,KATINGAN,6209,P,15,257,504,774
KALIMANTAN TENGAH,KATINGAN,6209,L,27,326,683,859
KALIMANTAN TENGAH,PULANG PISAU,6210,P,64,317,479,912
KALIMANTAN TENGAH,PULANG PISAU,6210,L,57,453,691,978
KALIMANTAN TENGAH,GUNUNG MAS,6211,P,22,71,92,80
KALIMANTAN TENGAH,GUNUNG MAS,6211,L,18,95,98,56
KALIMANTAN TENGAH,BARITO TIMUR,6212,P,21,130,198,362
KALIMANTAN TENGAH,BARITO TIMUR,6212,L,17,153,364,590
KALIMANTAN TENGAH,MURUNG RAYA,6213,P,29,176,231,181
KALIMANTAN TENGAH,MURUNG RAYA,6213,L,21,205,250,145
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,P,65,188,301,333
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,L,40,346,411,436
KALIMANTAN SELATAN,TANAH LAUT,6301,P,51,265,507,828
KALIMANTAN SELATAN,TANAH LAUT,6301,L,31,391,749,"1,035"
KALIMANTAN SELATAN,KOTA BARU,6302,P,37,290,682,654
KALIMANTAN SELATAN,KOTA BARU,6302,L,31,496,899,622
KALIMANTAN SELATAN,BANJAR,6303,P,72,503,783,809
KALIMANTAN SELATAN,BANJAR,6303,L,81,681,"1,070",942
KALIMANTAN SELATAN,BARITO KUALA,6304,P,75,417,620,611
KALIMANTAN SELATAN,BARITO KUALA,6304,L,58,653,750,652
KALIMANTAN SELATAN,TAPIN,6305,P,19,90,159,194
KALIMANTAN SELATAN,TAPIN,6305,L,7,139,240,236
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,P,27,258,516,615
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,L,50,410,844,"1,139"
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,P,46,258,620,719
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,L,37,378,889,"1,254"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,P,57,514,911,870
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,L,57,891,"1,610","1,656"
KALIMANTAN SELATAN,TABALONG,6309,P,42,298,498,623
KALIMANTAN SELATAN,TABALONG,6309,L,25,370,875,"1,144"
KALIMANTAN SELATAN,TANAH BUMBU,6310,P,33,341,723,"1,145"
KALIMANTAN SELATAN,TANAH BUMBU,6310,L,20,549,"1,122","1,443"
KALIMANTAN SELATAN,BALANGAN,6311,P,28,94,188,166
KALIMANTAN SELATAN,BALANGAN,6311,L,18,126,274,284
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,P,161,940,"1,481","1,378"
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,L,127,"1,213","2,245","2,014"
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,P,39,203,326,335
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,L,34,329,487,478
KALIMANTAN TIMUR,PASER,6401,P,52,339,639,832
KALIMANTAN TIMUR,PASER,6401,L,50,442,859,827
KALIMANTAN TIMUR,KUTAI BARAT,6402,P,76,396,613,787
KALIMANTAN TIMUR,KUTAI BARAT,6402,L,62,497,704,661
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,P,92,584,"1,315","2,009"
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,L,94,835,"1,945","2,237"
KALIMANTAN TIMUR,KUTAI TIMUR,6404,P,55,456,895,"1,019"
KALIMANTAN TIMUR,KUTAI TIMUR,6404,L,48,579,"1,147",915
KALIMANTAN TIMUR,BERAU,6405,P,20,136,294,446
KALIMANTAN TIMUR,BERAU,6405,L,16,170,379,436
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,P,33,168,345,452
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,L,30,262,459,422
KALIMANTAN TIMUR,MAHAKAM HULU,6411,P,60,306,312,318
KALIMANTAN TIMUR,MAHAKAM HULU,6411,L,47,309,308,315
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,P,130,633,"1,577","1,540"
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,L,92,965,"2,343","1,911"
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,P,127,744,"1,386","1,374"
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,L,115,"1,123","2,268","1,822"
KALIMANTAN TIMUR,KOTA BONTANG,6474,P,57,241,499,325
KALIMANTAN TIMUR,KOTA BONTANG,6474,L,65,376,653,237
KALIMANTAN UTARA,MALINAU,6501,P,12,112,187,264
KALIMANTAN UTARA,MALINAU,6501,L,18,125,254,237
KALIMANTAN UTARA,BULUNGAN,6502,P,15,127,227,360
KALIMANTAN UTARA,BULUNGAN,6502,L,16,175,286,336
KALIMANTAN UTARA,TANA TIDUNG,6503,P,4,35,55,48
KALIMANTAN UTARA,TANA TIDUNG,6503,L,3,54,55,51
KALIMANTAN UTARA,NUNUKAN,6504,P,81,370,496,378
KALIMANTAN UTARA,NUNUKAN,6504,L,64,442,455,343
KALIMANTAN UTARA,KOTA TARAKAN,6571,P,75,270,501,508
KALIMANTAN UTARA,KOTA TARAKAN,6571,L,56,413,702,549
SULAWESI UTARA,BOLAANG MONGONDOW,7101,P,115,721,953,"1,220"
SULAWESI UTARA,BOLAANG MONGONDOW,7101,L,105,842,"1,028","1,273"
SULAWESI UTARA,MINAHASA,7102,P,63,536,881,781
SULAWESI UTARA,MINAHASA,7102,L,62,543,763,651
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,P,76,460,588,615
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,L,53,408,593,703
SULAWESI UTARA,KEPULAUAN TALAUD,7104,P,66,320,341,343
SULAWESI UTARA,KEPULAUAN TALAUD,7104,L,49,337,383,399
SULAWESI UTARA,MINAHASA SELATAN,7105,P,93,656,"1,130","1,164"
SULAWESI UTARA,MINAHASA SELATAN,7105,L,58,695,"1,035","1,097"
SULAWESI UTARA,MINAHASA UTARA,7106,P,70,515,761,620
SULAWESI UTARA,MINAHASA UTARA,7106,L,66,568,779,648
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,P,50,253,267,338
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,L,36,345,331,384
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,P,9,56,101,116
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,L,6,43,109,186
SULAWESI UTARA,MINAHASA TENGGARA,7109,P,30,268,439,572
SULAWESI UTARA,MINAHASA TENGGARA,7109,L,23,264,431,643
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,P,27,226,262,201
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,L,38,292,237,174
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,P,14,141,178,237
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,L,15,166,186,262
SULAWESI UTARA,KOTA MANADO,7171,P,87,670,"1,091",898
SULAWESI UTARA,KOTA MANADO,7171,L,78,627,"1,104","1,171"
SULAWESI UTARA,KOTA BITUNG,7172,P,46,439,778,741
SULAWESI UTARA,KOTA BITUNG,7172,L,51,462,823,907
SULAWESI UTARA,KOTA TOMOHON,7173,P,24,255,481,525
SULAWESI UTARA,KOTA TOMOHON,7173,L,17,293,532,631
SULAWESI UTARA,KOTAMOBAGU,7174,P,25,209,400,423
SULAWESI UTARA,KOTAMOBAGU,7174,L,20,317,542,507
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,P,54,432,499,616
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,L,40,591,655,722
SULAWESI TENGAH,BANGGAI,7202,P,148,886,"1,046","1,713"
SULAWESI TENGAH,BANGGAI,7202,L,148,"1,016","1,377","1,917"
SULAWESI TENGAH,MOROWALI,7203,P,17,193,286,426
SULAWESI TENGAH,MOROWALI,7203,L,13,220,376,517
SULAWESI TENGAH,POSO,7204,P,167,994,"1,166","1,429"
SULAWESI TENGAH,POSO,7204,L,130,"1,267","1,372","1,508"
SULAWESI TENGAH,DONGGALA,7205,P,133,685,913,"1,099"
SULAWESI TENGAH,DONGGALA,7205,L,116,960,"1,035",997
SULAWESI TENGAH,TOLI-TOLI,7206,P,49,371,490,552
SULAWESI TENGAH,TOLI-TOLI,7206,L,40,432,524,569
SULAWESI TENGAH,BUOL,7207,P,86,505,494,541
SULAWESI TENGAH,BUOL,7207,L,72,568,496,504
SULAWESI TENGAH,PARIGI MOUTONG,7208,P,142,"1,115","1,574","1,543"
SULAWESI TENGAH,PARIGI MOUTONG,7208,L,131,"1,427","1,731","1,410"
SULAWESI TENGAH,TOJO UNA-UNA,7209,P,112,641,598,554
SULAWESI TENGAH,TOJO UNA-UNA,7209,L,90,748,679,531
SULAWESI TENGAH,SIGI,7210,P,79,696,703,643
SULAWESI TENGAH,SIGI,7210,L,69,807,760,632
SULAWESI TENGAH,BANGGAI LAUT,7211,P,17,145,214,232
SULAWESI TENGAH,BANGGAI LAUT,7211,L,10,254,278,308
SULAWESI TENGAH,MOROWALI UTARA,7212,P,35,245,342,490
SULAWESI TENGAH,MOROWALI UTARA,7212,L,27,330,491,557
SULAWESI TENGAH,KOTA PALU,7271,P,115,459,549,580
SULAWESI TENGAH,KOTA PALU,7271,L,102,649,767,739
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,P,30,220,347,609
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,L,27,331,566,885
SULAWESI SELATAN,BULUKUMBA,7302,P,75,452,866,"1,504"
SULAWESI SELATAN,BULUKUMBA,7302,L,90,685,"1,629","2,711"
SULAWESI SELATAN,BANTAENG,7303,P,26,173,314,558
SULAWESI SELATAN,BANTAENG,7303,L,18,230,448,700
SULAWESI SELATAN,JENEPONTO,7304,P,109,971,"1,403","1,723"
SULAWESI SELATAN,JENEPONTO,7304,L,90,"1,317","1,997","2,246"
SULAWESI SELATAN,TAKALAR,7305,P,85,427,492,672
SULAWESI SELATAN,TAKALAR,7305,L,70,604,713,968
SULAWESI SELATAN,GOWA,7306,P,186,"1,213","1,590","2,110"
SULAWESI SELATAN,GOWA,7306,L,159,"1,626","2,242","2,915"
SULAWESI SELATAN,SINJAI,7307,P,33,220,463,791
SULAWESI SELATAN,SINJAI,7307,L,34,234,604,"1,206"
SULAWESI SELATAN,MAROS,7308,P,59,357,606,808
SULAWESI SELATAN,MAROS,7308,L,48,528,882,"1,208"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,P,61,642,829,926
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,L,63,786,"1,218","1,448"
SULAWESI SELATAN,BARRU,7310,P,23,175,322,625
SULAWESI SELATAN,BARRU,7310,L,18,238,526,976
SULAWESI SELATAN,BONE,7311,P,128,840,"1,476","2,833"
SULAWESI SELATAN,BONE,7311,L,80,"1,061","2,471","4,424"
SULAWESI SELATAN,SOPPENG,7312,P,28,168,295,615
SULAWESI SELATAN,SOPPENG,7312,L,25,184,491,971
SULAWESI SELATAN,WAJO,7313,P,40,266,616,836
SULAWESI SELATAN,WAJO,7313,L,30,418,935,"1,137"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,P,42,321,475,771
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,L,36,409,815,"1,323"
SULAWESI SELATAN,PINRANG,7315,P,31,250,452,784
SULAWESI SELATAN,PINRANG,7315,L,33,296,670,"1,172"
SULAWESI SELATAN,ENREKANG,7316,P,61,373,525,935
SULAWESI SELATAN,ENREKANG,7316,L,60,485,610,"1,136"
SULAWESI SELATAN,LUWU,7317,P,135,782,825,"1,262"
SULAWESI SELATAN,LUWU,7317,L,103,906,"1,148","1,517"
SULAWESI SELATAN,TANA TORAJA,7318,P,104,528,598,947
SULAWESI SELATAN,TANA TORAJA,7318,L,83,500,624,"1,075"
SULAWESI SELATAN,LUWU UTARA,7322,P,119,793,832,"1,273"
SULAWESI SELATAN,LUWU UTARA,7322,L,97,990,"1,074","1,542"
SULAWESI SELATAN,LUWU TIMUR,7325,P,88,453,551,881
SULAWESI SELATAN,LUWU TIMUR,7325,L,62,603,706,"1,042"
SULAWESI SELATAN,TORAJA UTARA,7326,P,80,381,412,704
SULAWESI SELATAN,TORAJA UTARA,7326,L,65,325,384,726
SULAWESI SELATAN,KOTA MAKASSAR,7371,P,203,"1,021","1,371","1,459"
SULAWESI SELATAN,KOTA MAKASSAR,7371,L,147,"1,274","1,977","2,162"
SULAWESI SELATAN,KOTA PAREPARE,7372,P,14,82,172,203
SULAWESI SELATAN,KOTA PAREPARE,7372,L,7,92,220,293
SULAWESI SELATAN,KOTA PALOPO,7373,P,20,107,138,121
SULAWESI SELATAN,KOTA PALOPO,7373,L,31,155,175,166
SULAWESI TENGGARA,BUTON,7401,P,39,170,229,368
SULAWESI TENGGARA,BUTON,7401,L,41,226,288,430
SULAWESI TENGGARA,MUNA,7402,P,53,268,432,609
SULAWESI TENGGARA,MUNA,7402,L,47,428,531,935
SULAWESI TENGGARA,KONAWE,7403,P,72,443,487,791
SULAWESI TENGGARA,KONAWE,7403,L,83,524,567,714
SULAWESI TENGGARA,KOLAKA,7404,P,39,191,254,407
SULAWESI TENGGARA,KOLAKA,7404,L,41,229,289,443
SULAWESI TENGGARA,KONAWE SELATAN,7405,P,84,574,626,861
SULAWESI TENGGARA,KONAWE SELATAN,7405,L,72,678,757,772
SULAWESI TENGGARA,BOMBANA,7406,P,28,322,388,580
SULAWESI TENGGARA,BOMBANA,7406,L,38,472,572,749
SULAWESI TENGGARA,WAKATOBI,7407,P,65,148,108,209
SULAWESI TENGGARA,WAKATOBI,7407,L,75,150,134,157
SULAWESI TENGGARA,KOLAKA UTARA,7408,P,40,371,504,468
SULAWESI TENGGARA,KOLAKA UTARA,7408,L,48,474,607,464
SULAWESI TENGGARA,BUTON UTARA,7409,P,19,136,140,235
SULAWESI TENGGARA,BUTON UTARA,7409,L,13,164,155,320
SULAWESI TENGGARA,KONAWE UTARA,7410,P,21,142,181,135
SULAWESI TENGGARA,KONAWE UTARA,7410,L,18,197,190,117
SULAWESI TENGGARA,KOLAKA TIMUR,7411,P,44,257,284,355
SULAWESI TENGGARA,KOLAKA TIMUR,7411,L,39,335,309,347
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,P,8,43,67,99
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,L,4,71,94,129
SULAWESI TENGGARA,MUNA BARAT,7413,P,24,162,278,385
SULAWESI TENGGARA,MUNA BARAT,7413,L,11,258,364,536
SULAWESI TENGGARA,BUTON TENGAH,7414,P,27,204,297,485
SULAWESI TENGGARA,BUTON TENGAH,7414,L,36,236,393,822
SULAWESI TENGGARA,BUTON SELATAN,7415,P,47,185,159,317
SULAWESI TENGGARA,BUTON SELATAN,7415,L,61,239,240,384
SULAWESI TENGGARA,KOTA KENDARI,7471,P,70,265,279,238
SULAWESI TENGGARA,KOTA KENDARI,7471,L,59,291,331,247
SULAWESI TENGGARA,KOTA BAUBAU,7472,P,42,198,253,338
SULAWESI TENGGARA,KOTA BAUBAU,7472,L,27,253,405,544
GORONTALO,BOALEMO,7501,P,40,423,559,698
GORONTALO,BOALEMO,7501,L,38,583,743,727
GORONTALO,GORONTALO,7502,P,115,"1,035","1,540","1,717"
GORONTALO,GORONTALO,7502,L,133,"1,520","2,072","2,096"
GORONTALO,POHUWATO,7503,P,35,289,410,400
GORONTALO,POHUWATO,7503,L,25,352,430,383
GORONTALO,BONE BOLANGO,7504,P,69,352,509,552
GORONTALO,BONE BOLANGO,7504,L,46,425,576,675
GORONTALO,GORONTALO UTARA,7505,P,28,159,300,459
GORONTALO,GORONTALO UTARA,7505,L,15,240,340,444
GORONTALO,KOTA GORONTALO,7571,P,57,354,587,478
GORONTALO,KOTA GORONTALO,7571,L,51,510,789,741
SULAWESI BARAT,MAJENE,7601,P,58,426,607,778
SULAWESI BARAT,MAJENE,7601,L,57,592,739,920
SULAWESI BARAT,POLEWALI MANDAR,7602,P,57,489,683,969
SULAWESI BARAT,POLEWALI MANDAR,7602,L,71,610,920,"1,280"
SULAWESI BARAT,MAMASA,7603,P,106,675,618,764
SULAWESI BARAT,MAMASA,7603,L,92,756,704,668
SULAWESI BARAT,MAMUJU,7604,P,65,456,439,558
SULAWESI BARAT,MAMUJU,7604,L,57,578,481,593
SULAWESI BARAT,MAMUJU UTARA,7605,P,34,231,314,242
SULAWESI BARAT,MAMUJU UTARA,7605,L,26,326,324,242
SULAWESI BARAT,MAMUJU TENGAH,7606,P,30,224,268,340
SULAWESI BARAT,MAMUJU TENGAH,7606,L,22,294,321,276
MALUKU,MALUKU TENGGARA BARAT,8101,P,61,309,360,395
MALUKU,MALUKU TENGGARA BARAT,8101,L,53,318,401,410
MALUKU,MALUKU TENGGARA,8102,P,45,114,197,190
MALUKU,MALUKU TENGGARA,8102,L,40,117,190,198
MALUKU,MALUKU TENGAH,8103,P,133,612,860,"1,152"
MALUKU,MALUKU TENGAH,8103,L,93,795,"1,081","1,168"
MALUKU,BURU,8104,P,32,163,230,270
MALUKU,BURU,8104,L,21,239,263,231
MALUKU,KEPULAUAN ARU,8105,P,36,134,152,150
MALUKU,KEPULAUAN ARU,8105,L,29,151,165,130
MALUKU,SERAM BAGIAN BARAT,8106,P,86,327,473,616
MALUKU,SERAM BAGIAN BARAT,8106,L,78,466,581,595
MALUKU,SERAM BAGIAN TIMUR,8107,P,37,250,354,269
MALUKU,SERAM BAGIAN TIMUR,8107,L,38,270,384,244
MALUKU,MALUKU BARAT DAYA,8108,P,30,99,171,254
MALUKU,MALUKU BARAT DAYA,8108,L,42,117,192,265
MALUKU,BURU SELATAN,8109,P,10,81,110,95
MALUKU,BURU SELATAN,8109,L,6,100,126,75
MALUKU,KOTA AMBON,8171,P,56,264,433,537
MALUKU,KOTA AMBON,8171,L,47,328,608,823
MALUKU,KOTA TUAL,8172,P,20,76,115,123
MALUKU,KOTA TUAL,8172,L,16,108,147,145
MALUKU UTARA,HALMAHERA BARAT,8201,P,33,127,171,265
MALUKU UTARA,HALMAHERA BARAT,8201,L,26,154,188,270
MALUKU UTARA,HALMAHERA TENGAH,8202,P,16,78,97,135
MALUKU UTARA,HALMAHERA TENGAH,8202,L,12,114,131,143
MALUKU UTARA,KEPULAUAN SULA,8203,P,20,114,178,155
MALUKU UTARA,KEPULAUAN SULA,8203,L,15,135,189,157
MALUKU UTARA,HALMAHERA SELATAN,8204,P,49,135,203,231
MALUKU UTARA,HALMAHERA SELATAN,8204,L,41,193,213,186
MALUKU UTARA,HALMAHERA UTARA,8205,P,38,272,177,139
MALUKU UTARA,HALMAHERA UTARA,8205,L,44,276,154,140
MALUKU UTARA,HALMAHERA TIMUR,8206,P,18,77,167,258
MALUKU UTARA,HALMAHERA TIMUR,8206,L,16,104,175,184
MALUKU UTARA,PULAU MOROTAI,8207,P,36,133,95,94
MALUKU UTARA,PULAU MOROTAI,8207,L,26,138,95,85
MALUKU UTARA,PULAU TALIABU,8208,P,7,88,119,115
MALUKU UTARA,PULAU TALIABU,8208,L,16,150,135,128
MALUKU UTARA,KOTA TERNATE,8271,P,3,47,74,108
MALUKU UTARA,KOTA TERNATE,8271,L,7,55,97,156
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,P,16,56,109,145
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,L,14,76,159,209
PAPUA BARAT,FAKFAK,9101,P,12,63,104,88
PAPUA BARAT,FAKFAK,9101,L,12,99,137,77
PAPUA BARAT,KAIMANA,9102,P,16,84,121,60
PAPUA BARAT,KAIMANA,9102,L,10,147,131,37
PAPUA BARAT,TELUK WONDAMA,9103,P,2,11,12,8
PAPUA BARAT,TELUK WONDAMA,9103,L,5,8,9,8
PAPUA BARAT,TELUK BINTUNI,9104,P,18,153,156,119
PAPUA BARAT,TELUK BINTUNI,9104,L,19,203,170,76
PAPUA BARAT,MANOKWARI,9105,P,12,77,105,176
PAPUA BARAT,MANOKWARI,9105,L,11,87,126,150
PAPUA BARAT,SORONG SELATAN,9106,P,7,35,35,19
PAPUA BARAT,SORONG SELATAN,9106,L,6,41,40,13
PAPUA BARAT,SORONG,9107,P,21,71,101,169
PAPUA BARAT,SORONG,9107,L,12,87,87,147
PAPUA BARAT,RAJA AMPAT,9108,P,30,62,98,67
PAPUA BARAT,RAJA AMPAT,9108,L,22,90,91,47
PAPUA BARAT,TAMBRAUW,9109,P,13,36,71,34
PAPUA BARAT,TAMBRAUW,9109,L,15,68,82,27
PAPUA BARAT,MAYBRAT,9110,P,3,19,46,23
PAPUA BARAT,MAYBRAT,9110,L,7,17,31,25
PAPUA BARAT,MANOKWARI SELATAN,9111,P,14,86,94,47
PAPUA BARAT,MANOKWARI SELATAN,9111,L,23,101,76,39
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,P,11,128,38,14
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,L,12,155,43,3
PAPUA BARAT,KOTA SORONG,9171,P,55,165,272,264
PAPUA BARAT,KOTA SORONG,9171,L,40,236,388,232
PAPUA,MERAUKE,9401,P,41,115,213,248
PAPUA,MERAUKE,9401,L,32,183,254,195
PAPUA,JAYAWIJAYA,9402,P,13,84,373,50
PAPUA,JAYAWIJAYA,9402,L,10,97,353,27
PAPUA,JAYAPURA,9403,P,27,83,81,86
PAPUA,JAYAPURA,9403,L,25,76,90,54
PAPUA,NABIRE,9404,P,15,48,64,65
PAPUA,NABIRE,9404,L,9,30,63,74
PAPUA,KEPULAUAN YAPEN,9408,P,7,52,84,63
PAPUA,KEPULAUAN YAPEN,9408,L,12,55,80,53
PAPUA,BIAK NUMFOR,9409,P,15,102,137,164
PAPUA,BIAK NUMFOR,9409,L,20,98,178,144
PAPUA,PANIAI,9410,P,4,13,7,1
PAPUA,PANIAI,9410,L,2,12,4,2
PAPUA,PUNCAK JAYA,9411,P,173,682,160,18
PAPUA,PUNCAK JAYA,9411,L,70,658,113,10
PAPUA,MIMIKA,9412,P,22,177,125,73
PAPUA,MIMIKA,9412,L,7,156,77,52
PAPUA,BOVEN DIGOEL,9413,P,9,19,107,49
PAPUA,BOVEN DIGOEL,9413,L,4,19,99,35
PAPUA,MAPPI,9414,P,1,26,12,4
PAPUA,MAPPI,9414,L,8,16,6,2
PAPUA,ASMAT,9415,P,21,83,45,21
PAPUA,ASMAT,9415,L,20,69,37,11
PAPUA,YAHUKIMO,9416,P,14,129,66,34
PAPUA,YAHUKIMO,9416,L,3,43,28,5
PAPUA,PEGUNUNGAN BINTANG,9417,P,12,91,127,16
PAPUA,PEGUNUNGAN BINTANG,9417,L,9,61,25,12
PAPUA,TOLIKARA,9418,P,2,9,4,1
PAPUA,TOLIKARA,9418,L,3,8,7,1
PAPUA,SARMI,9419,P,6,20,26,18
PAPUA,SARMI,9419,L,7,25,23,18
PAPUA,KEEROM,9420,P,7,27,76,98
PAPUA,KEEROM,9420,L,6,46,82,78
PAPUA,WAROPEN,9426,P,2,14,51,37
PAPUA,WAROPEN,9426,L,0,32,52,27
PAPUA,SUPIORI,9427,P,5,21,62,52
PAPUA,SUPIORI,9427,L,3,36,76,43
PAPUA,MAMBERAMO RAYA,9428,P,1,0,8,18
PAPUA,MAMBERAMO RAYA,9428,L,1,1,11,5
PAPUA,NDUGA,9429,P,0,0,0,0
PAPUA,NDUGA,9429,L,0,0,0,0
PAPUA,LANNY JAYA,9430,P,49,20,32,3
PAPUA,LANNY JAYA,9430,L,30,15,19,1
PAPUA,MAMBERAMO TENGAH,9431,P,0,0,0,1
PAPUA,MAMBERAMO TENGAH,9431,L,0,0,0,1
PAPUA,YALIMO,9432,P,0,0,7,1
PAPUA,YALIMO,9432,L,0,1,6,0
PAPUA,PUNCAK,9433,P,0,8,12,0
PAPUA,PUNCAK,9433,L,1,8,4,0
PAPUA,DOGIYAI,9434,P,2,7,0,0
PAPUA,DOGIYAI,9434,L,4,7,0,0
PAPUA,INTAN JAYA,9435,P,1,2,20,0
PAPUA,INTAN JAYA,9435,L,0,2,6,0
PAPUA,DEIYAI,9436,P,5,14,0,0
PAPUA,DEIYAI,9436,L,5,12,2,0
PAPUA,KOTA JAYAPURA,9471,P,47,285,274,293
PAPUA,KOTA JAYAPURA,9471,L,49,305,328,335
