Provinsi,NamaKab/Kota,KodeKab/Kota,Jumlah Rumah Tangga ,Status jamban
JAWA TIMUR,KOTA PROBOLINGGO,3574,723,Lubang Tanah
JAWA TIMUR,KOTA PROBOLINGGO,3574,"4,423",Lainnya
JAWA TIMUR,KOTA PASURUAN,3575,"10,251",Tangki/SPAL
JAWA TIMUR,KOTA PASURUAN,3575,135,Lubang Tanah
JAWA TIMUR,KOTA PASURUAN,3575,"3,949",Lainnya
JAWA TIMUR,KOTA MOJOKERTO,3576,"6,146",Tangki/SPAL
JAWA TIMUR,KOTA MOJOKERTO,3576,22,Lubang Tanah
JAWA TIMUR,KOTA MOJOKERTO,3576,805,Lainnya
JAWA TIMUR,KOTA MADIUN,3577,"7,128",Tangki/SPAL
JAWA TIMUR,KOTA MADIUN,3577,88,Lubang Tanah
JAWA TIMUR,KOTA MADIUN,3577,312,Lainnya
JAWA TIMUR,KOTA SURABAYA,3578,"131,829",Tangki/SPAL
JAWA TIMUR,KOTA SURABAYA,3578,"6,241",Lubang Tanah
JAWA TIMUR,KOTA SURABAYA,3578,"11,064",Lainnya
JAWA TIMUR,KOTA BATU,3579,"9,616",Tangki/SPAL
JAWA TIMUR,KOTA BATU,3579,244,Lubang Tanah
JAWA TIMUR,KOTA BATU,3579,"1,660",Lainnya
BANTEN,PANDEGLANG,3601,"5,801",Tangki/SPAL
BANTEN,PANDEGLANG,3601,"34,423",Lubang Tanah
BANTEN,PANDEGLANG,3601,"73,118",Lainnya
BANTEN,LEBAK,3602,"13,011",Tangki/SPAL
BANTEN,LEBAK,3602,"15,429",Lubang Tanah
BANTEN,LEBAK,3602,"76,762",Lainnya
BANTEN,TANGERANG,3603,"82,956",Tangki/SPAL
BANTEN,TANGERANG,3603,"34,389",Lubang Tanah
BANTEN,TANGERANG,3603,"111,998",Lainnya
BANTEN,SERANG,3604,"15,281",Tangki/SPAL
BANTEN,SERANG,3604,"4,787",Lubang Tanah
BANTEN,SERANG,3604,"49,245",Lainnya
BANTEN,KOTA TANGERANG,3671,"58,479",Tangki/SPAL
BANTEN,KOTA TANGERANG,3671,"5,658",Lubang Tanah
BANTEN,KOTA TANGERANG,3671,"4,428",Lainnya
BANTEN,KOTA CILEGON,3672,"10,499",Tangki/SPAL
BANTEN,KOTA CILEGON,3672,219,Lubang Tanah
BANTEN,KOTA CILEGON,3672,"3,163",Lainnya
BANTEN,KOTA SERANG,3673,"7,636",Tangki/SPAL
BANTEN,KOTA SERANG,3673,776,Lubang Tanah
BANTEN,KOTA SERANG,3673,"12,077",Lainnya
BANTEN,KOTA TANGERANG SELATAN,3674,"30,240",Tangki/SPAL
BANTEN,KOTA TANGERANG SELATAN,3674,"2,957",Lubang Tanah
BANTEN,KOTA TANGERANG SELATAN,3674,"1,256",Lainnya
BALI,JEMBRANA,5101,"12,398",Tangki/SPAL
BALI,JEMBRANA,5101,198,Lubang Tanah
BALI,JEMBRANA,5101,"5,114",Lainnya
BALI,TABANAN,5102,"23,384",Tangki/SPAL
BALI,TABANAN,5102,648,Lubang Tanah
BALI,TABANAN,5102,"5,127",Lainnya
BALI,BADUNG,5103,"10,787",Tangki/SPAL
BALI,BADUNG,5103,47,Lubang Tanah
BALI,BADUNG,5103,"1,466",Lainnya
BALI,GIANYAR,5104,"6,117",Tangki/SPAL
BALI,GIANYAR,5104,"9,654",Lubang Tanah
BALI,GIANYAR,5104,"3,328",Lainnya
BALI,KLUNGKUNG,5105,"6,229",Tangki/SPAL
BALI,KLUNGKUNG,5105,575,Lubang Tanah
BALI,KLUNGKUNG,5105,"4,385",Lainnya
BALI,BANGLI,5106,"7,666",Tangki/SPAL
BALI,BANGLI,5106,"1,629",Lubang Tanah
BALI,BANGLI,5106,"8,021",Lainnya
BALI,KARANG ASEM,5107,"13,905",Tangki/SPAL
BALI,KARANG ASEM,5107,"3,228",Lubang Tanah
BALI,KARANG ASEM,5107,"21,303",Lainnya
BALI,BULELENG,5108,"32,497",Tangki/SPAL
BALI,BULELENG,5108,"10,003",Lubang Tanah
BALI,BULELENG,5108,"19,482",Lainnya
BALI,KOTA DENPASAR,5171,"4,353",Tangki/SPAL
BALI,KOTA DENPASAR,5171,20,Lubang Tanah
BALI,KOTA DENPASAR,5171,343,Lainnya
NUSA TENGGARA BARAT,LOMBOK BARAT,5201,"38,152",Tangki/SPAL
NUSA TENGGARA BARAT,LOMBOK BARAT,5201,"8,012",Lubang Tanah
NUSA TENGGARA BARAT,LOMBOK BARAT,5201,"57,101",Lainnya
NUSA TENGGARA BARAT,LOMBOK TENGAH,5202,"78,702",Tangki/SPAL
NUSA TENGGARA BARAT,LOMBOK TENGAH,5202,"5,236",Lubang Tanah
NUSA TENGGARA BARAT,LOMBOK TENGAH,5202,"79,388",Lainnya
NUSA TENGGARA BARAT,LOMBOK TIMUR,5203,"113,758",Tangki/SPAL
NUSA TENGGARA BARAT,LOMBOK TIMUR,5203,"12,664",Lubang Tanah
NUSA TENGGARA BARAT,LOMBOK TIMUR,5203,"93,827",Lainnya
NUSA TENGGARA BARAT,SUMBAWA,5204,"18,308",Tangki/SPAL
NUSA TENGGARA BARAT,SUMBAWA,5204,836,Lubang Tanah
NUSA TENGGARA BARAT,SUMBAWA,5204,"23,665",Lainnya
NUSA TENGGARA BARAT,DOMPU,5205,"11,917",Tangki/SPAL
NUSA TENGGARA BARAT,DOMPU,5205,982,Lubang Tanah
NUSA TENGGARA BARAT,DOMPU,5205,"17,808",Lainnya
NUSA TENGGARA BARAT,BIMA,5206,"25,737",Tangki/SPAL
NUSA TENGGARA BARAT,BIMA,5206,"4,745",Lubang Tanah
NUSA TENGGARA BARAT,BIMA,5206,"31,433",Lainnya
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,"9,941",Tangki/SPAL
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,191,Lubang Tanah
NUSA TENGGARA BARAT,SUMBAWA BARAT,5207,"4,449",Lainnya
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,"16,130",Tangki/SPAL
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,"1,988",Lubang Tanah
NUSA TENGGARA BARAT,LOMBOK UTARA,5208,"18,403",Lainnya
NUSA TENGGARA BARAT,KOTA MATARAM,5271,"26,600",Tangki/SPAL
NUSA TENGGARA BARAT,KOTA MATARAM,5271,337,Lubang Tanah
NUSA TENGGARA BARAT,KOTA MATARAM,5271,"8,783",Lainnya
NUSA TENGGARA BARAT,KOTA BIMA,5272,"10,981",Tangki/SPAL
NUSA TENGGARA BARAT,KOTA BIMA,5272,99,Lubang Tanah
NUSA TENGGARA BARAT,KOTA BIMA,5272,"4,560",Lainnya
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,449,Tangki/SPAL
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,"5,442",Lubang Tanah
NUSA TENGGARA TIMUR,SUMBA BARAT,5301,"10,122",Lainnya
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,766,Tangki/SPAL
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,"9,557",Lubang Tanah
NUSA TENGGARA TIMUR,SUMBA TIMUR,5302,"15,536",Lainnya
NUSA TENGGARA TIMUR,KUPANG,5303,734,Tangki/SPAL
NUSA TENGGARA TIMUR,KUPANG,5303,"30,965",Lubang Tanah
NUSA TENGGARA TIMUR,KUPANG,5303,"4,180",Lainnya
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,654,Tangki/SPAL
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,"72,974",Lubang Tanah
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,"1,707",Lainnya
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,"6,146",Tangki/SPAL
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,"21,141",Lubang Tanah
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,"4,096",Lainnya
NUSA TENGGARA TIMUR,BELU,5306,"5,243",Tangki/SPAL
NUSA TENGGARA TIMUR,BELU,5306,"8,956",Lubang Tanah
NUSA TENGGARA TIMUR,BELU,5306,"6,769",Lainnya
NUSA TENGGARA TIMUR,ALOR,5307,"9,802",Tangki/SPAL
NUSA TENGGARA TIMUR,ALOR,5307,"8,184",Lubang Tanah
NUSA TENGGARA TIMUR,ALOR,5307,"8,191",Lainnya
NUSA TENGGARA TIMUR,LEMBATA,5308,"12,865",Tangki/SPAL
NUSA TENGGARA TIMUR,LEMBATA,5308,"2,546",Lubang Tanah
NUSA TENGGARA TIMUR,LEMBATA,5308,"1,794",Lainnya
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,"10,352",Tangki/SPAL
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,"6,762",Lubang Tanah
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,"5,008",Lainnya
NUSA TENGGARA TIMUR,SIKKA,5310,"14,732",Tangki/SPAL
NUSA TENGGARA TIMUR,SIKKA,5310,"8,165",Lubang Tanah
NUSA TENGGARA TIMUR,SIKKA,5310,"11,344",Lainnya
NUSA TENGGARA TIMUR,ENDE,5311,"12,857",Tangki/SPAL
NUSA TENGGARA TIMUR,ENDE,5311,"7,256",Lubang Tanah
NUSA TENGGARA TIMUR,ENDE,5311,"7,644",Lainnya
NUSA TENGGARA TIMUR,NGADA,5312,"4,937",Tangki/SPAL
NUSA TENGGARA TIMUR,NGADA,5312,"4,924",Lubang Tanah
NUSA TENGGARA TIMUR,NGADA,5312,"2,013",Lainnya
NUSA TENGGARA TIMUR,MANGGARAI,5313,397,Tangki/SPAL
NUSA TENGGARA TIMUR,MANGGARAI,5313,"23,557",Lubang Tanah
NUSA TENGGARA TIMUR,MANGGARAI,5313,"12,734",Lainnya
NUSA TENGGARA TIMUR,ROTE NDAO,5314,"1,763",Tangki/SPAL
NUSA TENGGARA TIMUR,ROTE NDAO,5314,"6,722",Lubang Tanah
NUSA TENGGARA TIMUR,ROTE NDAO,5314,"10,126",Lainnya
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,"2,316",Tangki/SPAL
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,"17,599",Lubang Tanah
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,"14,301",Lainnya
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,59,Tangki/SPAL
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,"6,858",Lubang Tanah
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,"2,534",Lainnya
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,564,Tangki/SPAL
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,"25,415",Lubang Tanah
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,"20,153",Lainnya
NUSA TENGGARA TIMUR,NAGEKEO,5318,"7,068",Tangki/SPAL
NUSA TENGGARA TIMUR,NAGEKEO,5318,"1,552",Lubang Tanah
NUSA TENGGARA TIMUR,NAGEKEO,5318,"2,629",Lainnya
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,386,Tangki/SPAL
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,"29,960",Lubang Tanah
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,"9,316",Lainnya
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,"1,770",Tangki/SPAL
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,"9,787",Lubang Tanah
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,"3,130",Lainnya
NUSA TENGGARA TIMUR,MALAKA,5321,"3,664",Tangki/SPAL
NUSA TENGGARA TIMUR,MALAKA,5321,"7,247",Lubang Tanah
NUSA TENGGARA TIMUR,MALAKA,5321,"11,444",Lainnya
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,"9,921",Tangki/SPAL
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,"9,392",Lubang Tanah
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,246,Lainnya
KALIMANTAN BARAT,SAMBAS,6101,"16,677",Tangki/SPAL
KALIMANTAN BARAT,SAMBAS,6101,"9,488",Lubang Tanah
KALIMANTAN BARAT,SAMBAS,6101,"14,933",Lainnya
KALIMANTAN BARAT,BENGKAYANG,6102,"2,234",Tangki/SPAL
KALIMANTAN BARAT,BENGKAYANG,6102,"5,253",Lubang Tanah
KALIMANTAN BARAT,BENGKAYANG,6102,"9,956",Lainnya
KALIMANTAN BARAT,LANDAK,6103,"1,117",Tangki/SPAL
KALIMANTAN BARAT,LANDAK,6103,"13,318",Lubang Tanah
KALIMANTAN BARAT,LANDAK,6103,"31,817",Lainnya
KALIMANTAN BARAT,MEMPAWAH,6104,"8,470",Tangki/SPAL
KALIMANTAN BARAT,MEMPAWAH,6104,"8,787",Lubang Tanah
KALIMANTAN BARAT,MEMPAWAH,6104,"8,779",Lainnya
KALIMANTAN BARAT,SANGGAU,6105,"1,161",Tangki/SPAL
KALIMANTAN BARAT,SANGGAU,6105,"10,165",Lubang Tanah
KALIMANTAN BARAT,SANGGAU,6105,"19,664",Lainnya
KALIMANTAN BARAT,KETAPANG,6106,"7,479",Tangki/SPAL
KALIMANTAN BARAT,KETAPANG,6106,"9,355",Lubang Tanah
KALIMANTAN BARAT,KETAPANG,6106,"23,066",Lainnya
KALIMANTAN BARAT,SINTANG,6107,518,Tangki/SPAL
KALIMANTAN BARAT,SINTANG,6107,"16,223",Lubang Tanah
KALIMANTAN BARAT,SINTANG,6107,"26,184",Lainnya
KALIMANTAN BARAT,KAPUAS HULU,6108,683,Tangki/SPAL
KALIMANTAN BARAT,KAPUAS HULU,6108,"9,496",Lubang Tanah
KALIMANTAN BARAT,KAPUAS HULU,6108,"16,381",Lainnya
KALIMANTAN BARAT,SEKADAU,6109,143,Tangki/SPAL
KALIMANTAN BARAT,SEKADAU,6109,"2,338",Lubang Tanah
KALIMANTAN BARAT,SEKADAU,6109,"6,543",Lainnya
KALIMANTAN BARAT,MELAWI,6110,502,Tangki/SPAL
KALIMANTAN BARAT,MELAWI,6110,"3,904",Lubang Tanah
KALIMANTAN BARAT,MELAWI,6110,"12,856",Lainnya
KALIMANTAN BARAT,KAYONG UTARA,6111,"1,324",Tangki/SPAL
KALIMANTAN BARAT,KAYONG UTARA,6111,"2,485",Lubang Tanah
KALIMANTAN BARAT,KAYONG UTARA,6111,"4,796",Lainnya
KALIMANTAN BARAT,KUBU RAYA,6112,"7,198",Tangki/SPAL
KALIMANTAN BARAT,KUBU RAYA,6112,"23,625",Lubang Tanah
KALIMANTAN BARAT,KUBU RAYA,6112,"19,950",Lainnya
KALIMANTAN BARAT,KOTA PONTIANAK,6171,"17,653",Tangki/SPAL
KALIMANTAN BARAT,KOTA PONTIANAK,6171,"3,077",Lubang Tanah
KALIMANTAN BARAT,KOTA PONTIANAK,6171,"2,719",Lainnya
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,876,Tangki/SPAL
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,"9,339",Lubang Tanah
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,"3,579",Lainnya
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,"3,229",Tangki/SPAL
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,"4,064",Lubang Tanah
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,"2,549",Lainnya
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,"2,188",Tangki/SPAL
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,"8,632",Lubang Tanah
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,"17,240",Lainnya
KALIMANTAN TENGAH,KAPUAS,6203,9,Tangki/SPAL
KALIMANTAN TENGAH,KAPUAS,6203,"5,177",Lubang Tanah
KALIMANTAN TENGAH,KAPUAS,6203,"25,412",Lainnya
KALIMANTAN TENGAH,BARITO SELATAN,6204,912,Tangki/SPAL
KALIMANTAN TENGAH,BARITO SELATAN,6204,869,Lubang Tanah
KALIMANTAN TENGAH,BARITO SELATAN,6204,"5,331",Lainnya
KALIMANTAN TENGAH,BARITO UTARA,6205,492,Tangki/SPAL
KALIMANTAN TENGAH,BARITO UTARA,6205,"2,530",Lubang Tanah
KALIMANTAN TENGAH,BARITO UTARA,6205,"4,218",Lainnya
KALIMANTAN TENGAH,SUKAMARA,6206,757,Tangki/SPAL
KALIMANTAN TENGAH,SUKAMARA,6206,619,Lubang Tanah
KALIMANTAN TENGAH,SUKAMARA,6206,"1,259",Lainnya
KALIMANTAN TENGAH,LAMANDAU,6207,222,Tangki/SPAL
KALIMANTAN TENGAH,LAMANDAU,6207,"1,135",Lubang Tanah
KALIMANTAN TENGAH,LAMANDAU,6207,"1,768",Lainnya
KALIMANTAN TENGAH,SERUYAN,6208,773,Tangki/SPAL
KALIMANTAN TENGAH,SERUYAN,6208,"2,173",Lubang Tanah
KALIMANTAN TENGAH,SERUYAN,6208,"3,809",Lainnya
KALIMANTAN TENGAH,KATINGAN,6209,455,Tangki/SPAL
KALIMANTAN TENGAH,KATINGAN,6209,"3,065",Lubang Tanah
KALIMANTAN TENGAH,KATINGAN,6209,"5,708",Lainnya
KALIMANTAN TENGAH,PULANG PISAU,6210,"1,100",Tangki/SPAL
KALIMANTAN TENGAH,PULANG PISAU,6210,"3,674",Lubang Tanah
KALIMANTAN TENGAH,PULANG PISAU,6210,"6,234",Lainnya
KALIMANTAN TENGAH,GUNUNG MAS,6211,54,Tangki/SPAL
KALIMANTAN TENGAH,GUNUNG MAS,6211,208,Lubang Tanah
KALIMANTAN TENGAH,GUNUNG MAS,6211,"1,181",Lainnya
KALIMANTAN TENGAH,BARITO TIMUR,6212,502,Tangki/SPAL
KALIMANTAN TENGAH,BARITO TIMUR,6212,"2,263",Lubang Tanah
KALIMANTAN TENGAH,BARITO TIMUR,6212,"2,353",Lainnya
KALIMANTAN TENGAH,MURUNG RAYA,6213,125,Tangki/SPAL
KALIMANTAN TENGAH,MURUNG RAYA,6213,604,Lubang Tanah
KALIMANTAN TENGAH,MURUNG RAYA,6213,"4,962",Lainnya
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,"6,302",Tangki/SPAL
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,"1,121",Lubang Tanah
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,"1,719",Lainnya
KALIMANTAN SELATAN,TANAH LAUT,6301,"1,300",Tangki/SPAL
KALIMANTAN SELATAN,TANAH LAUT,6301,"10,979",Lubang Tanah
KALIMANTAN SELATAN,TANAH LAUT,6301,"5,319",Lainnya
KALIMANTAN SELATAN,KOTA BARU,6302,"1,530",Tangki/SPAL
KALIMANTAN SELATAN,KOTA BARU,6302,"3,299",Lubang Tanah
KALIMANTAN SELATAN,KOTA BARU,6302,"9,904",Lainnya
KALIMANTAN SELATAN,BANJAR,6303,"4,194",Tangki/SPAL
KALIMANTAN SELATAN,BANJAR,6303,"4,379",Lubang Tanah
KALIMANTAN SELATAN,BANJAR,6303,"15,490",Lainnya
KALIMANTAN SELATAN,BARITO KUALA,6304,985,Tangki/SPAL
KALIMANTAN SELATAN,BARITO KUALA,6304,"1,908",Lubang Tanah
KALIMANTAN SELATAN,BARITO KUALA,6304,"15,278",Lainnya
KALIMANTAN SELATAN,TAPIN,6305,801,Tangki/SPAL
KALIMANTAN SELATAN,TAPIN,6305,"1,424",Lubang Tanah
KALIMANTAN SELATAN,TAPIN,6305,"4,208",Lainnya
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,"5,856",Tangki/SPAL
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,"4,004",Lubang Tanah
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,"11,651",Lainnya
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,"7,745",Tangki/SPAL
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,"7,823",Lubang Tanah
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,"10,961",Lainnya
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,"12,629",Tangki/SPAL
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,817,Lubang Tanah
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,"12,554",Lainnya
KALIMANTAN SELATAN,TABALONG,6309,"7,125",Tangki/SPAL
KALIMANTAN SELATAN,TABALONG,6309,"5,965",Lubang Tanah
KALIMANTAN SELATAN,TABALONG,6309,"6,159",Lainnya
KALIMANTAN SELATAN,TANAH BUMBU,6310,"3,232",Tangki/SPAL
KALIMANTAN SELATAN,TANAH BUMBU,6310,"9,104",Lubang Tanah
KALIMANTAN SELATAN,TANAH BUMBU,6310,"4,421",Lainnya
KALIMANTAN SELATAN,BALANGAN,6311,729,Tangki/SPAL
KALIMANTAN SELATAN,BALANGAN,6311,"2,911",Lubang Tanah
KALIMANTAN SELATAN,BALANGAN,6311,"3,792",Lainnya
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,"23,329",Tangki/SPAL
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,871,Lubang Tanah
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,"12,433",Lainnya
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,"6,210",Tangki/SPAL
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,"4,008",Lubang Tanah
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,563,Lainnya
KALIMANTAN TIMUR,PASER,6401,"2,797",Tangki/SPAL
KALIMANTAN TIMUR,PASER,6401,"12,383",Lubang Tanah
KALIMANTAN TIMUR,PASER,6401,"6,246",Lainnya
KALIMANTAN TIMUR,KUTAI BARAT,6402,830,Tangki/SPAL
KALIMANTAN TIMUR,KUTAI BARAT,6402,"4,205",Lubang Tanah
KALIMANTAN TIMUR,KUTAI BARAT,6402,"5,115",Lainnya
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,"12,441",Tangki/SPAL
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,"12,539",Lubang Tanah
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,"10,837",Lainnya
KALIMANTAN TIMUR,KUTAI TIMUR,6404,"4,837",Tangki/SPAL
KALIMANTAN TIMUR,KUTAI TIMUR,6404,"10,488",Lubang Tanah
KALIMANTAN TIMUR,KUTAI TIMUR,6404,"7,009",Lainnya
KALIMANTAN TIMUR,BERAU,6405,"1,887",Tangki/SPAL
KALIMANTAN TIMUR,BERAU,6405,"2,943",Lubang Tanah
KALIMANTAN TIMUR,BERAU,6405,"3,138",Lainnya
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,"2,947",Tangki/SPAL
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,"5,127",Lubang Tanah
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,"2,429",Lainnya
KALIMANTAN TIMUR,MAHAKAM HULU,6411,57,Tangki/SPAL
KALIMANTAN TIMUR,MAHAKAM HULU,6411,661,Lubang Tanah
KALIMANTAN TIMUR,MAHAKAM HULU,6411,"1,395",Lainnya
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,"18,409",Tangki/SPAL
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,"2,675",Lubang Tanah
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,"3,609",Lainnya
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,"20,884",Tangki/SPAL
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,"3,103",Lubang Tanah
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,"3,327",Lainnya
KALIMANTAN TIMUR,KOTA BONTANG,6474,"5,426",Tangki/SPAL
KALIMANTAN TIMUR,KOTA BONTANG,6474,387,Lubang Tanah
KALIMANTAN TIMUR,KOTA BONTANG,6474,"1,627",Lainnya
KALIMANTAN UTARA,MALINAU,6501,621,Tangki/SPAL
KALIMANTAN UTARA,MALINAU,6501,"2,327",Lubang Tanah
KALIMANTAN UTARA,MALINAU,6501,"1,706",Lainnya
KALIMANTAN UTARA,BULUNGAN,6502,"1,204",Tangki/SPAL
KALIMANTAN UTARA,BULUNGAN,6502,"2,444",Lubang Tanah
KALIMANTAN UTARA,BULUNGAN,6502,"1,747",Lainnya
KALIMANTAN UTARA,TANA TIDUNG,6503,280,Tangki/SPAL
KALIMANTAN UTARA,TANA TIDUNG,6503,128,Lubang Tanah
KALIMANTAN UTARA,TANA TIDUNG,6503,285,Lainnya
KALIMANTAN UTARA,NUNUKAN,6504,"3,627",Tangki/SPAL
KALIMANTAN UTARA,NUNUKAN,6504,"3,528",Lubang Tanah
KALIMANTAN UTARA,NUNUKAN,6504,"5,745",Lainnya
KALIMANTAN UTARA,KOTA TARAKAN,6571,"6,679",Tangki/SPAL
KALIMANTAN UTARA,KOTA TARAKAN,6571,203,Lubang Tanah
KALIMANTAN UTARA,KOTA TARAKAN,6571,"3,298",Lainnya
SULAWESI UTARA,BOLAANG MONGONDOW,7101,"9,182",Tangki/SPAL
SULAWESI UTARA,BOLAANG MONGONDOW,7101,"2,851",Lubang Tanah
SULAWESI UTARA,BOLAANG MONGONDOW,7101,"13,759",Lainnya
SULAWESI UTARA,MINAHASA,7102,"5,392",Tangki/SPAL
SULAWESI UTARA,MINAHASA,7102,"13,464",Lubang Tanah
SULAWESI UTARA,MINAHASA,7102,"1,679",Lainnya
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,"4,540",Tangki/SPAL
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,"1,021",Lubang Tanah
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,"4,098",Lainnya
SULAWESI UTARA,KEPULAUAN TALAUD,7104,"2,345",Tangki/SPAL
SULAWESI UTARA,KEPULAUAN TALAUD,7104,"3,561",Lubang Tanah
SULAWESI UTARA,KEPULAUAN TALAUD,7104,"1,302",Lainnya
SULAWESI UTARA,MINAHASA SELATAN,7105,"10,193",Tangki/SPAL
SULAWESI UTARA,MINAHASA SELATAN,7105,"11,737",Lubang Tanah
SULAWESI UTARA,MINAHASA SELATAN,7105,"3,111",Lainnya
SULAWESI UTARA,MINAHASA UTARA,7106,"5,302",Tangki/SPAL
SULAWESI UTARA,MINAHASA UTARA,7106,"6,625",Lubang Tanah
SULAWESI UTARA,MINAHASA UTARA,7106,"4,479",Lainnya
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,"3,184",Tangki/SPAL
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,603,Lubang Tanah
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,"3,307",Lainnya
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,19,Tangki/SPAL
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,"2,235",Lubang Tanah
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,592,Lainnya
SULAWESI UTARA,MINAHASA TENGGARA,7109,"4,220",Tangki/SPAL
SULAWESI UTARA,MINAHASA TENGGARA,7109,"3,185",Lubang Tanah
SULAWESI UTARA,MINAHASA TENGGARA,7109,"2,097",Lainnya
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,"1,097",Tangki/SPAL
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,469,Lubang Tanah
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,"3,568",Lainnya
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,"1,117",Tangki/SPAL
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,879,Lubang Tanah
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,"3,036",Lainnya
